selected_total_n,current_total_usable,additional_n_available,rows_in_clean_sociodemographic,usable_rows_for_country_quota,excluded_rows_without_country,current_total_in_target_countries,current_total_outside_target_countries,total_to_recruit_by_country_to_cover_deficits,total_planned_recruitment_by_country,total_overrepresented_by_country_if_balanced,total_to_recruit_by_region_to_cover_deficits,total_planned_recruitment_by_region,total_overrepresented_by_region_if_balanced
405,224,181,231,224,7,223,1,334,181,152,257,181,76
