"D","assigned_pct","unassigned_pct"
0,0.00314139415072409,99.9968586058493
1,0.0565450947130336,99.943454905287
2,0.238745955455031,99.761254044545
3,0.603147676939026,99.396852323061
4,1.27540602519398,98.724593974806
5,2.53510507963434,97.4648949203657
6,4.60842521911224,95.3915747808878
7,7.39798322495523,92.6020167750448
8,11.2242013005372,88.7757986994628
9,15.9519994973769,84.0480005026231
10,21.4400150786919,78.5599849213081
11,27.4903402129865,72.5096597870135
12,34.2129236955361,65.7870763044639
13,40.7156095875349,59.284390412465
14,47.3219614865077,52.6780385134923
15,100,0
16,100,0
17,100,0
18,100,0
19,100,0
20,100,0
