"cluster","n_archetypes","pct_total_arch","pct_rest_arch"
"1",7694,41.021539773939,100
"2",1865,9.94348475154617,58.978460226061
"3",729,3.88675623800384,49.0349754745148
"4",2736,14.5873320537428,45.148219236511
"5",402,2.14331413947537,30.5608871827682
"6",117,0.623800383877159,28.4175730432928
"7",9,0.0479846449136276,27.7937726594157
"8",52,0.277244615056515,27.745788014502
"Restantes",5152,27.4685433994455,0
