"cluster","best_match","pct_match"
"1","8",52.6315789473684
"2","Homo.Economicus",52.6315789473684
"3","Careful",76.4705882352941
"4","Early.Adopter",31.8181818181818
"5","Fearful",60
"6","Influencer",27.2727272727273
"7","Uninterested",33.3333333333333
"8","Stubborn",52.6315789473684
