"cluster","best_match","pct_match","active_determinants","n_active_dets"
"cluster_1","Careful",100,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS",5
"cluster_2","Fearful",88.8888888888889,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS; RELATEDNESS; STIMULATION; POPULARITY; MEANING",9
"cluster_3","X8",28.5714285714286,"COMPETENCE; AUTONOMY",2
"cluster_4","Homo.Economicus",75,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; RELATEDNESS; POPULARITY",6
"cluster_5","Early.Adopter",14.2857142857143,"RELATEDNESS",1
"cluster_6","Stubborn",85.7142857142857,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; STIMULATION; MEANING",6
"cluster_7","Influencer",85.7142857142857,"FINANCIAL; SECURITY; RELATEDNESS; STIMULATION; POPULARITY; MEANING",6
"cluster_8","Uninterested",55.5555555555556,"FINANCIAL; COMPETENCE; AUTONOMY; PHYSICALNESS; STIMULATION; POPULARITY",6
