total_rows,personas_que_fallan_al_menos_un_check_decision,personas_que_fallan_al_menos_un_check_any,personas_que_fallan_todos_los_checks_respondidos,personas_que_fallan_los_4_checks,personas_que_fallan_los_2_checks_decision,personas_que_fallan_todos_checks_decision_respondidos,total_fallos_attention_checks,total_fallos_attention_checks_decision
439,121,122,8,0,7,8,132,128
