left_id,right_id,matching_similarity_pct
KM1,Activist,55.55555555555556
KM2,Early.Adopter,40
KM3,Stubborn,37.5
KM4,Fearful,54.54545454545455
KM5,Homo.Economicus,41.666666666666664
KM6,Careful,25
