"cluster","Early Adopter","Uninterested","Homo Economicus","Fearful","Stubborn","Influencer","Careful","Activist"
"cluster_1",23.5294117647059,17.6470588235294,41.1764705882353,60,20,5.88235294117647,68.75,40
"cluster_2",16.6666666666667,11.1111111111111,41.1764705882353,50,20,5.88235294117647,50,23.5294117647059
"cluster_3",23.5294117647059,5.26315789473684,33.3333333333333,33.3333333333333,20,5.88235294117647,58.8235294117647,40
"cluster_4",23.5294117647059,11.1111111111111,33.3333333333333,33.3333333333333,20,5.88235294117647,42.1052631578947,16.6666666666667
"cluster_5",23.0769230769231,7.14285714285714,46.1538461538462,46.1538461538462,30,8.33333333333333,46.6666666666667,45.4545454545455
"cluster_6",10.5263157894737,17.6470588235294,33.3333333333333,41.1764705882353,12.5,5.88235294117647,35,5
"cluster_7",10.5263157894737,17.6470588235294,41.1764705882353,50,12.5,12.5,42.1052631578947,16.6666666666667
"cluster_8",16.6666666666667,5.26315789473684,14.2857142857143,14.2857142857143,12.5,12.5,35,16.6666666666667
