"cluster","Early.Adopter","Uninterested","Homo.Economicus","Fearful","Stubborn","Influencer","Careful"
"cluster_1",0,0,0,0,0,0,0
"cluster_2",33.3333333333333,0,0,0,0,16.6666666666667,0
"cluster_3",16.6666666666667,0,0,0,0,20,0
"cluster_4",12.5,60,20,42.8571428571429,33.3333333333333,14.2857142857143,42.8571428571429
"cluster_5",11.1111111111111,80,40,57.1428571428571,50,12.5,57.1428571428571
"cluster_6",25,50,16.6666666666667,37.5,28.5714285714286,28.5714285714286,37.5
"cluster_7",66.6666666666667,55.5555555555556,33.3333333333333,77.7777777777778,55.5555555555556,55.5555555555556,77.7777777777778
"cluster_8",55.5555555555556,62.5,37.5,66.6666666666667,44.4444444444444,44.4444444444444,66.6666666666667
