"cluster","best_match","pct_match","active_determinants","n_active_dets"
"cluster_1","Fearful",60,"CREDIT SCORE; RISK PROFILE; LEGAL; TRUST; SAFETY; COST EFFICIENCY; KNOWLEDGE; OWN COMPETENCE; TECHNICAL FIT; ENVIRONMENTAL CONCERNS; SELF SATISFACTION; COMMITMENT; ADHERENCE; WELLBEING; RIGHTS AND DUTIES",15
"cluster_2","Careful",50,"CREDIT SCORE; RISK PROFILE; ADDED VALUE; FRUGALITY; CLIMATE PROTECTION; TRUST; COST EFFICIENCY; KNOWLEDGE; TECHNICAL FIT; ENVIRONMENTAL CONCERNS; SELF SATISFACTION; COMMITMENT; ADHERENCE; AUTARKY; APPROVAL",15
