analysis_sample,integrated_row_id,subsample,comparison_region,subsample_row_id,global_participant_key,dataset_source,source_survey,source_file,participant_key,prolific_id,identification_code,country_model,country_model_grouped,country_region_model,age_group_model,gender_model,employment_model,row_quality_final,usable_for_clustering,usable_for_main_analysis,n_det_valid,dim_autonomy,dim_competence,dim_financial,dim_meaning,dim_physiological,dim_popularity,dim_relatedness,dim_security,dim_stimulation
WHY_LATAM,2220,WHY_LATAM,LATAM,1,why__566bdeb3beaf21001240085a,why,Investment_Arquetypes_2022,Content_Export_Investment_Arquetypes_2022_full-latin-final.csv,566bdeb3beaf21001240085a,566bdeb3beaf21001240085a,NA,MX,MX,latin_america,35_44,male,employed,usable_partial,TRUE,TRUE,31,0.7000000000000001,0.7875,0.66,0.59,0.5800000000000001,0.5275,0.534,0.6166666666666667,0.5449999999999999
WHY_LATAM,2221,WHY_LATAM,LATAM,2,why__572bc38f34b25a0010dbe9c4,why,Investment_Arquetypes_2022,Content_Export_Investment_Arquetypes_2022_full-latin-final.csv,572bc38f34b25a0010dbe9c4,572bc38f34b25a0010dbe9c4,NA,MX,MX,latin_america,35_44,male,employed,usable_complete,TRUE,TRUE,32,0.785,0.9125,0.688,0.5,0.87,0.5650000000000001,0.6519999999999999,0.7166666666666667,0.95
WHY_LATAM,2222,WHY_LATAM,LATAM,3,why__57d0540392da98000100c72f,why,Investment_Arquetypes_2022,Content_Export_Investment_Arquetypes_2022_full-latin-final.csv,57d0540392da98000100c72f,57d0540392da98000100c72f,NA,CL,CL,latin_america,35_44,female,employed,usable_complete,TRUE,TRUE,32,0.78,0.975,0.744,0.7333333333333334,0.7,0.5,0.65,0.8333333333333334,0.5
WHY_LATAM,2223,WHY_LATAM,LATAM,4,why__5908ec21bc185d00011aa205,why,Investment_Arquetypes_2022,Content_Export_Investment_Arquetypes_2022_full-latin-final.csv,5908ec21bc185d00011aa205,5908ec21bc185d00011aa205,NA,CL,CL,latin_america,55_64,male,employed,usable_complete,TRUE,TRUE,32,0.5825,0.6625,0.532,0.5766666666666667,0.56,0.5,0.508,0.7733333333333333,0.5
WHY_LATAM,2224,WHY_LATAM,LATAM,5,why__598c2748e339120001fb8875,why,Investment_Arquetypes_2022,Content_Export_Investment_Arquetypes_2022_full-latin-final.csv,598c2748e339120001fb8875,598c2748e339120001fb8875,NA,MX,MX,latin_america,35_44,male,employed,usable_partial,TRUE,TRUE,31,0.675,0.7749999999999999,0.61,0.5166666666666667,0.7,0.575,0.526,0.5833333333333334,0.55
WHY_LATAM,2225,WHY_LATAM,LATAM,6,why__5a5c0728ac5624000153f533,why,Investment_Arquetypes_2022,Content_Export_Investment_Arquetypes_2022_full-latin-final.csv,5a5c0728ac5624000153f533,5a5c0728ac5624000153f533,NA,MX,MX,latin_america,35_44,male,unknown,usable_complete,TRUE,TRUE,32,0.52,0.735,0.6719999999999999,0.5,0.5,0.5,0.512,0.5,0.5
WHY_LATAM,2226,WHY_LATAM,LATAM,7,why__5a874306f49c9a0001f39714,why,Investment_Arquetypes_2022,Content_Export_Investment_Arquetypes_2022_full-latin-final.csv,5a874306f49c9a0001f39714,5a874306f49c9a0001f39714,NA,MX,MX,latin_america,35_44,female,employed,usable_complete,TRUE,TRUE,32,0.875,0.86,0.736,0.79,0.81,0.5549999999999999,0.518,0.7733333333333334,0.54
WHY_LATAM,2227,WHY_LATAM,LATAM,8,why__5ac9c4415cd1050001626162,why,Investment_Arquetypes_2022,Content_Export_Investment_Arquetypes_2022_full-latin-final.csv,5ac9c4415cd1050001626162,5ac9c4415cd1050001626162,NA,MX,MX,latin_america,25_34,male,employed,usable_complete,TRUE,TRUE,32,0.8375,0.975,0.8300000000000001,0.5,0.75,0.6000000000000001,0.58,0.8666666666666667,0.6
WHY_LATAM,2228,WHY_LATAM,LATAM,9,why__5adf7fbc09eae200011305a5,why,Investment_Arquetypes_2022,Content_Export_Investment_Arquetypes_2022_full-latin-final.csv,5adf7fbc09eae200011305a5,5adf7fbc09eae200011305a5,NA,MX,MX,latin_america,45_54,female,unknown,usable_complete,TRUE,TRUE,32,0.7374999999999999,0.7775000000000001,0.696,0.73,0.7050000000000001,0.5425,0.704,0.7366666666666667,0.585
WHY_LATAM,2229,WHY_LATAM,LATAM,10,why__5af43b1ea37f390001276490,why,Investment_Arquetypes_2022,Content_Export_Investment_Arquetypes_2022_full-latin-final.csv,5af43b1ea37f390001276490,5af43b1ea37f390001276490,NA,MX,MX,latin_america,25_34,female,unknown,usable_complete,TRUE,TRUE,32,0.9375,0.825,0.6900000000000001,0.5666666666666668,0.75,0.5,0.5,0.7000000000000001,0.55
