"cluster","n_patterns","pct_total_patterns","pct_rest_patterns"
"1",13529,72.4483238727643,100
"2",408,2.18485594944843,27.5516761272357
"3",876,4.69101424440398,25.3668201777873
"Restantes",3861,20.6758059333833,0
