"cluster","Early.Adopter","Fearful","Careful","Stubborn","Influencer","Uninterested","Homo.Economicus","X8"
"cluster_1",33.3333333333333,62.5,100,71.4285714285714,33.3333333333333,44.4444444444444,44.4444444444444,33.3333333333333
"cluster_2",62.5,55.5555555555556,22.2222222222222,44.4444444444444,85.7142857142857,55.5555555555556,75,62.5
