left_id,right_id,matching_similarity_pct
KM1,Uninterested,31.25
KM2,Homo.Economicus,54.54545454545455
KM3,Influencer,44.44444444444444
KM4,Activist,26.666666666666668
KM5,Fearful,50
KM6,Careful,52.94117647058823
