"pattern_id","cluster"
1,1
3,1
4,1
6,1
12,1
13,1
14,1
15,1
17,1
19,1
23,1
26,1
33,1
34,1
35,1
38,1
44,1
47,1
53,1
56,1
58,1
59,1
62,1
68,1
72,1
75,1
82,1
83,1
85,1
86,1
87,1
92,1
93,1
95,1
2,2
5,2
7,2
8,2
11,2
16,2
18,2
20,2
22,2
25,2
32,2
39,2
40,2
49,2
51,2
64,2
70,2
90,2
9,3
10,3
24,3
27,3
28,3
36,3
46,3
52,3
60,3
67,3
69,3
84,3
