"cluster","expert_row","vol_cluster","vol_expert","vol_common","pct_cluster_covered","pct_expert_covered"
1,"Early Adopter",15,6,4,26.6666666666667,66.6666666666667
1,"Uninterested",15,5,3,20,60
1,"Homo Economicus",15,9,7,46.6666666666667,77.7777777777778
1,"Fearful",15,9,9,60,100
1,"Stubborn",15,3,3,20,100
1,"Influencer",15,3,1,6.66666666666667,33.3333333333333
1,"Careful",15,12,11,73.3333333333333,91.6666666666667
1,"Activist",15,6,6,40,100
2,"Early Adopter",14,6,4,28.5714285714286,66.6666666666667
2,"Uninterested",14,5,1,7.14285714285714,20
2,"Homo Economicus",14,9,6,42.8571428571429,66.6666666666667
2,"Fearful",14,9,5,35.7142857142857,55.5555555555556
2,"Stubborn",14,3,3,21.4285714285714,100
2,"Influencer",14,3,1,7.14285714285714,33.3333333333333
2,"Careful",14,12,9,64.2857142857143,75
2,"Activist",14,6,6,42.8571428571429,100
3,"Early Adopter",15,6,2,13.3333333333333,33.3333333333333
3,"Uninterested",15,5,3,20,60
3,"Homo Economicus",15,9,6,40,66.6666666666667
3,"Fearful",15,9,7,46.6666666666667,77.7777777777778
3,"Stubborn",15,3,2,13.3333333333333,66.6666666666667
3,"Influencer",15,3,1,6.66666666666667,33.3333333333333
3,"Careful",15,12,7,46.6666666666667,58.3333333333333
3,"Activist",15,6,1,6.66666666666667,16.6666666666667
4,"Early Adopter",15,6,4,26.6666666666667,66.6666666666667
4,"Uninterested",15,5,2,13.3333333333333,40
4,"Homo Economicus",15,9,6,40,66.6666666666667
4,"Fearful",15,9,7,46.6666666666667,77.7777777777778
4,"Stubborn",15,3,3,20,100
4,"Influencer",15,3,1,6.66666666666667,33.3333333333333
4,"Careful",15,12,8,53.3333333333333,66.6666666666667
4,"Activist",15,6,4,26.6666666666667,66.6666666666667
5,"Early Adopter",15,6,4,26.6666666666667,66.6666666666667
5,"Uninterested",15,5,2,13.3333333333333,40
5,"Homo Economicus",15,9,3,20,33.3333333333333
5,"Fearful",15,9,4,26.6666666666667,44.4444444444444
5,"Stubborn",15,3,2,13.3333333333333,66.6666666666667
5,"Influencer",15,3,0,0,0
5,"Careful",15,12,8,53.3333333333333,66.6666666666667
5,"Activist",15,6,5,33.3333333333333,83.3333333333333
6,"Early Adopter",15,6,3,20,50
6,"Uninterested",15,5,1,6.66666666666667,20
6,"Homo Economicus",15,9,3,20,33.3333333333333
6,"Fearful",15,9,3,20,33.3333333333333
6,"Stubborn",15,3,2,13.3333333333333,66.6666666666667
6,"Influencer",15,3,2,13.3333333333333,66.6666666666667
6,"Careful",15,12,7,46.6666666666667,58.3333333333333
6,"Activist",15,6,3,20,50
7,"Early Adopter",15,6,3,20,50
7,"Uninterested",15,5,3,20,60
7,"Homo Economicus",15,9,5,33.3333333333333,55.5555555555556
7,"Fearful",15,9,6,40,66.6666666666667
7,"Stubborn",15,3,2,13.3333333333333,66.6666666666667
7,"Influencer",15,3,1,6.66666666666667,33.3333333333333
7,"Careful",15,12,7,46.6666666666667,58.3333333333333
7,"Activist",15,6,3,20,50
8,"Early Adopter",15,6,3,20,50
8,"Uninterested",15,5,2,13.3333333333333,40
8,"Homo Economicus",15,9,6,40,66.6666666666667
8,"Fearful",15,9,6,40,66.6666666666667
8,"Stubborn",15,3,3,20,100
8,"Influencer",15,3,1,6.66666666666667,33.3333333333333
8,"Careful",15,12,7,46.6666666666667,58.3333333333333
8,"Activist",15,6,4,26.6666666666667,66.6666666666667
