"archetype_id","frequency"
20,1
28,1
29,2
30,1
39,1
43,1
48,1
59,1
71,1
79,1
90,1
91,1
105,2
106,1
117,2
135,1
138,1
141,1
148,2
151,1
156,1
159,1
163,1
186,1
194,6
197,1
206,1
218,1
226,1
229,3
240,1
241,1
246,1
256,1
277,1
278,3
289,1
293,1
297,1
311,1
324,1
332,2
337,1
338,1
340,1
349,1
369,1
383,3
392,1
397,2
398,2
413,1
416,1
419,1
423,1
438,1
451,1
452,1
459,1
460,1
462,1
471,1
490,1
512,1
516,1
520,1
521,4
523,1
525,1
570,1
573,1
578,2
587,1
599,1
602,1
623,1
629,1
647,1
653,1
654,1
664,1
677,1
680,1
683,1
691,1
704,1
705,1
732,1
735,1
741,1
747,1
749,1
768,1
771,1
773,2
774,1
776,1
779,1
790,2
797,2
801,1
814,1
816,1
826,1
828,1
830,1
831,2
832,1
840,1
852,1
855,1
869,1
870,1
889,1
901,1
902,1
905,1
918,1
921,1
925,2
930,1
940,1
944,1
946,3
951,2
959,1
962,1
971,1
979,1
987,1
995,1
1003,1
1007,16
1014,1
1016,1
1035,1
1038,2
1047,1
1053,1
1057,2
1060,1
1069,1
1083,1
1085,1
1087,1
1088,1
1092,1
1111,5
1116,1
1117,1
1120,1
1129,1
1136,1
1142,1
1144,1
1153,3
1174,1
1177,1
1194,2
1201,4
1216,1
1221,1
1233,1
1239,2
1244,1
1249,1
1254,5
1258,1
1265,1
1268,1
1271,1
1274,1
1278,1
1285,1
1298,1
1301,1
1303,2
1306,1
1309,1
1312,1
1322,1
1332,1
1337,1
1350,1
1355,1
1356,3
1396,1
1408,1
1422,1
1425,1
1427,1
1431,1
1434,1
1441,1
1443,1
1452,4
1461,1
1470,1
1474,1
1476,1
1478,7
1485,1
1487,1
1489,1
1504,1
1516,1
1518,1
1525,1
1526,2
1532,1
1533,1
1538,7
1539,1
1542,1
1546,1
1551,1
1555,10
1576,1
1580,1
1581,1
1582,1
1583,1
1584,1
1588,1
1590,1
1592,1
1605,1
1622,1
1633,1
1641,1
1651,1
1653,1
1654,1
1656,2
1671,1
1694,1
1696,1
1700,1
1701,1
1705,1
1711,1
1717,1
1720,1
1723,1
1730,1
1737,1
1761,1
1773,1
1775,1
1792,2
1793,1
1796,1
1801,1
1811,3
1812,2
1815,1
1828,3
1831,1
1834,1
1837,1
1851,3
1853,2
1855,1
1858,1
1873,1
1879,1
1891,1
1903,1
1907,1
1912,1
1917,1
1924,3
1929,1
1942,1
1945,4
1950,1
1955,1
1963,2
1980,1
1989,2
1997,1
1998,1
1999,3
2003,2
2015,1
2017,1
2018,1
2019,1
2026,18
2041,3
2048,1
2056,1
2060,1
2069,1
2071,1
2079,1
2116,1
2118,1
2128,1
2132,1
2134,1
2142,1
2147,2
2149,1
2157,1
2174,1
2187,1
2188,1
2191,1
2197,10
2199,1
2211,1
2212,1
2217,1
2225,1
2227,3
2229,1
2238,1
2248,1
2250,1
2252,1
2257,1
2283,1
2304,1
2312,1
2321,1
2324,2
2327,1
2330,1
2340,1
2345,1
2350,1
2356,1
2368,1
2370,1
2380,1
2382,1
2410,1
2414,1
2416,1
2425,1
2435,1
2436,1
2437,2
2443,1
2446,1
2458,1
2466,1
2470,1
2473,1
2474,1
2481,1
2482,1
2492,4
2501,1
2502,2
2503,4
2509,1
2510,1
2513,1
2520,1
2521,1
2524,1
2532,1
2538,1
2572,1
2577,1
2581,2
2582,3
2590,1
2595,1
2599,1
2600,1
2606,1
2615,1
2622,47
2624,1
2634,1
2637,1
2639,1
2648,1
2680,1
2701,2
2706,1
2713,1
2727,26
2732,1
2733,5
2736,1
2739,5
2742,1
2751,1
2762,1
2765,2
2776,1
2787,1
2790,3
2803,1
2804,1
2812,2
2816,1
2818,3
2819,1
2823,1
2840,1
2852,5
2854,1
2861,1
2869,1
2891,1
2895,2
2915,13
2916,2
2925,1
2946,1
2951,14
2954,1
2959,1
2960,1
2989,1
2990,1
2997,16
3006,1
3012,1
3024,1
3030,1
3031,1
3033,1
3045,1
3054,1
3065,1
3066,1
3079,1
3091,1
3092,1
3098,1
3119,1
3121,1
3130,1
3140,8
3142,1
3146,1
3163,1
3169,1
3173,1
3187,1
3189,1
3202,2
3209,1
3217,2
3218,1
3236,1
3246,1
3251,1
3257,2
3295,1
3310,1
3320,1
3325,1
3331,1
3338,1
3340,1
3343,1
3347,1
3349,1
3351,1
3359,1
3360,1
3365,1
3366,3
3367,1
3368,1
3373,1
3386,1
3391,1
3395,1
3396,1
3401,2
3409,1
3438,1
3442,1
3446,1
3451,1
3460,1
3461,1
3469,1
3475,2
3493,1
3506,1
3513,1
3520,1
3523,2
3531,1
3535,1
3539,1
3545,1
3550,1
3555,1
3559,1
3565,1
3567,1
3570,1
3574,2
3587,2
3607,1
3610,1
3612,1
3613,1
3626,1
3635,2
3644,1
3654,1
3659,1
3662,1
3674,7
3679,1
3691,1
3694,2
3695,3
3706,1
3707,1
3715,1
3732,1
3734,2
3735,1
3736,1
3749,1
3765,1
3766,1
3767,1
3771,1
3775,2
3796,1
3798,1
3843,1
3847,1
3854,1
3855,1
3860,2
3862,4
3871,1
3874,1
3877,1
3886,1
3892,1
3902,1
3907,5
3909,1
3910,1
3916,1
3925,5
3935,1
3936,1
3938,1
3941,1
3945,1
3958,1
3960,1
3967,1
3976,1
3986,1
3987,2
4004,1
4013,1
4020,1
4022,1
4024,1
4034,1
4044,7
4046,1
4048,2
4051,5
4056,1
4063,15
4064,1
4066,2
4068,1
4075,1
4078,1
4128,1
4137,3
4150,1
4154,1
4167,1
4178,1
4183,1
4202,2
4203,2
4209,1
4217,1
4218,1
4220,1
4227,1
4238,1
4241,1
4246,1
4251,1
4253,1
4257,1
4263,1
4275,1
4281,1
4285,1
4294,1
4308,1
4310,1
4311,3
4312,1
4318,1
4319,2
4324,1
4325,1
4326,1
4333,1
4344,1
4348,1
4360,1
4379,1
4383,2
4385,3
4413,1
4417,1
4436,5
4438,1
4440,3
4445,1
4446,1
4462,1
4484,1
4486,1
4497,1
4498,1
4514,1
4515,1
4519,1
4520,1
4524,1
4545,1
4546,3
4577,1
4606,1
4609,1
4620,8
4630,1
4638,1
4650,2
4658,1
4660,1
4664,1
4667,1
4668,1
4674,5
4675,1
4683,1
4685,2
4686,1
4690,1
4691,1
4721,1
4723,1
4725,1
4728,1
4737,1
4743,1
4769,1
4771,1
4786,1
4792,1
4793,1
4801,1
4811,1
4814,3
4817,1
4833,1
4835,1
4839,1
4846,1
4850,1
4851,1
4858,1
4864,2
4868,1
4869,1
4871,1
4874,1
4875,1
4884,3
4885,1
4889,1
4905,1
4912,1
4915,1
4921,1
4946,1
4948,2
4950,1
4952,1
4954,1
4975,2
4979,1
4985,1
4990,1
4992,1
4996,1
4998,1
5004,1
5017,2
5025,1
5035,1
5037,1
5038,1
5047,1
5065,1
5066,1
5070,1
5075,3
5078,1
5091,1
5092,1
5094,3
5096,1
5102,1
5106,1
5114,1
5132,1
5135,1
5148,1
5151,1
5152,1
5159,1
5160,1
5164,1
5167,1
5170,7
5193,2
5197,1
5198,1
5219,3
5221,1
5227,3
5235,1
5237,1
5238,1
5242,5
5243,1
5246,1
5248,4
5252,1
5257,1
5264,1
5279,7
5284,1
5312,1
5317,1
5321,1
5338,1
5342,4
5355,2
5360,1
5376,3
5377,1
5379,26
5388,1
5391,1
5392,1
5408,3
5414,2
5418,1
5444,1
5459,1
5481,1
5482,1
5487,1
5493,1
5496,1
5497,1
5507,1
5510,1
5517,1
5518,5
5521,3
5523,1
5529,1
5539,1
5540,1
5550,1
5553,20
5559,1
5567,2
5570,3
5574,2
5575,1
5577,1
5594,1
5599,1
5601,1
5609,1
5627,1
5633,1
5639,1
5640,1
5644,1
5650,2
5656,2
5680,1
5688,1
5690,1
5691,1
5705,1
5707,1
5708,1
5724,1
5729,3
5732,1
5735,1
5739,2
5744,1
5753,1
5763,1
5785,1
5802,1
5806,3
5809,1
5815,1
5817,1
5819,1
5820,1
5833,1
5840,1
5845,1
5850,1
5851,1
5870,1
5871,1
5872,1
5873,1
5883,1
5888,1
5902,1
5910,1
5918,1
5925,1
5926,1
5932,3
5936,1
5940,1
5941,1
5947,1
5955,1
5961,1
5976,1
5978,1
5991,1
5998,1
6005,1
6009,1
6019,1
6039,1
6040,1
6051,1
6053,1
6063,1
6065,1
6078,2
6090,1
6093,1
6094,1
6100,1
6102,1
6106,21
6110,1
6111,1
6120,1
6122,1
6123,1
6131,1
6134,1
6141,1
6144,1
6146,1
6150,1
6154,1
6156,1
6166,1
6170,1
6171,1
6175,3
6177,1
6192,1
6195,1
6199,24
6206,1
6216,1
6219,1
6221,7
6235,1
6236,1
6258,1
6259,1
6268,1
6269,2
6277,1
6279,2
6281,1
6284,1
6288,1
6291,1
6293,1
6296,1
6307,1
6311,1
6314,1
6319,1
6344,1
6346,1
6348,1
6352,1
6371,1
6385,1
6397,1
6406,1
6407,1
6416,1
6444,2
6449,1
6459,11
6467,1
6488,1
6490,1
6491,1
6494,1
6521,1
6529,1
6537,1
6556,1
6559,1
6569,1
6573,1
6592,2
6593,1
6597,1
6598,2
6599,14
6605,1
6614,1
6622,1
6625,1
6627,1
6628,1
6636,1
6644,1
6646,1
6650,1
6656,1
6659,1
6662,2
6669,1
6670,1
6698,1
6699,1
6701,1
6718,2
6719,1
6722,1
6728,1
6731,1
6737,1
6749,2
6767,1
6773,1
6803,1
6814,1
6817,1
6821,1
6823,1
6824,1
6825,2
6832,32
6834,1
6836,1
6837,1
6845,1
6856,1
6861,1
6864,1
6878,1
6886,1
6905,1
6912,2
6917,1
6919,1
6936,1
6953,1
6964,1
6972,1
6974,1
6976,1
6978,1
6983,2
6986,1
6987,1
6989,1
6990,1
7004,1
7015,1
7016,1
7018,1
7021,2
7023,1
7030,1
7032,1
7033,1
7034,1
7042,1
7061,1
7067,1
7068,1
7070,1
7073,1
7080,1
7082,1
7099,1
7102,2
7109,1
7124,1
7139,1
7140,3
7154,1
7155,2
7157,1
7177,1
7201,1
7216,1
7224,5
7243,1
7244,1
7246,1
7260,1
7263,1
7267,1
7296,1
7306,1
7309,1
7315,1
7318,1
7320,1
7322,1
7329,1
7333,1
7346,1
7358,1
7378,1
7387,2
7394,1
7400,1
7421,8
7425,1
7432,1
7442,1
7452,2
7458,1
7459,1
7479,4
7481,2
7485,1
7495,1
7498,1
7500,1
7502,1
7509,1
7520,1
7530,1
7568,1
7569,1
7570,1
7582,1
7583,1
7599,1
7607,1
7609,2
7616,1
7617,1
7625,1
7630,1
7632,2
7641,1
7667,3
7671,1
7680,1
7688,1
7692,1
7699,1
7706,1
7710,1
7717,1
7728,1
7753,2
7757,1
7769,8
7770,1
7782,1
7790,1
7794,1
7797,1
7811,1
7813,1
7831,1
7832,1
7836,1
7843,1
7846,1
7849,1
7853,1
7857,1
7859,1
7860,1
7870,1
7887,1
7896,1
7897,1
7901,1
7907,1
7916,1
7918,1
7931,1
7938,1
7939,5
7942,1
7948,1
7963,1
7968,3
7975,1
7981,1
7988,2
7990,1
8007,1
8012,3
8013,1
8025,1
8028,1
8030,2
8052,1
8060,2
8074,1
8082,1
8084,1
8095,1
8115,1
8119,2
8121,1
8150,1
8151,1
8168,1
8175,1
8180,1
8194,1
8197,1
8205,4
8209,1
8213,3
8215,1
8216,1
8227,2
8230,1
8231,1
8242,1
8253,1
8255,1
8265,3
8272,1
8282,1
8284,3
8285,1
8286,1
8289,12
8302,1
8306,1
8316,1
8331,5
8334,1
8346,3
8349,3
8370,1
8373,1
8383,1
8392,1
8402,1
8405,1
8411,1
8417,1
8418,2
8423,1
8435,2
8442,1
8444,2
8446,1
8447,4
8450,1
8454,1
8467,1
8470,8
8471,1
8475,1
8494,1
8502,1
8509,1
8514,1
8515,2
8518,1
8525,1
8526,1
8537,1
8538,1
8551,2
8561,1
8579,1
8587,1
8596,1
8597,1
8598,2
8607,1
8632,1
8640,1
8642,1
8648,1
8649,1
8651,1
8656,2
8658,1
8659,5
8697,1
8700,1
8712,1
8727,1
8728,1
8732,1
8734,1
8735,3
8742,1
8774,1
8779,1
8795,1
8804,2
8812,1
8813,3
8827,1
8829,1
8838,1
8864,6
8869,1
8871,1
8877,1
8880,1
8886,1
8893,3
8896,1
8900,1
8901,1
8913,1
8919,1
8920,1
8921,1
8924,1
8928,1
8931,1
8938,1
8960,1
8976,1
8980,1
8983,1
8986,1
8994,1
8998,1
9000,2
9005,1
9011,1
9016,1
9017,1
9020,1
9032,3
9050,1
9062,2
9063,1
9072,3
9075,1
9113,1
9115,1
9117,1
9125,1
9138,1
9147,1
