"cluster","best_match","pct_match"
"1","Fearful",64.7058823529412
"2","Stubborn",53.3333333333333
"3","Early Adopter",22.2222222222222
"4","Homo Economicus",44.4444444444444
"5",NA,NA
"6","Influencer",14.2857142857143
"7","Uninterested",29.4117647058824
"8","Careful",52.6315789473684
