"cluster","n_archetypes","pct_total_arch","pct_rest_arch"
"1",13606,72.5421198549797,100
"2",425,2.26594156536575,27.4578801450203
"3",888,4.73448496481126,25.1919385796545
"4",991,5.28364256771167,20.4574536148433
"5",123,0.655790147152911,15.1738110471316
"6",33,0.175943698016635,14.5180208999787
"7",6,0.0319897632757518,14.342077201962
"8",79,0.421198549797398,14.3100874386863
"Restantes",2605,13.8888888888889,0
