"D","n_patterns_covered","freq_covered","pct_covered"
0,1,240235,30.029375
1,9,338824,42.353
2,26,457032,57.129
3,51,581971,72.746375
4,84,680325,85.040625
5,107,711978,88.99725
6,121,720746,90.09325
7,130,733795,91.724375
8,137,760623,95.077875
9,138,800000,100
10,138,800000,100
11,138,800000,100
12,138,800000,100
13,138,800000,100
14,138,800000,100
15,138,800000,100
16,138,800000,100
17,138,800000,100
18,138,800000,100
19,138,800000,100
20,138,800000,100
