"scenario","type","reference","K","D","D_order","archetypes_used","n_patterns_covered","freq_covered","pct_covered"
"10-9-top3","pos","kmeans",1,0,4,"Careful",0,0,0
"10-9-top3","pos","kmeans",1,2,4,"Careful",0,0,0
"10-9-top3","pos","kmeans",1,4,4,"Careful",19,7970180,99.62725
"10-9-top3","pos","kmeans",1,6,4,"Careful",69,7999722,99.996525
"10-9-top3","pos","kmeans",1,8,4,"Careful",89,8000000,100
"10-9-top3","pos","kmeans",1,10,4,"Careful",89,8000000,100
"10-9-top3","pos","kmeans",2,0,4,"Careful | Early.Adopter",0,0,0
"10-9-top3","pos","kmeans",2,2,4,"Careful | Early.Adopter",0,0,0
"10-9-top3","pos","kmeans",2,4,4,"Careful | Early.Adopter",19,7970180,99.62725
"10-9-top3","pos","kmeans",2,6,4,"Careful | Early.Adopter",75,7999850,99.998125
"10-9-top3","pos","kmeans",2,8,4,"Careful | Early.Adopter",89,8000000,100
"10-9-top3","pos","kmeans",2,10,4,"Careful | Early.Adopter",89,8000000,100
"10-9-top3","pos","kmeans",3,0,4,"Careful | Early.Adopter | Fearful",0,0,0
"10-9-top3","pos","kmeans",3,2,4,"Careful | Early.Adopter | Fearful",0,0,0
"10-9-top3","pos","kmeans",3,4,4,"Careful | Early.Adopter | Fearful",19,7970180,99.62725
"10-9-top3","pos","kmeans",3,6,4,"Careful | Early.Adopter | Fearful",75,7999850,99.998125
"10-9-top3","pos","kmeans",3,8,4,"Careful | Early.Adopter | Fearful",89,8000000,100
"10-9-top3","pos","kmeans",3,10,4,"Careful | Early.Adopter | Fearful",89,8000000,100
"10-9-top3","pos","kmeans",4,0,4,"Careful | Early.Adopter | Fearful | Homo.Economicus",0,0,0
"10-9-top3","pos","kmeans",4,2,4,"Careful | Early.Adopter | Fearful | Homo.Economicus",0,0,0
"10-9-top3","pos","kmeans",4,4,4,"Careful | Early.Adopter | Fearful | Homo.Economicus",19,7970180,99.62725
"10-9-top3","pos","kmeans",4,6,4,"Careful | Early.Adopter | Fearful | Homo.Economicus",75,7999850,99.998125
"10-9-top3","pos","kmeans",4,8,4,"Careful | Early.Adopter | Fearful | Homo.Economicus",89,8000000,100
"10-9-top3","pos","kmeans",4,10,4,"Careful | Early.Adopter | Fearful | Homo.Economicus",89,8000000,100
"10-9-top3","pos","kmeans",5,0,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer",0,0,0
"10-9-top3","pos","kmeans",5,2,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer",0,0,0
"10-9-top3","pos","kmeans",5,4,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer",19,7970180,99.62725
"10-9-top3","pos","kmeans",5,6,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer",84,7999913,99.9989125
"10-9-top3","pos","kmeans",5,8,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer",89,8000000,100
"10-9-top3","pos","kmeans",5,10,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer",89,8000000,100
"10-9-top3","pos","kmeans",6,0,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn",0,0,0
"10-9-top3","pos","kmeans",6,2,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn",0,0,0
"10-9-top3","pos","kmeans",6,4,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn",19,7970180,99.62725
"10-9-top3","pos","kmeans",6,6,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn",84,7999913,99.9989125
"10-9-top3","pos","kmeans",6,8,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn",89,8000000,100
"10-9-top3","pos","kmeans",6,10,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn",89,8000000,100
"10-9-top3","pos","kmeans",7,0,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested",0,0,0
"10-9-top3","pos","kmeans",7,2,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested",0,0,0
"10-9-top3","pos","kmeans",7,4,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested",19,7970180,99.62725
"10-9-top3","pos","kmeans",7,6,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested",85,7999962,99.999525
