"D","n_patterns_covered","freq_covered","pct_covered"
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,3,8,0.001
5,15,31,0.003875
6,114,20387,2.548375
7,249,21770,2.72125
8,1115,170182,21.27275
9,1449,180486,22.56075
10,4735,638396,79.7995
11,5100,646508,80.8135
12,10821,772268,96.5335
13,10962,773311,96.663875
14,15636,795471,99.433875
15,15664,795512,99.439
16,17617,799341,99.917625
17,17625,799405,99.925625
18,18001,799951,99.993875
19,18003,799953,99.994125
20,18046,799998,99.99975
