analysis_sample,matrix,matrix_name,d_det,d_hamming,min_common_pct,prototype,cumulative_covered_pct,prototype_label
EUROPE,RAW,matrix_32_raw_0_1,13,6,76.92307692307692,8,96.69976190476036,P8
EUROPE,RAW,matrix_32_raw_0_1,14,6,78.57142857142857,1,24.579761904761583,P1
EUROPE,RAW,matrix_32_raw_0_1,14,6,78.57142857142857,2,36.84142857142809,P2
EUROPE,RAW,matrix_32_raw_0_1,14,6,78.57142857142857,3,68.12142857142746,P3
EUROPE,RAW,matrix_32_raw_0_1,14,6,78.57142857142857,4,87.19309523809386,P4
EUROPE,RAW,matrix_32_raw_0_1,14,6,78.57142857142857,5,91.39047619047476,P5
EUROPE,RAW,matrix_32_raw_0_1,14,6,78.57142857142857,6,92.24023809523666,P6
EUROPE,RAW,matrix_32_raw_0_1,14,6,78.57142857142857,7,93.4371428571414,P7
EUROPE,RAW,matrix_32_raw_0_1,14,6,78.57142857142857,8,94.65857142856996,P8
EUROPE,RAW,matrix_32_raw_0_1,15,6,80,1,13.724047619047424,P1
EUROPE,RAW,matrix_32_raw_0_1,15,6,80,2,47.12809523809432,P2
EUROPE,RAW,matrix_32_raw_0_1,15,6,80,3,64.5416666666655,P3
EUROPE,RAW,matrix_32_raw_0_1,15,6,80,4,83.19428571428428,P4
EUROPE,RAW,matrix_32_raw_0_1,15,6,80,5,89.26476190476038,P5
EUROPE,RAW,matrix_32_raw_0_1,15,6,80,6,91.55976190476036,P6
EUROPE,RAW,matrix_32_raw_0_1,15,6,80,7,94.30214285714126,P7
EUROPE,RAW,matrix_32_raw_0_1,15,6,80,8,94.6445238095222,P8
EUROPE,POS,matrix_32_pos_0_1,8,4,75,1,32.407380952380514,P1
EUROPE,POS,matrix_32_pos_0_1,8,4,75,2,72.92142857142758,P2
EUROPE,POS,matrix_32_pos_0_1,8,4,75,3,81.51142857142749,P3
EUROPE,POS,matrix_32_pos_0_1,8,4,75,4,85.1842857142846,P4
EUROPE,POS,matrix_32_pos_0_1,8,4,75,5,89.01404761904647,P5
EUROPE,POS,matrix_32_pos_0_1,8,4,75,6,91.620476190475,P6
EUROPE,POS,matrix_32_pos_0_1,8,4,75,7,93.44976190476068,P7
EUROPE,POS,matrix_32_pos_0_1,8,4,75,8,94.08214285714163,P8
EUROPE,POS,matrix_32_pos_0_1,9,4,77.77777777777777,1,49.799285714285126,P1
EUROPE,POS,matrix_32_pos_0_1,9,4,77.77777777777777,2,73.39642857142776,P2
EUROPE,POS,matrix_32_pos_0_1,9,4,77.77777777777777,3,81.01190476190389,P3
EUROPE,POS,matrix_32_pos_0_1,9,4,77.77777777777777,4,84.17071428571337,P4
EUROPE,POS,matrix_32_pos_0_1,9,4,77.77777777777777,5,85.95095238095146,P5
EUROPE,POS,matrix_32_pos_0_1,9,4,77.77777777777777,6,88.13476190476095,P6
EUROPE,POS,matrix_32_pos_0_1,9,4,77.77777777777777,7,88.83452380952285,P7
EUROPE,POS,matrix_32_pos_0_1,9,4,77.77777777777777,8,91.99166666666568,P8
EUROPE,POS,matrix_32_pos_0_1,10,4,80,1,44.56261904761855,P1
EUROPE,POS,matrix_32_pos_0_1,10,4,80,2,66.90690476190407,P2
EUROPE,POS,matrix_32_pos_0_1,10,4,80,3,73.80357142857068,P3
EUROPE,POS,matrix_32_pos_0_1,10,4,80,4,80.42880952380871,P4
EUROPE,POS,matrix_32_pos_0_1,10,4,80,5,84.50952380952295,P5
EUROPE,POS,matrix_32_pos_0_1,10,4,80,6,87.08809523809435,P6
EUROPE,POS,matrix_32_pos_0_1,10,4,80,7,90.33738095238004,P7
EUROPE,POS,matrix_32_pos_0_1,10,4,80,8,90.83690476190384,P8
EUROPE,POS,matrix_32_pos_0_1,11,4,81.81818181818181,1,42.064523809523266,P1
EUROPE,POS,matrix_32_pos_0_1,11,4,81.81818181818181,2,65.47642857142776,P2
EUROPE,POS,matrix_32_pos_0_1,11,4,81.81818181818181,3,74.22357142857052,P3
EUROPE,POS,matrix_32_pos_0_1,11,4,81.81818181818181,4,79.33666666666572,P4
EUROPE,POS,matrix_32_pos_0_1,11,4,81.81818181818181,5,82.55285714285615,P5
EUROPE,POS,matrix_32_pos_0_1,11,4,81.81818181818181,6,83.27190476190377,P6
EUROPE,POS,matrix_32_pos_0_1,11,4,81.81818181818181,7,86.05595238095134,P7
EUROPE,POS,matrix_32_pos_0_1,11,4,81.81818181818181,8,88.17428571428466,P8
EUROPE,POS,matrix_32_pos_0_1,12,6,75,1,55.66619047619012,P1
EUROPE,POS,matrix_32_pos_0_1,12,6,75,2,82.95119047618985,P2
EUROPE,POS,matrix_32_pos_0_1,12,6,75,3,87.87785714285647,P3
EUROPE,POS,matrix_32_pos_0_1,12,6,75,4,91.64571428571358,P4
EUROPE,POS,matrix_32_pos_0_1,12,6,75,5,92.03857142857072,P5
EUROPE,POS,matrix_32_pos_0_1,12,6,75,6,95.45619047618972,P6
EUROPE,POS,matrix_32_pos_0_1,12,6,75,7,96.45452380952304,P7
EUROPE,POS,matrix_32_pos_0_1,12,6,75,8,98.18499999999923,P8
EUROPE,POS,matrix_32_pos_0_1,13,6,76.92307692307692,1,61.40976190476162,P1
EUROPE,POS,matrix_32_pos_0_1,13,6,76.92307692307692,2,83.04976190476138,P2
EUROPE,POS,matrix_32_pos_0_1,13,6,76.92307692307692,3,87.67428571428515,P3
EUROPE,POS,matrix_32_pos_0_1,13,6,76.92307692307692,4,92.06523809523746,P4
EUROPE,POS,matrix_32_pos_0_1,13,6,76.92307692307692,5,92.4080952380946,P5
EUROPE,POS,matrix_32_pos_0_1,13,6,76.92307692307692,6,98.0445238095231,P6
EUROPE,POS,matrix_32_pos_0_1,13,6,76.92307692307692,7,98.60714285714216,P7
EUROPE,POS,matrix_32_pos_0_1,13,6,76.92307692307692,8,98.93809523809452,P8
EUROPE,POS,matrix_32_pos_0_1,14,6,78.57142857142857,1,46.7599999999994,P1
EUROPE,POS,matrix_32_pos_0_1,14,6,78.57142857142857,2,83.19976190476073,P2
EUROPE,POS,matrix_32_pos_0_1,14,6,78.57142857142857,3,86.79642857142734,P3
EUROPE,POS,matrix_32_pos_0_1,14,6,78.57142857142857,4,94.04499999999872,P4
EUROPE,POS,matrix_32_pos_0_1,14,6,78.57142857142857,5,96.31499999999868,P5
EUROPE,POS,matrix_32_pos_0_1,14,6,78.57142857142857,6,96.78999999999868,P6
EUROPE,POS,matrix_32_pos_0_1,14,6,78.57142857142857,7,97.91452380952248,P7
EUROPE,POS,matrix_32_pos_0_1,14,6,78.57142857142857,8,98.07523809523676,P8
EUROPE,POS,matrix_32_pos_0_1,15,6,80,1,51.09928571428508,P1
EUROPE,POS,matrix_32_pos_0_1,15,6,80,2,86.53404761904648,P2
EUROPE,POS,matrix_32_pos_0_1,15,6,80,3,94.7697619047607,P3
EUROPE,POS,matrix_32_pos_0_1,15,6,80,4,97.7921428571416,P4
EUROPE,POS,matrix_32_pos_0_1,15,6,80,5,98.1583333333321,P5
EUROPE,POS,matrix_32_pos_0_1,15,6,80,6,98.32380952380828,P6
EUROPE,POS,matrix_32_pos_0_1,15,6,80,7,98.48928571428448,P7
EUROPE,POS,matrix_32_pos_0_1,15,6,80,8,98.62976190476068,P8
EUROPE,EXT,matrix_32_ext_0_1,8,4,75,1,32.239999999999306,P1
EUROPE,EXT,matrix_32_ext_0_1,8,4,75,2,61.37119047618911,P2
EUROPE,EXT,matrix_32_ext_0_1,8,4,75,3,69.56214285714134,P3
EUROPE,EXT,matrix_32_ext_0_1,8,4,75,4,73.82238095237935,P4
EUROPE,EXT,matrix_32_ext_0_1,8,4,75,5,75.179047619046,P5
EUROPE,EXT,matrix_32_ext_0_1,8,4,75,6,77.14261904761739,P6
EUROPE,EXT,matrix_32_ext_0_1,8,4,75,7,78.05880952380785,P7
EUROPE,EXT,matrix_32_ext_0_1,8,4,75,8,79.5399999999983,P8
EUROPE,EXT,matrix_32_ext_0_1,9,4,77.77777777777777,1,28.37571428571365,P1
EUROPE,EXT,matrix_32_ext_0_1,9,4,77.77777777777777,2,55.602857142855946,P2
EUROPE,EXT,matrix_32_ext_0_1,9,4,77.77777777777777,3,63.44857142857008,P3
EUROPE,EXT,matrix_32_ext_0_1,9,4,77.77777777777777,4,68.56380952380808,P4
EUROPE,EXT,matrix_32_ext_0_1,9,4,77.77777777777777,5,72.42619047618894,P5
EUROPE,EXT,matrix_32_ext_0_1,9,4,77.77777777777777,6,75.21404761904603,P6
EUROPE,EXT,matrix_32_ext_0_1,9,4,77.77777777777777,7,76.00357142856983,P7
EUROPE,EXT,matrix_32_ext_0_1,9,4,77.77777777777777,8,76.60095238095076,P8
EUROPE,EXT,matrix_32_ext_0_1,10,4,80,1,26.951190476189893,P1
EUROPE,EXT,matrix_32_ext_0_1,10,4,80,2,49.974999999998936,P2
EUROPE,EXT,matrix_32_ext_0_1,10,4,80,3,58.634285714284466,P3
EUROPE,EXT,matrix_32_ext_0_1,10,4,80,4,64.34690476190339,P4
EUROPE,EXT,matrix_32_ext_0_1,10,4,80,5,66.94904761904618,P5
EUROPE,EXT,matrix_32_ext_0_1,10,4,80,6,70.3492857142842,P6
EUROPE,EXT,matrix_32_ext_0_1,10,4,80,7,72.34071428571274,P7
EUROPE,EXT,matrix_32_ext_0_1,10,4,80,8,73.25238095237937,P8
EUROPE,EXT,matrix_32_ext_0_1,11,4,81.81818181818181,1,19.844047619047146,P1
EUROPE,EXT,matrix_32_ext_0_1,11,4,81.81818181818181,2,44.88428571428466,P2
EUROPE,EXT,matrix_32_ext_0_1,11,4,81.81818181818181,3,53.249761904760646,P3
EUROPE,EXT,matrix_32_ext_0_1,11,4,81.81818181818181,4,57.27357142857007,P4
EUROPE,EXT,matrix_32_ext_0_1,11,4,81.81818181818181,5,61.311190476189026,P5
EUROPE,EXT,matrix_32_ext_0_1,11,4,81.81818181818181,6,64.33452380952228,P6
EUROPE,EXT,matrix_32_ext_0_1,11,4,81.81818181818181,7,66.00238095237938,P7
EUROPE,EXT,matrix_32_ext_0_1,11,4,81.81818181818181,8,69.9873809523793,P8
EUROPE,EXT,matrix_32_ext_0_1,12,6,75,1,32.69761904761815,P1
EUROPE,EXT,matrix_32_ext_0_1,12,6,75,2,58.06714285714139,P2
EUROPE,EXT,matrix_32_ext_0_1,12,6,75,3,70.07261904761737,P3
EUROPE,EXT,matrix_32_ext_0_1,12,6,75,4,77.75595238095052,P4
EUROPE,EXT,matrix_32_ext_0_1,12,6,75,5,80.1540476190457,P5
EUROPE,EXT,matrix_32_ext_0_1,12,6,75,6,81.27666666666472,P6
EUROPE,EXT,matrix_32_ext_0_1,12,6,75,7,82.43928571428374,P7
EUROPE,EXT,matrix_32_ext_0_1,12,6,75,8,83.25976190475991,P8
EUROPE,EXT,matrix_32_ext_0_1,13,6,76.92307692307692,1,24.96452380952323,P1
EUROPE,EXT,matrix_32_ext_0_1,13,6,76.92307692307692,2,55.95404761904629,P2
EUROPE,EXT,matrix_32_ext_0_1,13,6,76.92307692307692,3,64.47571428571277,P3
EUROPE,EXT,matrix_32_ext_0_1,13,6,76.92307692307692,4,73.24499999999831,P4
EUROPE,EXT,matrix_32_ext_0_1,13,6,76.92307692307692,5,75.8566666666649,P5
EUROPE,EXT,matrix_32_ext_0_1,13,6,76.92307692307692,6,79.93142857142671,P6
EUROPE,EXT,matrix_32_ext_0_1,13,6,76.92307692307692,7,80.4114285714267,P7
EUROPE,EXT,matrix_32_ext_0_1,13,6,76.92307692307692,8,81.6102380952362,P8
EUROPE,EXT,matrix_32_ext_0_1,14,6,78.57142857142857,1,25.751666666666026,P1
EUROPE,EXT,matrix_32_ext_0_1,14,6,78.57142857142857,2,53.06928571428444,P2
EUROPE,EXT,matrix_32_ext_0_1,14,6,78.57142857142857,3,66.18380952380797,P3
EUROPE,EXT,matrix_32_ext_0_1,14,6,78.57142857142857,4,72.70857142856971,P4
EUROPE,EXT,matrix_32_ext_0_1,14,6,78.57142857142857,5,76.44142857142675,P5
EUROPE,EXT,matrix_32_ext_0_1,14,6,78.57142857142857,6,77.44428571428388,P6
EUROPE,EXT,matrix_32_ext_0_1,14,6,78.57142857142857,7,78.68880952380766,P7
EUROPE,EXT,matrix_32_ext_0_1,14,6,78.57142857142857,8,79.93976190476,P8
EUROPE,EXT,matrix_32_ext_0_1,15,6,80,1,24.099285714285095,P1
EUROPE,EXT,matrix_32_ext_0_1,15,6,80,2,50.987380952379695,P2
EUROPE,EXT,matrix_32_ext_0_1,15,6,80,3,66.07619047618884,P3
EUROPE,EXT,matrix_32_ext_0_1,15,6,80,4,71.37285714285538,P4
EUROPE,EXT,matrix_32_ext_0_1,15,6,80,5,72.94285714285535,P5
EUROPE,EXT,matrix_32_ext_0_1,15,6,80,6,73.75571428571246,P6
EUROPE,EXT,matrix_32_ext_0_1,15,6,80,7,76.08642857142668,P7
EUROPE,EXT,matrix_32_ext_0_1,15,6,80,8,76.9245238095219,P8
EUROPE,Z_ABS,matrix_32_z_abs,8,4,75,1,18.69928571428524,P1
EUROPE,Z_ABS,matrix_32_z_abs,8,4,75,2,31.55595238095159,P2
EUROPE,Z_ABS,matrix_32_z_abs,8,4,75,3,38.520476190475215,P3
EUROPE,Z_ABS,matrix_32_z_abs,8,4,75,4,45.66142857142742,P4
EUROPE,Z_ABS,matrix_32_z_abs,8,4,75,5,48.13119047618925,P5
EUROPE,Z_ABS,matrix_32_z_abs,8,4,75,6,49.749761904760646,P6
EUROPE,Z_ABS,matrix_32_z_abs,8,4,75,7,54.29928571428433,P7
EUROPE,Z_ABS,matrix_32_z_abs,8,4,75,8,55.3395238095224,P8
EUROPE,Z_ABS,matrix_32_z_abs,9,4,77.77777777777777,1,19.457142857142266,P1
EUROPE,Z_ABS,matrix_32_z_abs,9,4,77.77777777777777,2,31.37476190476097,P2
EUROPE,Z_ABS,matrix_32_z_abs,9,4,77.77777777777777,3,37.15285714285603,P3
EUROPE,Z_ABS,matrix_32_z_abs,9,4,77.77777777777777,4,44.06023809523678,P4
EUROPE,Z_ABS,matrix_32_z_abs,9,4,77.77777777777777,5,45.61428571428435,P5
EUROPE,Z_ABS,matrix_32_z_abs,9,4,77.77777777777777,6,49.72261904761755,P6
EUROPE,Z_ABS,matrix_32_z_abs,9,4,77.77777777777777,7,52.01261904761749,P7
EUROPE,Z_ABS,matrix_32_z_abs,9,4,77.77777777777777,8,53.59023809523647,P8
EUROPE,Z_ABS,matrix_32_z_abs,10,4,80,1,18.715952380951784,P1
EUROPE,Z_ABS,matrix_32_z_abs,10,4,80,2,31.247380952379984,P2
EUROPE,Z_ABS,matrix_32_z_abs,10,4,80,3,36.293095238094104,P3
EUROPE,Z_ABS,matrix_32_z_abs,10,4,80,4,42.99476190476055,P4
EUROPE,Z_ABS,matrix_32_z_abs,10,4,80,5,45.174999999998576,P5
EUROPE,Z_ABS,matrix_32_z_abs,10,4,80,6,46.097857142855695,P6
EUROPE,Z_ABS,matrix_32_z_abs,10,4,80,7,47.33357142856994,P7
EUROPE,Z_ABS,matrix_32_z_abs,10,4,80,8,49.98476190476033,P8
EUROPE,Z_ABS,matrix_32_z_abs,11,4,81.81818181818181,1,16.41666666666615,P1
EUROPE,Z_ABS,matrix_32_z_abs,11,4,81.81818181818181,2,28.08428571428483,P2
EUROPE,Z_ABS,matrix_32_z_abs,11,4,81.81818181818181,3,33.894047619046546,P3
EUROPE,Z_ABS,matrix_32_z_abs,11,4,81.81818181818181,4,36.35404761904646,P4
EUROPE,Z_ABS,matrix_32_z_abs,11,4,81.81818181818181,5,39.786428571427294,P5
EUROPE,Z_ABS,matrix_32_z_abs,11,4,81.81818181818181,6,41.421904761903434,P6
EUROPE,Z_ABS,matrix_32_z_abs,11,4,81.81818181818181,7,44.24190476190334,P7
EUROPE,Z_ABS,matrix_32_z_abs,11,4,81.81818181818181,8,45.372857142855686,P8
EUROPE,Z_ABS,matrix_32_z_abs,12,6,75,1,20.324047619046937,P1
EUROPE,Z_ABS,matrix_32_z_abs,12,6,75,2,36.52261904761782,P2
EUROPE,Z_ABS,matrix_32_z_abs,12,6,75,3,47.83595238095077,P3
EUROPE,Z_ABS,matrix_32_z_abs,12,6,75,4,50.36380952380783,P4
EUROPE,Z_ABS,matrix_32_z_abs,12,6,75,5,52.67999999999822,P5
EUROPE,Z_ABS,matrix_32_z_abs,12,6,75,6,57.875238095236135,P6
EUROPE,Z_ABS,matrix_32_z_abs,12,6,75,7,64.07285714285497,P7
EUROPE,Z_ABS,matrix_32_z_abs,12,6,75,8,65.70428571428349,P8
EUROPE,Z_ABS,matrix_32_z_abs,13,6,76.92307692307692,1,20.124285714285,P1
EUROPE,Z_ABS,matrix_32_z_abs,13,6,76.92307692307692,2,35.648333333332026,P2
EUROPE,Z_ABS,matrix_32_z_abs,13,6,76.92307692307692,3,47.61404761904589,P3
EUROPE,Z_ABS,matrix_32_z_abs,13,6,76.92307692307692,4,49.27880952380772,P4
EUROPE,Z_ABS,matrix_32_z_abs,13,6,76.92307692307692,5,54.175714285712296,P5
EUROPE,Z_ABS,matrix_32_z_abs,13,6,76.92307692307692,6,55.207380952378934,P6
EUROPE,Z_ABS,matrix_32_z_abs,13,6,76.92307692307692,7,56.6671428571408,P7
EUROPE,Z_ABS,matrix_32_z_abs,13,6,76.92307692307692,8,61.01095238095015,P8
EUROPE,Z_ABS,matrix_32_z_abs,14,6,78.57142857142857,1,20.23595238095168,P1
EUROPE,Z_ABS,matrix_32_z_abs,14,6,78.57142857142857,2,34.64761904761784,P2
EUROPE,Z_ABS,matrix_32_z_abs,14,6,78.57142857142857,3,44.04380952380801,P3
EUROPE,Z_ABS,matrix_32_z_abs,14,6,78.57142857142857,4,47.8276190476174,P4
EUROPE,Z_ABS,matrix_32_z_abs,14,6,78.57142857142857,5,52.68428571428388,P5
EUROPE,Z_ABS,matrix_32_z_abs,14,6,78.57142857142857,6,53.17238095237911,P6
EUROPE,Z_ABS,matrix_32_z_abs,14,6,78.57142857142857,7,57.809999999997984,P7
EUROPE,Z_ABS,matrix_32_z_abs,14,6,78.57142857142857,8,59.10476190475984,P8
EUROPE,Z_ABS,matrix_32_z_abs,15,6,80,1,16.41428571428514,P1
EUROPE,Z_ABS,matrix_32_z_abs,15,6,80,2,33.253571428570226,P2
EUROPE,Z_ABS,matrix_32_z_abs,15,6,80,3,45.465714285712664,P3
EUROPE,Z_ABS,matrix_32_z_abs,15,6,80,4,47.73333333333163,P4
EUROPE,Z_ABS,matrix_32_z_abs,15,6,80,5,48.68690476190302,P5
EUROPE,Z_ABS,matrix_32_z_abs,15,6,80,6,50.08380952380774,P6
EUROPE,Z_ABS,matrix_32_z_abs,15,6,80,7,53.63047619047427,P7
EUROPE,Z_ABS,matrix_32_z_abs,15,6,80,8,55.944285714283716,P8
LATAM,RAW,matrix_32_raw_0_1,8,4,75,1,19.78142857142831,P1
LATAM,RAW,matrix_32_raw_0_1,8,4,75,2,48.00714285714217,P2
LATAM,RAW,matrix_32_raw_0_1,8,4,75,3,73.03880952380852,P3
LATAM,RAW,matrix_32_raw_0_1,8,4,75,4,80.25547619047511,P4
LATAM,RAW,matrix_32_raw_0_1,8,4,75,5,88.04857142857026,P5
LATAM,RAW,matrix_32_raw_0_1,8,4,75,6,91.9492857142845,P6
LATAM,RAW,matrix_32_raw_0_1,8,4,75,7,92.6590476190464,P7
LATAM,RAW,matrix_32_raw_0_1,8,4,75,8,94.01119047618924,P8
LATAM,RAW,matrix_32_raw_0_1,9,4,77.77777777777777,1,18.52119047619024,P1
LATAM,RAW,matrix_32_raw_0_1,9,4,77.77777777777777,2,41.73690476190423,P2
LATAM,RAW,matrix_32_raw_0_1,9,4,77.77777777777777,3,68.75809523809436,P3
LATAM,RAW,matrix_32_raw_0_1,9,4,77.77777777777777,4,76.72238095237998,P4
LATAM,RAW,matrix_32_raw_0_1,9,4,77.77777777777777,5,83.84999999999893,P5
LATAM,RAW,matrix_32_raw_0_1,9,4,77.77777777777777,6,85.64976190476082,P6
LATAM,RAW,matrix_32_raw_0_1,9,4,77.77777777777777,7,89.54166666666553,P7
LATAM,RAW,matrix_32_raw_0_1,9,4,77.77777777777777,8,90.48642857142742,P8
LATAM,RAW,matrix_32_raw_0_1,10,4,80,1,16.156190476190243,P1
LATAM,RAW,matrix_32_raw_0_1,10,4,80,2,35.87642857142806,P2
LATAM,RAW,matrix_32_raw_0_1,10,4,80,3,53.263333333332575,P3
LATAM,RAW,matrix_32_raw_0_1,10,4,80,4,69.41452380952283,P4
LATAM,RAW,matrix_32_raw_0_1,10,4,80,5,76.84738095237985,P5
LATAM,RAW,matrix_32_raw_0_1,10,4,80,6,82.47238095237977,P6
LATAM,RAW,matrix_32_raw_0_1,10,4,80,7,85.28880952380831,P7
LATAM,RAW,matrix_32_raw_0_1,10,4,80,8,88.33666666666541,P8
LATAM,RAW,matrix_32_raw_0_1,11,4,81.81818181818181,1,17.109047619047363,P1
LATAM,RAW,matrix_32_raw_0_1,11,4,81.81818181818181,2,36.63857142857088,P2
LATAM,RAW,matrix_32_raw_0_1,11,4,81.81818181818181,3,53.285238095237304,P3
LATAM,RAW,matrix_32_raw_0_1,11,4,81.81818181818181,4,65.29119047618951,P4
LATAM,RAW,matrix_32_raw_0_1,11,4,81.81818181818181,5,75.21166666666556,P5
LATAM,RAW,matrix_32_raw_0_1,11,4,81.81818181818181,6,80.43380952380834,P6
LATAM,RAW,matrix_32_raw_0_1,11,4,81.81818181818181,7,82.61761904761782,P7
LATAM,RAW,matrix_32_raw_0_1,11,4,81.81818181818181,8,86.44809523809396,P8
LATAM,RAW,matrix_32_raw_0_1,12,6,75,1,26.139285714285343,P1
LATAM,RAW,matrix_32_raw_0_1,12,6,75,2,64.61380952380841,P2
LATAM,RAW,matrix_32_raw_0_1,12,6,75,3,87.1188095238081,P3
LATAM,RAW,matrix_32_raw_0_1,12,6,75,4,89.41357142856997,P4
LATAM,RAW,matrix_32_raw_0_1,12,6,75,5,94.47309523809368,P5
LATAM,RAW,matrix_32_raw_0_1,12,6,75,6,95.66999999999844,P6
LATAM,RAW,matrix_32_raw_0_1,12,6,75,7,95.82357142856988,P7
LATAM,RAW,matrix_32_raw_0_1,12,6,75,8,95.93904761904606,P8
LATAM,RAW,matrix_32_raw_0_1,13,6,76.92307692307692,1,27.302380952380556,P1
LATAM,RAW,matrix_32_raw_0_1,13,6,76.92307692307692,2,58.06880952380857,P2
LATAM,RAW,matrix_32_raw_0_1,13,6,76.92307692307692,3,89.50452380952225,P3
LATAM,RAW,matrix_32_raw_0_1,13,6,76.92307692307692,4,92.87571428571268,P4
LATAM,RAW,matrix_32_raw_0_1,13,6,76.92307692307692,5,94.36595238095076,P5
LATAM,RAW,matrix_32_raw_0_1,13,6,76.92307692307692,6,95.7069047619031,P6
LATAM,RAW,matrix_32_raw_0_1,13,6,76.92307692307692,7,95.86047619047454,P7
LATAM,RAW,matrix_32_raw_0_1,13,6,76.92307692307692,8,95.97595238095072,P8
LATAM,RAW,matrix_32_raw_0_1,14,6,78.57142857142857,1,33.40071428571363,P1
LATAM,RAW,matrix_32_raw_0_1,14,6,78.57142857142857,2,56.83880952380853,P2
LATAM,RAW,matrix_32_raw_0_1,14,6,78.57142857142857,3,85.37928571428426,P3
LATAM,RAW,matrix_32_raw_0_1,14,6,78.57142857142857,4,91.42976190476035,P4
LATAM,RAW,matrix_32_raw_0_1,14,6,78.57142857142857,5,94.55833333333172,P5
LATAM,RAW,matrix_32_raw_0_1,14,6,78.57142857142857,6,95.17047619047456,P6
LATAM,RAW,matrix_32_raw_0_1,14,6,78.57142857142857,7,95.324047619046,P7
LATAM,RAW,matrix_32_raw_0_1,14,6,78.57142857142857,8,96.03261904761744,P8
LATAM,RAW,matrix_32_raw_0_1,15,6,80,1,47.85357142857052,P1
LATAM,RAW,matrix_32_raw_0_1,15,6,80,2,71.03761904761775,P2
LATAM,RAW,matrix_32_raw_0_1,15,6,80,3,81.57999999999856,P3
LATAM,RAW,matrix_32_raw_0_1,15,6,80,4,86.95404761904611,P4
LATAM,RAW,matrix_32_raw_0_1,15,6,80,5,94.25285714285552,P5
LATAM,RAW,matrix_32_raw_0_1,15,6,80,6,95.63190476190312,P6
LATAM,RAW,matrix_32_raw_0_1,15,6,80,7,95.78547619047455,P7
LATAM,RAW,matrix_32_raw_0_1,15,6,80,8,95.8926190476174,P8
LATAM,POS,matrix_32_pos_0_1,8,4,75,1,59.80380952380907,P1
LATAM,POS,matrix_32_pos_0_1,8,4,75,2,77.97023809523743,P2
LATAM,POS,matrix_32_pos_0_1,8,4,75,3,83.59476190476117,P3
LATAM,POS,matrix_32_pos_0_1,8,4,75,4,88.3157142857135,P4
LATAM,POS,matrix_32_pos_0_1,8,4,75,5,90.46714285714204,P5
LATAM,POS,matrix_32_pos_0_1,8,4,75,6,91.59095238095156,P6
LATAM,POS,matrix_32_pos_0_1,8,4,75,7,93.45142857142774,P7
LATAM,POS,matrix_32_pos_0_1,8,4,75,8,94.1235714285706,P8
LATAM,POS,matrix_32_pos_0_1,9,4,77.77777777777777,1,59.55380952380918,P1
LATAM,POS,matrix_32_pos_0_1,9,4,77.77777777777777,2,67.27380952380909,P2
LATAM,POS,matrix_32_pos_0_1,9,4,77.77777777777777,3,81.73285714285655,P3
LATAM,POS,matrix_32_pos_0_1,9,4,77.77777777777777,4,86.41357142857076,P4
LATAM,POS,matrix_32_pos_0_1,9,4,77.77777777777777,5,90.55999999999928,P5
LATAM,POS,matrix_32_pos_0_1,9,4,77.77777777777777,6,91.72404761904689,P6
LATAM,POS,matrix_32_pos_0_1,9,4,77.77777777777777,7,93.29428571428498,P7
LATAM,POS,matrix_32_pos_0_1,9,4,77.77777777777777,8,93.56333333333258,P8
LATAM,POS,matrix_32_pos_0_1,10,4,80,1,36.51690476190423,P1
LATAM,POS,matrix_32_pos_0_1,10,4,80,2,68.52928571428473,P2
LATAM,POS,matrix_32_pos_0_1,10,4,80,3,79.4340476190465,P3
LATAM,POS,matrix_32_pos_0_1,10,4,80,4,87.58595238095117,P4
LATAM,POS,matrix_32_pos_0_1,10,4,80,5,90.41952380952256,P5
LATAM,POS,matrix_32_pos_0_1,10,4,80,6,91.4571428571416,P6
LATAM,POS,matrix_32_pos_0_1,10,4,80,7,92.83499999999871,P7
LATAM,POS,matrix_32_pos_0_1,10,4,80,8,93.47738095237968,P8
LATAM,POS,matrix_32_pos_0_1,11,4,81.81818181818181,1,36.24571428571381,P1
LATAM,POS,matrix_32_pos_0_1,11,4,81.81818181818181,2,72.96785714285616,P2
LATAM,POS,matrix_32_pos_0_1,11,4,81.81818181818181,3,77.652619047618,P3
LATAM,POS,matrix_32_pos_0_1,11,4,81.81818181818181,4,81.91142857142748,P4
LATAM,POS,matrix_32_pos_0_1,11,4,81.81818181818181,5,86.09452380952266,P5
LATAM,POS,matrix_32_pos_0_1,11,4,81.81818181818181,6,88.48547619047501,P6
LATAM,POS,matrix_32_pos_0_1,11,4,81.81818181818181,7,90.82476190476068,P7
LATAM,POS,matrix_32_pos_0_1,11,4,81.81818181818181,8,92.44047619047495,P8
LATAM,POS,matrix_32_pos_0_1,12,6,75,1,53.55571428571349,P1
LATAM,POS,matrix_32_pos_0_1,12,6,75,2,91.50261904761766,P2
LATAM,POS,matrix_32_pos_0_1,12,6,75,3,95.00071428571285,P3
LATAM,POS,matrix_32_pos_0_1,12,6,75,4,96.77904761904615,P4
LATAM,POS,matrix_32_pos_0_1,12,6,75,5,97.43928571428424,P5
LATAM,POS,matrix_32_pos_0_1,12,6,75,6,97.91261904761755,P6
LATAM,POS,matrix_32_pos_0_1,12,6,75,7,98.32833333333186,P7
LATAM,POS,matrix_32_pos_0_1,12,6,75,8,98.50095238095088,P8
