"cluster","Early Adopter","Uninterested","Homo Economicus","Fearful","Stubborn","Influencer","Careful","Activist"
"cluster_1",0,0,0,0,0,0,0,0
"cluster_2",16.6666666666667,17.6470588235294,41.1764705882353,60,20,5.88235294117647,58.8235294117647,31.25
"cluster_3",33.3333333333333,11.7647058823529,21.0526315789474,15,21.4285714285714,21.4285714285714,30,25
"cluster_4",10.5263157894737,5.26315789473684,41.1764705882353,33.3333333333333,5.88235294117647,5.88235294117647,42.1052631578947,16.6666666666667
