analysis_sample,matrix_name,kmeans_prototype,kmeans_determinants,incremental_covered_pct,cumulative_covered_pct,efa_match,common_km_efa,similarity_km_efa_pct,jaccard_km_efa_pct,common_determinants_km_efa,efa_determinants,expert_match,expert_n_active,common_km_expert,km_determinants_found_in_expert_pct,expert_determinants_found_in_km_pct,jaccard_km_expert_pct,common_determinants_km_expert,expert_determinants
WHY_EUROPE,matrix_32_raw_0_1,KM5,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_15_self_satisfaction; det_16_commitment; det_17_adherence,3.5166666666666004,72.57333333333209,EFA3,3,37.5,23.076923076923077,det_09_safety; det_15_self_satisfaction; det_16_commitment,det_09_safety; det_15_self_satisfaction; det_16_commitment; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_25_agreement; det_27_fun,Homo.Economicus,9,6,75,66.66666666666667,54.54545454545455,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_15_self_satisfaction,det_01_profits; det_04_added_value; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
WHY_EUROPE,matrix_32_raw_0_1,KM6,det_02_credit_score; det_05_frugality; det_06_climate_protection; det_08_trust; det_13_technical_fit; det_19_wellbeing; det_20_coziness; det_24_socialising,0.32571428571427985,72.89904761904636,EFA2,1,12.5,6.666666666666667,det_13_technical_fit,det_12_own_competence; det_13_technical_fit; det_16_commitment; det_18_autonomy; det_22_peer_pressure; det_25_agreement; det_26_novelty; det_32_own_significance,Fearful,9,4,50,44.44444444444444,30.76923076923077,det_02_credit_score; det_08_trust; det_13_technical_fit; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
WHY_EUROPE,matrix_32_pos_0_1,KM1,det_02_credit_score; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence,55.71357142857085,55.71357142857085,EFA1,0,0,0,NA,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,Activist,6,5,62.5,83.33333333333333,55.55555555555556,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
WHY_EUROPE,matrix_32_pos_0_1,KM2,det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_17_adherence; det_21_rights_and_duties,9.934523809523688,65.64809523809454,EFA2,5,62.5,45.45454545454545,det_07_legal; det_08_trust; det_11_knowledge; det_17_adherence; det_21_rights_and_duties,det_03_risk_profile; det_07_legal; det_08_trust; det_11_knowledge; det_13_technical_fit; det_16_commitment; det_17_adherence; det_21_rights_and_duties,Homo.Economicus,9,5,62.5,55.55555555555556,41.666666666666664,det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_15_self_satisfaction,det_01_profits; det_04_added_value; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
WHY_EUROPE,matrix_32_pos_0_1,KM3,det_02_credit_score; det_04_added_value; det_06_climate_protection; det_08_trust; det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_17_adherence,2.950714285714243,68.59880952380878,EFA3,4,50,33.333333333333336,det_04_added_value; det_06_climate_protection; det_11_knowledge; det_14_environmental_concerns,det_01_profits; det_04_added_value; det_06_climate_protection; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_23_support; det_32_own_significance,Careful,12,6,75,50,42.857142857142854,det_02_credit_score; det_06_climate_protection; det_08_trust; det_11_knowledge; det_14_environmental_concerns; det_17_adherence,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
WHY_EUROPE,matrix_32_pos_0_1,KM4,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit,5.138571428571356,73.73738095238014,EFA4,6,75,60,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_13_technical_fit,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_18_autonomy,Fearful,9,6,75,66.66666666666667,54.54545454545455,det_02_credit_score; det_03_risk_profile; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
WHY_EUROPE,matrix_32_pos_0_1,KM5,det_03_risk_profile; det_06_climate_protection; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction,3.508333333333282,77.24571428571342,EFA5,1,12.5,6.666666666666667,det_13_technical_fit,det_09_safety; det_13_technical_fit; det_18_autonomy; det_22_peer_pressure; det_25_agreement; det_26_novelty; det_30_authority; det_32_own_significance,Careful,12,6,75,50,42.857142857142854,det_03_risk_profile; det_06_climate_protection; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
WHY_EUROPE,matrix_32_pos_0_1,KM6,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness,4.067857142857084,81.3135714285705,EFA6,3,37.5,23.076923076923077,det_15_self_satisfaction; det_19_wellbeing; det_20_coziness,det_09_safety; det_15_self_satisfaction; det_16_commitment; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_25_agreement; det_27_fun,Fearful,9,4,50,44.44444444444444,30.76923076923077,det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
WHY_EUROPE,matrix_32_ext_0_1,KM1,det_11_knowledge; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,17.528571428571034,17.528571428571034,EFA3,7,87.5,77.77777777777777,det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,Influencer,5,4,50,80,44.44444444444444,det_11_knowledge; det_24_socialising; det_28_recognition; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
WHY_EUROPE,matrix_32_ext_0_1,KM2,det_03_risk_profile; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence,17.025714285713907,34.554285714284944,EFA4,8,100,100,det_03_risk_profile; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence,det_03_risk_profile; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence,Activist,6,5,62.5,83.33333333333333,55.55555555555556,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
WHY_EUROPE,matrix_32_ext_0_1,KM3,det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_15_self_satisfaction; det_24_socialising; det_28_recognition; det_29_trends; det_31_approval,20.81952380952335,55.3738095238083,EFA5,2,25,14.285714285714286,det_02_credit_score; det_10_cost_efficiency,det_01_profits; det_02_credit_score; det_04_added_value; det_05_frugality; det_10_cost_efficiency; det_23_support; det_25_agreement; det_32_own_significance,Influencer,5,4,50,80,44.44444444444444,det_11_knowledge; det_24_socialising; det_28_recognition; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
WHY_EUROPE,matrix_32_ext_0_1,KM4,det_02_credit_score; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_17_adherence,5.492619047618921,60.86642857142723,EFA2,3,37.5,23.076923076923077,det_07_legal; det_15_self_satisfaction; det_17_adherence,det_07_legal; det_09_safety; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness,Careful,12,6,75,50,42.857142857142854,det_02_credit_score; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_17_adherence,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
WHY_EUROPE,matrix_32_ext_0_1,KM5,det_22_peer_pressure; det_23_support; det_24_socialising; det_25_agreement; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,2.9645238095237394,63.83095238095096,EFA6,3,37.5,23.076923076923077,det_22_peer_pressure; det_23_support; det_25_agreement,det_04_added_value; det_06_climate_protection; det_09_safety; det_14_environmental_concerns; det_22_peer_pressure; det_23_support; det_25_agreement; det_26_novelty,Influencer,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
WHY_EUROPE,matrix_32_ext_0_1,KM6,det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_28_recognition; det_31_approval,3.1845238095237316,67.0154761904747,EFA1,1,12.5,6.666666666666667,det_07_legal,det_06_climate_protection; det_07_legal; det_12_own_competence; det_21_rights_and_duties; det_23_support; det_26_novelty; det_27_fun; det_32_own_significance,Homo.Economicus,9,5,62.5,55.55555555555556,41.666666666666664,det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction,det_01_profits; det_04_added_value; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
WHY_EUROPE,matrix_32_z_abs,KM1,det_03_risk_profile; det_09_safety; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_18_autonomy; det_19_wellbeing,1.230476190476153,1.230476190476153,EFA4,3,37.5,23.076923076923077,det_09_safety; det_18_autonomy; det_19_wellbeing,det_01_profits; det_04_added_value; det_05_frugality; det_09_safety; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_26_novelty,Careful,12,5,62.5,41.666666666666664,33.333333333333336,det_03_risk_profile; det_09_safety; det_12_own_competence; det_16_commitment; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
WHY_EUROPE,matrix_32_z_abs,KM2,det_02_credit_score; det_03_risk_profile; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence,0.79976190476188,2.0302380952380332,EFA3,4,50,33.333333333333336,det_03_risk_profile; det_08_trust; det_13_technical_fit; det_15_self_satisfaction,det_03_risk_profile; det_06_climate_protection; det_07_legal; det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_21_rights_and_duties,Fearful,9,6,75,66.66666666666667,54.54545454545455,det_02_credit_score; det_03_risk_profile; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
WHY_EUROPE,matrix_32_z_abs,KM3,det_03_risk_profile; det_05_frugality; det_09_safety; det_10_cost_efficiency; det_12_own_competence; det_15_self_satisfaction; det_16_commitment; det_17_adherence,0.7047619047618832,2.734999999999916,EFA5,2,25,14.285714285714286,det_05_frugality; det_12_own_competence,det_05_frugality; det_06_climate_protection; det_12_own_competence; det_14_environmental_concerns; det_22_peer_pressure; det_25_agreement; det_27_fun; det_32_own_significance,Careful,12,6,75,50,42.857142857142854,det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_12_own_competence; det_16_commitment; det_17_adherence,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
WHY_EUROPE,matrix_32_z_abs,KM4,det_02_credit_score; det_09_safety; det_13_technical_fit; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness; det_32_own_significance,0.97499999999997,3.7099999999998863,EFA1,5,62.5,45.45454545454545,det_02_credit_score; det_13_technical_fit; det_16_commitment; det_17_adherence; det_32_own_significance,det_02_credit_score; det_04_added_value; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_32_own_significance,Careful,12,5,62.5,41.666666666666664,33.333333333333336,det_02_credit_score; det_09_safety; det_16_commitment; det_17_adherence; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
WHY_EUROPE,matrix_32_z_abs,KM5,det_01_profits; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_13_technical_fit; det_18_autonomy; det_23_support; det_25_agreement,0.8990476190475915,4.609047619047478,EFA2,3,37.5,23.076923076923077,det_03_risk_profile; det_13_technical_fit; det_23_support,det_02_credit_score; det_03_risk_profile; det_13_technical_fit; det_14_environmental_concerns; det_21_rights_and_duties; det_23_support; det_26_novelty; det_29_trends,Fearful,9,3,37.5,33.333333333333336,21.428571428571427,det_03_risk_profile; det_10_cost_efficiency; det_13_technical_fit,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
WHY_EUROPE,matrix_32_z_abs,KM6,det_06_climate_protection; det_11_knowledge; det_20_coziness; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,1.4442857142856709,6.053333333333149,EFA6,6,75,60,det_11_knowledge; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,det_11_knowledge; det_24_socialising; det_25_agreement; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,Influencer,5,3,37.5,60,30,det_11_knowledge; det_28_recognition; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
WHY_LATAM,matrix_32_raw_0_1,KM1,det_01_profits; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing,29.11095238095197,29.11095238095197,EFA5,4,50,33.333333333333336,det_09_safety; det_12_own_competence; det_15_self_satisfaction; det_19_wellbeing,det_09_safety; det_12_own_competence; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_27_fun; det_32_own_significance,Careful,12,6,75,50,42.857142857142854,det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_17_adherence; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
WHY_LATAM,matrix_32_raw_0_1,KM2,det_10_cost_efficiency; det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,20.13714285714263,49.248095238094606,EFA6,7,87.5,77.77777777777777,det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,Influencer,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
WHY_LATAM,matrix_32_raw_0_1,KM3,det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_28_recognition; det_31_approval,23.45595238095211,72.7040476190467,EFA2,1,12.5,6.666666666666667,det_13_technical_fit,det_04_added_value; det_06_climate_protection; det_13_technical_fit; det_14_environmental_concerns; det_16_commitment; det_23_support; det_26_novelty; det_32_own_significance,Stubborn,3,3,37.5,100,37.5,det_11_knowledge; det_15_self_satisfaction; det_17_adherence,det_11_knowledge; det_15_self_satisfaction; det_17_adherence
WHY_LATAM,matrix_32_raw_0_1,KM4,det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_15_self_satisfaction; det_19_wellbeing; det_24_socialising; det_31_approval,8.428809523809432,81.13285714285614,EFA1,0,0,0,NA,det_04_added_value; det_18_autonomy; det_22_peer_pressure; det_23_support; det_25_agreement; det_27_fun; det_29_trends; det_30_authority,Careful,12,5,62.5,41.666666666666664,33.333333333333336,det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
WHY_LATAM,matrix_32_raw_0_1,KM5,det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_19_wellbeing; det_21_rights_and_duties,6.556428571428495,87.68928571428464,EFA4,4,50,33.333333333333336,det_02_credit_score; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_18_autonomy,Fearful,9,5,62.5,55.55555555555556,41.666666666666664,det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
WHY_LATAM,matrix_32_raw_0_1,KM6,det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_21_rights_and_duties; det_24_socialising; det_28_recognition; det_31_approval,3.6347619047618616,91.3240476190465,EFA3,3,37.5,23.076923076923077,det_07_legal; det_11_knowledge; det_21_rights_and_duties,det_03_risk_profile; det_07_legal; det_09_safety; det_11_knowledge; det_17_adherence; det_21_rights_and_duties; det_23_support; det_25_agreement,Influencer,5,4,50,80,44.44444444444444,det_11_knowledge; det_24_socialising; det_28_recognition; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
WHY_LATAM,matrix_32_pos_0_1,KM1,det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_21_rights_and_duties,61.26309523809489,61.26309523809489,EFA3,2,25,14.285714285714286,det_13_technical_fit; det_17_adherence,det_04_added_value; det_06_climate_protection; det_13_technical_fit; det_14_environmental_concerns; det_17_adherence; det_23_support; det_26_novelty; det_32_own_significance,Stubborn,3,3,37.5,100,37.5,det_11_knowledge; det_15_self_satisfaction; det_17_adherence,det_11_knowledge; det_15_self_satisfaction; det_17_adherence
WHY_LATAM,matrix_32_pos_0_1,KM2,det_01_profits; det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_12_own_competence; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness,17.523571428571273,78.78666666666616,EFA5,5,62.5,45.45454545454545,det_01_profits; det_09_safety; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness,det_01_profits; det_09_safety; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_27_fun; det_32_own_significance,Careful,12,5,62.5,41.666666666666664,33.333333333333336,det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_12_own_competence; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
WHY_LATAM,matrix_32_pos_0_1,KM3,det_01_profits; det_03_risk_profile; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing,5.240714285714238,84.02738095238041,EFA2,0,0,0,NA,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,Careful,12,6,75,50,42.857142857142854,det_03_risk_profile; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_17_adherence; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
WHY_LATAM,matrix_32_pos_0_1,KM4,det_10_cost_efficiency; det_12_own_competence; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_21_rights_and_duties; det_25_agreement,5.425952380952333,89.45333333333272,EFA6,1,12.5,6.666666666666667,det_25_agreement,det_04_added_value; det_09_safety; det_18_autonomy; det_22_peer_pressure; det_24_socialising; det_25_agreement; det_26_novelty; det_29_trends,Careful,12,5,62.5,41.666666666666664,33.333333333333336,det_10_cost_efficiency; det_12_own_competence; det_16_commitment; det_17_adherence; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
WHY_LATAM,matrix_32_pos_0_1,KM5,det_06_climate_protection; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_21_rights_and_duties,1.5128571428571302,90.96619047618988,EFA4,5,62.5,45.45454545454545,det_07_legal; det_08_trust; det_11_knowledge; det_12_own_competence; det_21_rights_and_duties,det_07_legal; det_08_trust; det_11_knowledge; det_12_own_competence; det_17_adherence; det_21_rights_and_duties; det_23_support; det_25_agreement,Fearful,9,5,62.5,55.55555555555556,41.666666666666664,det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
WHY_LATAM,matrix_32_pos_0_1,KM6,det_01_profits; det_02_credit_score; det_03_risk_profile; det_07_legal; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence,1.481666666666654,92.44785714285652,EFA1,6,75,60,det_01_profits; det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction,Fearful,9,5,62.5,55.55555555555556,41.666666666666664,det_02_credit_score; det_03_risk_profile; det_07_legal; det_10_cost_efficiency; det_13_technical_fit,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
WHY_LATAM,matrix_32_ext_0_1,KM1,det_02_credit_score; det_10_cost_efficiency; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,18.883809523809244,18.883809523809244,EFA2,6,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,det_22_peer_pressure; det_24_socialising; det_25_agreement; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,Influencer,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
WHY_LATAM,matrix_32_ext_0_1,KM2,det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_17_adherence; det_19_wellbeing; det_28_recognition; det_31_approval,24.192142857142503,43.07595238095175,EFA5,1,12.5,6.666666666666667,det_19_wellbeing,det_09_safety; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_25_agreement; det_26_novelty; det_32_own_significance,Careful,12,6,75,50,42.857142857142854,det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_17_adherence; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
WHY_LATAM,matrix_32_ext_0_1,KM3,det_01_profits; det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment,19.22857142857113,62.30452380952288,EFA4,6,75,60,det_01_profits; det_02_credit_score; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment,det_01_profits; det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_18_autonomy,Homo.Economicus,9,5,62.5,55.55555555555556,41.666666666666664,det_01_profits; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction,det_01_profits; det_04_added_value; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
WHY_LATAM,matrix_32_ext_0_1,KM4,det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_31_approval,9.19166666666654,71.49619047618941,EFA1,1,12.5,6.666666666666667,det_07_legal,det_04_added_value; det_06_climate_protection; det_07_legal; det_14_environmental_concerns; det_21_rights_and_duties; det_23_support; det_27_fun; det_32_own_significance,Homo.Economicus,9,5,62.5,55.55555555555556,41.666666666666664,det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction,det_01_profits; det_04_added_value; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
