analysis_sample,matrix_name,left_id,right_id,matching_similarity_pct,n_left,n_right,n_common,overlap_left_pct,overlap_right_pct,jaccard_pct,common_determinants
COMPLETE,matrix_32_ext_0_1,KM3,EFA2,50,8,8,4,50,50,33.333333333333336,det_08_trust; det_11_knowledge; det_16_commitment; det_17_adherence
COMPLETE,matrix_32_ext_0_1,KM4,EFA3,50,8,8,4,50,50,33.333333333333336,det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction
COMPLETE,matrix_32_ext_0_1,KM5,EFA1,62.5,8,8,5,62.5,62.5,45.45454545454545,det_01_profits; det_02_credit_score; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction
COMPLETE,matrix_32_ext_0_1,KM6,EFA5,50,8,8,4,50,50,33.333333333333336,det_07_legal; det_09_safety; det_15_self_satisfaction; det_17_adherence
COMPLETE,matrix_32_z_abs,KM1,EFA1,100,8,8,8,100,100,100,det_22_peer_pressure; det_24_socialising; det_25_agreement; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
COMPLETE,matrix_32_z_abs,KM2,EFA5,25,8,8,2,25,25,14.285714285714286,det_02_credit_score; det_25_agreement
COMPLETE,matrix_32_z_abs,KM3,EFA3,87.5,8,8,7,87.5,87.5,77.77777777777777,det_01_profits; det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_23_support; det_27_fun; det_32_own_significance
COMPLETE,matrix_32_z_abs,KM4,EFA4,25,8,8,2,25,25,14.285714285714286,det_08_trust; det_17_adherence
COMPLETE,matrix_32_z_abs,KM5,EFA2,50,8,8,4,50,50,33.333333333333336,det_01_profits; det_02_credit_score; det_05_frugality; det_17_adherence
COMPLETE,matrix_32_z_abs,KM6,EFA6,75,8,8,6,75,75,60,det_05_frugality; det_07_legal; det_09_safety; det_18_autonomy; det_19_wellbeing; det_20_coziness
EUROPE,matrix_32_raw_0_1,KM1,EFA6,62.5,8,8,5,62.5,62.5,45.45454545454545,det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
EUROPE,matrix_32_raw_0_1,KM2,EFA1,25,8,8,2,25,25,14.285714285714286,det_10_cost_efficiency; det_11_knowledge
EUROPE,matrix_32_raw_0_1,KM3,EFA2,50,8,8,4,50,50,33.333333333333336,det_07_legal; det_08_trust; det_09_safety; det_13_technical_fit
EUROPE,matrix_32_raw_0_1,KM4,EFA5,37.5,8,8,3,37.5,37.5,23.076923076923077,det_09_safety; det_19_wellbeing; det_20_coziness
EUROPE,matrix_32_raw_0_1,KM5,EFA4,37.5,8,8,3,37.5,37.5,23.076923076923077,det_06_climate_protection; det_08_trust; det_14_environmental_concerns
EUROPE,matrix_32_raw_0_1,KM6,EFA3,50,8,8,4,50,50,33.333333333333336,det_11_knowledge; det_15_self_satisfaction; det_16_commitment; det_17_adherence
EUROPE,matrix_32_pos_0_1,KM1,EFA2,37.5,8,8,3,37.5,37.5,23.076923076923077,det_06_climate_protection; det_08_trust; det_14_environmental_concerns
EUROPE,matrix_32_pos_0_1,KM2,EFA6,50,8,8,4,50,50,33.333333333333336,det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence
EUROPE,matrix_32_pos_0_1,KM3,EFA1,75,8,8,6,75,75,60,det_01_profits; det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
EUROPE,matrix_32_pos_0_1,KM4,EFA5,50,8,8,4,50,50,33.333333333333336,det_07_legal; det_08_trust; det_09_safety; det_21_rights_and_duties
EUROPE,matrix_32_pos_0_1,KM5,EFA3,50,8,8,4,50,50,33.333333333333336,det_09_safety; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness
EUROPE,matrix_32_pos_0_1,KM6,EFA4,25,8,8,2,25,25,14.285714285714286,det_26_novelty; det_27_fun
EUROPE,matrix_32_ext_0_1,KM1,EFA6,75,8,8,6,75,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
EUROPE,matrix_32_ext_0_1,KM2,EFA2,62.5,8,8,5,62.5,62.5,45.45454545454545,det_09_safety; det_10_cost_efficiency; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing
EUROPE,matrix_32_ext_0_1,KM3,EFA4,62.5,8,8,5,62.5,62.5,45.45454545454545,det_08_trust; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment
EUROPE,matrix_32_ext_0_1,KM4,EFA3,50,8,8,4,50,50,33.333333333333336,det_08_trust; det_11_knowledge; det_15_self_satisfaction; det_17_adherence
EUROPE,matrix_32_ext_0_1,KM5,EFA1,12.5,8,8,1,12.5,12.5,6.666666666666667,det_02_credit_score
EUROPE,matrix_32_ext_0_1,KM6,EFA5,0,8,8,0,0,0,0,NA
EUROPE,matrix_32_z_abs,KM1,EFA2,100,8,8,8,100,100,100,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
EUROPE,matrix_32_z_abs,KM2,EFA1,50,8,8,4,50,50,33.333333333333336,det_01_profits; det_02_credit_score; det_05_frugality; det_25_agreement
EUROPE,matrix_32_z_abs,KM3,EFA3,75,8,8,6,75,75,60,det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_17_adherence; det_23_support; det_32_own_significance
EUROPE,matrix_32_z_abs,KM4,EFA4,75,8,8,6,75,75,60,det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_19_wellbeing; det_20_coziness
EUROPE,matrix_32_z_abs,KM5,EFA6,87.5,8,8,7,87.5,87.5,77.77777777777777,det_01_profits; det_02_credit_score; det_03_risk_profile; det_07_legal; det_09_safety; det_20_coziness; det_21_rights_and_duties
EUROPE,matrix_32_z_abs,KM6,EFA5,0,8,8,0,0,0,0,NA
LATAM,matrix_32_raw_0_1,KM1,EFA6,87.5,8,8,7,87.5,87.5,77.77777777777777,det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
LATAM,matrix_32_raw_0_1,KM2,EFA1,12.5,8,8,1,12.5,12.5,6.666666666666667,det_13_technical_fit
LATAM,matrix_32_raw_0_1,KM3,EFA5,50,8,8,4,50,50,33.333333333333336,det_09_safety; det_12_own_competence; det_15_self_satisfaction; det_19_wellbeing
LATAM,matrix_32_raw_0_1,KM4,EFA4,50,8,8,4,50,50,33.333333333333336,det_01_profits; det_02_credit_score; det_10_cost_efficiency; det_15_self_satisfaction
LATAM,matrix_32_raw_0_1,KM5,EFA3,0,8,8,0,0,0,0,NA
LATAM,matrix_32_raw_0_1,KM6,EFA2,37.5,8,8,3,37.5,37.5,23.076923076923077,det_07_legal; det_11_knowledge; det_21_rights_and_duties
LATAM,matrix_32_pos_0_1,KM1,EFA4,50,8,8,4,50,50,33.333333333333336,det_11_knowledge; det_12_own_competence; det_17_adherence; det_21_rights_and_duties
LATAM,matrix_32_pos_0_1,KM2,EFA5,62.5,8,8,5,62.5,62.5,45.45454545454545,det_01_profits; det_09_safety; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness
LATAM,matrix_32_pos_0_1,KM3,EFA2,0,8,8,0,0,0,0,NA
LATAM,matrix_32_pos_0_1,KM4,EFA6,12.5,8,8,1,12.5,12.5,6.666666666666667,det_25_agreement
LATAM,matrix_32_pos_0_1,KM5,EFA3,25,8,8,2,25,25,14.285714285714286,det_13_technical_fit; det_17_adherence
LATAM,matrix_32_pos_0_1,KM6,EFA1,75,8,8,6,75,75,60,det_01_profits; det_02_credit_score; det_05_frugality; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit
LATAM,matrix_32_ext_0_1,KM1,EFA1,75,8,8,6,75,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
LATAM,matrix_32_ext_0_1,KM2,EFA6,50,8,8,4,50,50,33.333333333333336,det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_17_adherence
LATAM,matrix_32_ext_0_1,KM3,EFA5,75,8,8,6,75,75,60,det_01_profits; det_02_credit_score; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment
LATAM,matrix_32_ext_0_1,KM4,EFA4,0,8,8,0,0,0,0,NA
LATAM,matrix_32_ext_0_1,KM5,EFA2,37.5,8,8,3,37.5,37.5,23.076923076923077,det_01_profits; det_09_safety; det_17_adherence
LATAM,matrix_32_ext_0_1,KM6,EFA3,62.5,8,8,5,62.5,62.5,45.45454545454545,det_01_profits; det_09_safety; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing
LATAM,matrix_32_z_abs,KM1,EFA1,75,8,8,6,75,75,60,det_09_safety; det_11_knowledge; det_12_own_competence; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness
LATAM,matrix_32_z_abs,KM2,EFA4,50,8,8,4,50,50,33.333333333333336,det_03_risk_profile; det_05_frugality; det_09_safety; det_17_adherence
LATAM,matrix_32_z_abs,KM3,EFA2,12.5,8,8,1,12.5,12.5,6.666666666666667,det_24_socialising
LATAM,matrix_32_z_abs,KM4,EFA6,50,8,8,4,50,50,33.333333333333336,det_21_rights_and_duties; det_23_support; det_25_agreement; det_29_trends
LATAM,matrix_32_z_abs,KM5,EFA5,62.5,8,8,5,62.5,62.5,45.45454545454545,det_04_added_value; det_05_frugality; det_06_climate_protection; det_14_environmental_concerns; det_20_coziness
LATAM,matrix_32_z_abs,KM6,EFA3,87.5,8,8,7,87.5,87.5,77.77777777777777,det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_18_autonomy
DIEGO,matrix_32_raw_0_1,KM1,EFA1,50,8,8,4,50,50,33.333333333333336,det_01_profits; det_02_credit_score; det_05_frugality; det_28_recognition
DIEGO,matrix_32_raw_0_1,KM2,EFA5,62.5,8,8,5,62.5,62.5,45.45454545454545,det_08_trust; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_32_own_significance
DIEGO,matrix_32_raw_0_1,KM3,EFA6,12.5,8,8,1,12.5,12.5,6.666666666666667,det_26_novelty
DIEGO,matrix_32_raw_0_1,KM4,EFA2,87.5,8,8,7,87.5,87.5,77.77777777777777,det_22_peer_pressure; det_23_support; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
DIEGO,matrix_32_raw_0_1,KM5,EFA3,25,8,8,2,25,25,14.285714285714286,det_15_self_satisfaction; det_23_support
DIEGO,matrix_32_raw_0_1,KM6,EFA4,12.5,8,8,1,12.5,12.5,6.666666666666667,det_03_risk_profile
DIEGO,matrix_32_pos_0_1,KM1,EFA6,75,8,8,6,75,75,60,det_08_trust; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_32_own_significance
DIEGO,matrix_32_pos_0_1,KM2,EFA4,62.5,8,8,5,62.5,62.5,45.45454545454545,det_09_safety; det_10_cost_efficiency; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness
DIEGO,matrix_32_pos_0_1,KM3,EFA5,25,8,8,2,25,25,14.285714285714286,det_04_added_value; det_08_trust
DIEGO,matrix_32_pos_0_1,KM4,EFA1,25,8,8,2,25,25,14.285714285714286,det_13_technical_fit; det_17_adherence
DIEGO,matrix_32_pos_0_1,KM5,EFA3,50,8,8,4,50,50,33.333333333333336,det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_26_novelty
DIEGO,matrix_32_pos_0_1,KM6,EFA2,0,8,8,0,0,0,0,NA
DIEGO,matrix_32_ext_0_1,KM1,EFA6,50,8,8,4,50,50,33.333333333333336,det_02_credit_score; det_06_climate_protection; det_17_adherence; det_20_coziness
DIEGO,matrix_32_ext_0_1,KM2,EFA3,62.5,8,8,5,62.5,62.5,45.45454545454545,det_01_profits; det_07_legal; det_12_own_competence; det_14_environmental_concerns; det_25_agreement
DIEGO,matrix_32_ext_0_1,KM3,EFA1,25,8,8,2,25,25,14.285714285714286,det_01_profits; det_23_support
DIEGO,matrix_32_ext_0_1,KM4,EFA4,37.5,8,8,3,37.5,37.5,23.076923076923077,det_11_knowledge; det_15_self_satisfaction; det_19_wellbeing
DIEGO,matrix_32_ext_0_1,KM5,EFA5,12.5,8,8,1,12.5,12.5,6.666666666666667,det_23_support
DIEGO,matrix_32_ext_0_1,KM6,EFA2,37.5,8,8,3,37.5,37.5,23.076923076923077,det_22_peer_pressure; det_28_recognition; det_29_trends
DIEGO,matrix_32_z_abs,KM1,EFA4,37.5,8,8,3,37.5,37.5,23.076923076923077,det_10_cost_efficiency; det_24_socialising; det_29_trends
DIEGO,matrix_32_z_abs,KM2,EFA2,37.5,8,8,3,37.5,37.5,23.076923076923077,det_04_added_value; det_28_recognition; det_29_trends
DIEGO,matrix_32_z_abs,KM3,EFA6,25,8,8,2,25,25,14.285714285714286,det_08_trust; det_27_fun
DIEGO,matrix_32_z_abs,KM4,EFA3,50,8,8,4,50,50,33.333333333333336,det_02_credit_score; det_05_frugality; det_06_climate_protection; det_15_self_satisfaction
DIEGO,matrix_32_z_abs,KM5,EFA1,62.5,8,8,5,62.5,62.5,45.45454545454545,det_01_profits; det_05_frugality; det_07_legal; det_15_self_satisfaction; det_27_fun
DIEGO,matrix_32_z_abs,KM6,EFA5,37.5,8,8,3,37.5,37.5,23.076923076923077,det_13_technical_fit; det_14_environmental_concerns; det_16_commitment
RENOVISOR,matrix_32_raw_0_1,KM1,EFA1,37.5,8,8,3,37.5,37.5,23.076923076923077,det_10_cost_efficiency; det_11_knowledge; det_17_adherence
RENOVISOR,matrix_32_raw_0_1,KM2,EFA2,87.5,8,8,7,87.5,87.5,77.77777777777777,det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,matrix_32_raw_0_1,KM3,EFA3,25,8,8,2,25,25,14.285714285714286,det_11_knowledge; det_13_technical_fit
RENOVISOR,matrix_32_raw_0_1,KM4,EFA5,50,8,8,4,50,50,33.333333333333336,det_09_safety; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness
RENOVISOR,matrix_32_raw_0_1,KM5,EFA4,50,8,8,4,50,50,33.333333333333336,det_07_legal; det_08_trust; det_09_safety; det_21_rights_and_duties
RENOVISOR,matrix_32_raw_0_1,KM6,EFA6,25,8,8,2,25,25,14.285714285714286,det_06_climate_protection; det_14_environmental_concerns
RENOVISOR,matrix_32_pos_0_1,KM1,EFA6,50,8,8,4,50,50,33.333333333333336,det_11_knowledge; det_13_technical_fit; det_16_commitment; det_17_adherence
RENOVISOR,matrix_32_pos_0_1,KM2,EFA2,0,8,8,0,0,0,0,NA
RENOVISOR,matrix_32_pos_0_1,KM3,EFA5,75,8,8,6,75,75,60,det_01_profits; det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency; det_11_knowledge; det_15_self_satisfaction
RENOVISOR,matrix_32_pos_0_1,KM4,EFA1,62.5,8,8,5,62.5,62.5,45.45454545454545,det_09_safety; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_20_coziness
RENOVISOR,matrix_32_pos_0_1,KM5,EFA4,50,8,8,4,50,50,33.333333333333336,det_06_climate_protection; det_08_trust; det_14_environmental_concerns; det_21_rights_and_duties
RENOVISOR,matrix_32_pos_0_1,KM6,EFA3,50,8,8,4,50,50,33.333333333333336,det_07_legal; det_08_trust; det_13_technical_fit; det_21_rights_and_duties
RENOVISOR,matrix_32_ext_0_1,KM1,EFA3,75,8,8,6,75,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,matrix_32_ext_0_1,KM2,EFA6,62.5,8,8,5,62.5,62.5,45.45454545454545,det_08_trust; det_09_safety; det_10_cost_efficiency; det_17_adherence; det_19_wellbeing
RENOVISOR,matrix_32_ext_0_1,KM3,EFA1,25,8,8,2,25,25,14.285714285714286,det_02_credit_score; det_10_cost_efficiency
RENOVISOR,matrix_32_ext_0_1,KM4,EFA5,37.5,8,8,3,37.5,37.5,23.076923076923077,det_06_climate_protection; det_13_technical_fit; det_14_environmental_concerns
RENOVISOR,matrix_32_ext_0_1,KM5,EFA2,37.5,8,8,3,37.5,37.5,23.076923076923077,det_13_technical_fit; det_15_self_satisfaction; det_16_commitment
RENOVISOR,matrix_32_ext_0_1,KM6,EFA4,12.5,8,8,1,12.5,12.5,6.666666666666667,det_11_knowledge
RENOVISOR,matrix_32_z_abs,KM1,EFA4,87.5,8,8,7,87.5,87.5,77.77777777777777,det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,matrix_32_z_abs,KM2,EFA6,75,8,8,6,75,75,60,det_04_added_value; det_06_climate_protection; det_07_legal; det_14_environmental_concerns; det_17_adherence; det_23_support
RENOVISOR,matrix_32_z_abs,KM3,EFA1,50,8,8,4,50,50,33.333333333333336,det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_21_rights_and_duties
RENOVISOR,matrix_32_z_abs,KM4,EFA5,62.5,8,8,5,62.5,62.5,45.45454545454545,det_01_profits; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_17_adherence
RENOVISOR,matrix_32_z_abs,KM5,EFA2,37.5,8,8,3,37.5,37.5,23.076923076923077,det_08_trust; det_13_technical_fit; det_20_coziness
RENOVISOR,matrix_32_z_abs,KM6,EFA3,25,8,8,2,25,25,14.285714285714286,det_20_coziness; det_27_fun
WHY_EUROPE,matrix_32_raw_0_1,KM1,EFA6,25,8,8,2,25,25,14.285714285714286,det_06_climate_protection; det_23_support
WHY_EUROPE,matrix_32_raw_0_1,KM2,EFA4,62.5,8,8,5,62.5,62.5,45.45454545454545,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_17_adherence
WHY_EUROPE,matrix_32_raw_0_1,KM3,EFA1,62.5,8,8,5,62.5,62.5,45.45454545454545,det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
WHY_EUROPE,matrix_32_raw_0_1,KM4,EFA5,50,8,8,4,50,50,33.333333333333336,det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency; det_15_self_satisfaction
WHY_EUROPE,matrix_32_raw_0_1,KM5,EFA3,37.5,8,8,3,37.5,37.5,23.076923076923077,det_09_safety; det_15_self_satisfaction; det_16_commitment
WHY_EUROPE,matrix_32_raw_0_1,KM6,EFA2,12.5,8,8,1,12.5,12.5,6.666666666666667,det_13_technical_fit
WHY_EUROPE,matrix_32_pos_0_1,KM1,EFA1,0,8,8,0,0,0,0,NA
WHY_EUROPE,matrix_32_pos_0_1,KM2,EFA2,62.5,8,8,5,62.5,62.5,45.45454545454545,det_07_legal; det_08_trust; det_11_knowledge; det_17_adherence; det_21_rights_and_duties
WHY_EUROPE,matrix_32_pos_0_1,KM3,EFA3,50,8,8,4,50,50,33.333333333333336,det_04_added_value; det_06_climate_protection; det_11_knowledge; det_14_environmental_concerns
WHY_EUROPE,matrix_32_pos_0_1,KM4,EFA4,75,8,8,6,75,75,60,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_13_technical_fit
WHY_EUROPE,matrix_32_pos_0_1,KM5,EFA5,12.5,8,8,1,12.5,12.5,6.666666666666667,det_13_technical_fit
WHY_EUROPE,matrix_32_pos_0_1,KM6,EFA6,37.5,8,8,3,37.5,37.5,23.076923076923077,det_15_self_satisfaction; det_19_wellbeing; det_20_coziness
WHY_EUROPE,matrix_32_ext_0_1,KM1,EFA3,87.5,8,8,7,87.5,87.5,77.77777777777777,det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
WHY_EUROPE,matrix_32_ext_0_1,KM2,EFA4,100,8,8,8,100,100,100,det_03_risk_profile; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
WHY_EUROPE,matrix_32_ext_0_1,KM3,EFA5,25,8,8,2,25,25,14.285714285714286,det_02_credit_score; det_10_cost_efficiency
WHY_EUROPE,matrix_32_ext_0_1,KM4,EFA2,37.5,8,8,3,37.5,37.5,23.076923076923077,det_07_legal; det_15_self_satisfaction; det_17_adherence
WHY_EUROPE,matrix_32_ext_0_1,KM5,EFA6,37.5,8,8,3,37.5,37.5,23.076923076923077,det_22_peer_pressure; det_23_support; det_25_agreement
WHY_EUROPE,matrix_32_ext_0_1,KM6,EFA1,12.5,8,8,1,12.5,12.5,6.666666666666667,det_07_legal
WHY_EUROPE,matrix_32_z_abs,KM1,EFA4,37.5,8,8,3,37.5,37.5,23.076923076923077,det_09_safety; det_18_autonomy; det_19_wellbeing
WHY_EUROPE,matrix_32_z_abs,KM2,EFA3,50,8,8,4,50,50,33.333333333333336,det_03_risk_profile; det_08_trust; det_13_technical_fit; det_15_self_satisfaction
WHY_EUROPE,matrix_32_z_abs,KM3,EFA5,25,8,8,2,25,25,14.285714285714286,det_05_frugality; det_12_own_competence
WHY_EUROPE,matrix_32_z_abs,KM4,EFA1,62.5,8,8,5,62.5,62.5,45.45454545454545,det_02_credit_score; det_13_technical_fit; det_16_commitment; det_17_adherence; det_32_own_significance
WHY_EUROPE,matrix_32_z_abs,KM5,EFA2,37.5,8,8,3,37.5,37.5,23.076923076923077,det_03_risk_profile; det_13_technical_fit; det_23_support
WHY_EUROPE,matrix_32_z_abs,KM6,EFA6,75,8,8,6,75,75,60,det_11_knowledge; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
WHY_LATAM,matrix_32_raw_0_1,KM1,EFA5,50,8,8,4,50,50,33.333333333333336,det_09_safety; det_12_own_competence; det_15_self_satisfaction; det_19_wellbeing
WHY_LATAM,matrix_32_raw_0_1,KM2,EFA6,87.5,8,8,7,87.5,87.5,77.77777777777777,det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
WHY_LATAM,matrix_32_raw_0_1,KM3,EFA2,12.5,8,8,1,12.5,12.5,6.666666666666667,det_13_technical_fit
WHY_LATAM,matrix_32_raw_0_1,KM4,EFA1,0,8,8,0,0,0,0,NA
WHY_LATAM,matrix_32_raw_0_1,KM5,EFA4,50,8,8,4,50,50,33.333333333333336,det_02_credit_score; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction
WHY_LATAM,matrix_32_raw_0_1,KM6,EFA3,37.5,8,8,3,37.5,37.5,23.076923076923077,det_07_legal; det_11_knowledge; det_21_rights_and_duties
WHY_LATAM,matrix_32_pos_0_1,KM1,EFA3,25,8,8,2,25,25,14.285714285714286,det_13_technical_fit; det_17_adherence
WHY_LATAM,matrix_32_pos_0_1,KM2,EFA5,62.5,8,8,5,62.5,62.5,45.45454545454545,det_01_profits; det_09_safety; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness
WHY_LATAM,matrix_32_pos_0_1,KM3,EFA2,0,8,8,0,0,0,0,NA
WHY_LATAM,matrix_32_pos_0_1,KM4,EFA6,12.5,8,8,1,12.5,12.5,6.666666666666667,det_25_agreement
WHY_LATAM,matrix_32_pos_0_1,KM5,EFA4,62.5,8,8,5,62.5,62.5,45.45454545454545,det_07_legal; det_08_trust; det_11_knowledge; det_12_own_competence; det_21_rights_and_duties
WHY_LATAM,matrix_32_pos_0_1,KM6,EFA1,75,8,8,6,75,75,60,det_01_profits; det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction
WHY_LATAM,matrix_32_ext_0_1,KM1,EFA2,75,8,8,6,75,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
WHY_LATAM,matrix_32_ext_0_1,KM2,EFA5,12.5,8,8,1,12.5,12.5,6.666666666666667,det_19_wellbeing
WHY_LATAM,matrix_32_ext_0_1,KM3,EFA4,75,8,8,6,75,75,60,det_01_profits; det_02_credit_score; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment
WHY_LATAM,matrix_32_ext_0_1,KM4,EFA1,12.5,8,8,1,12.5,12.5,6.666666666666667,det_07_legal
WHY_LATAM,matrix_32_ext_0_1,KM5,EFA6,12.5,8,8,1,12.5,12.5,6.666666666666667,det_17_adherence
WHY_LATAM,matrix_32_ext_0_1,KM6,EFA3,75,8,8,6,75,75,60,det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence; det_21_rights_and_duties
WHY_LATAM,matrix_32_z_abs,KM1,EFA2,62.5,8,8,5,62.5,62.5,45.45454545454545,det_09_safety; det_12_own_competence; det_15_self_satisfaction; det_16_commitment; det_17_adherence
WHY_LATAM,matrix_32_z_abs,KM2,EFA6,50,8,8,4,50,50,33.333333333333336,det_02_credit_score; det_03_risk_profile; det_21_rights_and_duties; det_23_support
WHY_LATAM,matrix_32_z_abs,KM3,EFA1,62.5,8,8,5,62.5,62.5,45.45454545454545,det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_23_support; det_32_own_significance
WHY_LATAM,matrix_32_z_abs,KM4,EFA4,50,8,8,4,50,50,33.333333333333336,det_07_legal; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction
