"cluster","best_match","pct_match"
"1","8",52.6315789473684
"2","Careful",76.4705882352941
"3","Influencer",21.7391304347826
"4","Uninterested",33.3333333333333
"5","Stubborn",61.1111111111111
"6","Early.Adopter",26.0869565217391
"7","Fearful",61.1111111111111
"8","Homo.Economicus",47.3684210526316
