"cluster","Early Adopter","Uninterested","Homo Economicus","Fearful","Stubborn","Influencer","Careful","Activist"
"cluster_1",23.5294117647059,17.6470588235294,41.1764705882353,60,20,5.88235294117647,68.75,40
"cluster_2",10.5263157894737,17.6470588235294,33.3333333333333,41.1764705882353,12.5,5.88235294117647,35,5
