consensus_factor,determinant,n_bootstraps_selected,selection_frequency,mean_abs_loading
1,det_20_coziness,97,0.97,0.4924683331438961
1,det_19_wellbeing,86,0.86,0.4007181769712161
1,det_09_safety,81,0.81,0.39926181641214303
1,det_18_autonomy,75,0.75,0.3161403188737999
1,det_11_knowledge,71,0.71,0.2659802637603635
1,det_32_own_significance,63,0.63,0.24193010268802484
1,det_12_own_competence,40,0.4,0.1955860681414708
1,det_15_self_satisfaction,34,0.34,0.1721172707868455
2,det_28_recognition,100,1,0.5853952512987178
2,det_24_socialising,100,1,0.5781124359454541
2,det_31_approval,100,1,0.5433984105425472
2,det_22_peer_pressure,100,1,0.4941678166341655
2,det_30_authority,97,0.97,0.46231464963684027
2,det_27_fun,92,0.92,0.3574433439711739
2,det_29_trends,89,0.89,0.42774283056054324
2,det_25_agreement,42,0.42,0.25902164268815453
3,det_13_technical_fit,94,0.94,0.5092725340729447
3,det_10_cost_efficiency,93,0.93,0.45163404180045974
3,det_15_self_satisfaction,73,0.73,0.30284729789449094
3,det_07_legal,68,0.68,0.20507478848183272
3,det_08_trust,68,0.68,0.19560113819734304
3,det_18_autonomy,52,0.52,0.20070339793547484
3,det_11_knowledge,49,0.49,0.16633279977925303
3,det_12_own_competence,39,0.39,0.15794641931500275
4,det_17_adherence,91,0.91,0.35501487072087395
4,det_05_frugality,87,0.87,0.3848985357272583
4,det_09_safety,64,0.64,0.33572880300592667
4,det_16_commitment,49,0.49,0.2211626445016825
4,det_03_risk_profile,46,0.46,0.20529860875072653
4,det_01_profits,44,0.44,0.20897086778063337
4,det_12_own_competence,44,0.44,0.20324994148192338
4,det_15_self_satisfaction,43,0.43,0.22470326301049479
5,det_14_environmental_concerns,100,1,0.6808371742811347
5,det_06_climate_protection,100,1,0.5733810911535114
5,det_04_added_value,100,1,0.5401426954526718
5,det_23_support,92,0.92,0.29464842151759063
5,det_26_novelty,84,0.84,0.24889104764836792
5,det_32_own_significance,75,0.75,0.23352844114177043
5,det_05_frugality,67,0.67,0.21919007567165555
5,det_20_coziness,25,0.25,0.1582423989458209
6,det_25_agreement,80,0.8,0.2984540924082231
6,det_21_rights_and_duties,76,0.76,0.3310285059477662
6,det_23_support,64,0.64,0.26329213161249554
6,det_03_risk_profile,60,0.6,0.24837824308399775
6,det_02_credit_score,50,0.5,0.22681821727482201
6,det_29_trends,49,0.49,0.21963477998480122
6,det_18_autonomy,45,0.45,0.20031771444984425
6,det_12_own_competence,39,0.39,0.17043755065132302
