bootstrap_id,target_sample_type,dataset_source,n,prop_within_type
195,abstention,why,119,0.23517786561264822
195,voter,rv,494,1
196,abstention,diego,235,0.4644268774703557
196,abstention,rv,138,0.2727272727272727
196,abstention,why,133,0.2628458498023715
196,voter,rv,494,1
197,abstention,diego,230,0.45454545454545453
197,abstention,rv,138,0.2727272727272727
197,abstention,why,138,0.2727272727272727
197,voter,rv,494,1
198,abstention,diego,243,0.48023715415019763
198,abstention,rv,129,0.2549407114624506
198,abstention,why,134,0.2648221343873518
198,voter,rv,494,1
199,abstention,diego,224,0.4426877470355731
199,abstention,rv,151,0.2984189723320158
199,abstention,why,131,0.25889328063241107
199,voter,rv,494,1
200,abstention,diego,235,0.4644268774703557
200,abstention,rv,142,0.28063241106719367
200,abstention,why,129,0.2549407114624506
200,voter,rv,494,1
201,abstention,diego,247,0.4881422924901186
201,abstention,rv,136,0.26877470355731226
201,abstention,why,123,0.24308300395256918
201,voter,rv,494,1
202,abstention,diego,242,0.4782608695652174
202,abstention,rv,136,0.26877470355731226
202,abstention,why,128,0.25296442687747034
202,voter,rv,494,1
203,abstention,diego,230,0.45454545454545453
203,abstention,rv,145,0.2865612648221344
203,abstention,why,131,0.25889328063241107
203,voter,rv,494,1
204,abstention,diego,216,0.4268774703557312
204,abstention,rv,152,0.30039525691699603
204,abstention,why,138,0.2727272727272727
204,voter,rv,494,1
205,abstention,diego,225,0.44466403162055335
205,abstention,rv,154,0.30434782608695654
205,abstention,why,127,0.2509881422924901
205,voter,rv,494,1
206,abstention,diego,225,0.44466403162055335
206,abstention,rv,139,0.274703557312253
206,abstention,why,142,0.28063241106719367
206,voter,rv,494,1
207,abstention,diego,237,0.4683794466403162
207,abstention,rv,145,0.2865612648221344
207,abstention,why,124,0.2450592885375494
207,voter,rv,494,1
208,abstention,diego,227,0.44861660079051385
208,abstention,rv,148,0.2924901185770751
208,abstention,why,131,0.25889328063241107
208,voter,rv,494,1
209,abstention,diego,222,0.43873517786561267
209,abstention,rv,148,0.2924901185770751
209,abstention,why,136,0.26877470355731226
209,voter,rv,494,1
210,abstention,diego,230,0.45454545454545453
210,abstention,rv,136,0.26877470355731226
210,abstention,why,140,0.2766798418972332
210,voter,rv,494,1
211,abstention,diego,239,0.4723320158102767
211,abstention,rv,125,0.24703557312252963
211,abstention,why,142,0.28063241106719367
211,voter,rv,494,1
212,abstention,diego,236,0.466403162055336
212,abstention,rv,139,0.274703557312253
212,abstention,why,131,0.25889328063241107
212,voter,rv,494,1
213,abstention,diego,240,0.4743083003952569
213,abstention,rv,126,0.2490118577075099
213,abstention,why,140,0.2766798418972332
213,voter,rv,494,1
214,abstention,diego,243,0.48023715415019763
214,abstention,rv,146,0.2885375494071146
214,abstention,why,117,0.23122529644268774
214,voter,rv,494,1
215,abstention,diego,220,0.43478260869565216
215,abstention,rv,142,0.28063241106719367
215,abstention,why,144,0.2845849802371542
215,voter,rv,494,1
216,abstention,diego,226,0.44664031620553357
216,abstention,rv,131,0.25889328063241107
216,abstention,why,149,0.29446640316205536
216,voter,rv,494,1
217,abstention,diego,210,0.4150197628458498
217,abstention,rv,155,0.30632411067193677
217,abstention,why,141,0.27865612648221344
217,voter,rv,494,1
218,abstention,diego,220,0.43478260869565216
218,abstention,rv,140,0.2766798418972332
218,abstention,why,146,0.2885375494071146
218,voter,rv,494,1
219,abstention,diego,229,0.4525691699604743
219,abstention,rv,131,0.25889328063241107
219,abstention,why,146,0.2885375494071146
219,voter,rv,494,1
220,abstention,diego,242,0.4782608695652174
220,abstention,rv,127,0.2509881422924901
220,abstention,why,137,0.2707509881422925
220,voter,rv,494,1
221,abstention,diego,232,0.45849802371541504
221,abstention,rv,146,0.2885375494071146
221,abstention,why,128,0.25296442687747034
221,voter,rv,494,1
222,abstention,diego,231,0.45652173913043476
222,abstention,rv,139,0.274703557312253
222,abstention,why,136,0.26877470355731226
222,voter,rv,494,1
223,abstention,diego,233,0.46047430830039526
223,abstention,rv,140,0.2766798418972332
223,abstention,why,133,0.2628458498023715
223,voter,rv,494,1
224,abstention,diego,229,0.4525691699604743
224,abstention,rv,138,0.2727272727272727
224,abstention,why,139,0.274703557312253
224,voter,rv,494,1
225,abstention,diego,221,0.4367588932806324
225,abstention,rv,142,0.28063241106719367
225,abstention,why,143,0.2826086956521739
225,voter,rv,494,1
226,abstention,diego,225,0.44466403162055335
226,abstention,rv,153,0.30237154150197626
226,abstention,why,128,0.25296442687747034
226,voter,rv,494,1
227,abstention,diego,233,0.46047430830039526
227,abstention,rv,122,0.24110671936758893
227,abstention,why,151,0.2984189723320158
227,voter,rv,494,1
228,abstention,diego,245,0.4841897233201581
228,abstention,rv,139,0.274703557312253
228,abstention,why,122,0.24110671936758893
228,voter,rv,494,1
229,abstention,diego,248,0.4901185770750988
229,abstention,rv,135,0.26679841897233203
229,abstention,why,123,0.24308300395256918
229,voter,rv,494,1
230,abstention,diego,216,0.4268774703557312
230,abstention,rv,137,0.2707509881422925
230,abstention,why,153,0.30237154150197626
230,voter,rv,494,1
231,abstention,diego,223,0.4407114624505929
231,abstention,rv,154,0.30434782608695654
231,abstention,why,129,0.2549407114624506
231,voter,rv,494,1
232,abstention,diego,255,0.5039525691699605
232,abstention,rv,133,0.2628458498023715
232,abstention,why,118,0.233201581027668
232,voter,rv,494,1
233,abstention,diego,231,0.45652173913043476
233,abstention,rv,124,0.2450592885375494
233,abstention,why,151,0.2984189723320158
233,voter,rv,494,1
234,abstention,diego,241,0.4762845849802372
234,abstention,rv,135,0.26679841897233203
234,abstention,why,130,0.25691699604743085
234,voter,rv,494,1
235,abstention,diego,225,0.44466403162055335
235,abstention,rv,151,0.2984189723320158
235,abstention,why,130,0.25691699604743085
235,voter,rv,494,1
236,abstention,diego,219,0.43280632411067194
236,abstention,rv,147,0.29051383399209485
236,abstention,why,140,0.2766798418972332
236,voter,rv,494,1
237,abstention,diego,233,0.46047430830039526
237,abstention,rv,121,0.2391304347826087
237,abstention,why,152,0.30039525691699603
237,voter,rv,494,1
238,abstention,diego,210,0.4150197628458498
238,abstention,rv,151,0.2984189723320158
238,abstention,why,145,0.2865612648221344
238,voter,rv,494,1
239,abstention,diego,245,0.4841897233201581
239,abstention,rv,149,0.29446640316205536
239,abstention,why,112,0.22134387351778656
239,voter,rv,494,1
240,abstention,diego,229,0.4525691699604743
240,abstention,rv,140,0.2766798418972332
240,abstention,why,137,0.2707509881422925
240,voter,rv,494,1
241,abstention,diego,223,0.4407114624505929
241,abstention,rv,150,0.2964426877470356
241,abstention,why,133,0.2628458498023715
241,voter,rv,494,1
242,abstention,diego,234,0.4624505928853755
242,abstention,rv,141,0.27865612648221344
242,abstention,why,131,0.25889328063241107
242,voter,rv,494,1
243,abstention,diego,252,0.4980237154150198
243,abstention,rv,118,0.233201581027668
243,abstention,why,136,0.26877470355731226
243,voter,rv,494,1
244,abstention,diego,221,0.4367588932806324
244,abstention,rv,143,0.2826086956521739
244,abstention,why,142,0.28063241106719367
244,voter,rv,494,1
245,abstention,diego,241,0.4762845849802372
245,abstention,rv,131,0.25889328063241107
245,abstention,why,134,0.2648221343873518
245,voter,rv,494,1
246,abstention,diego,214,0.42292490118577075
246,abstention,rv,150,0.2964426877470356
246,abstention,why,142,0.28063241106719367
246,voter,rv,494,1
247,abstention,diego,228,0.4505928853754941
247,abstention,rv,121,0.2391304347826087
247,abstention,why,157,0.3102766798418972
247,voter,rv,494,1
248,abstention,diego,221,0.4367588932806324
248,abstention,rv,143,0.2826086956521739
248,abstention,why,142,0.28063241106719367
248,voter,rv,494,1
249,abstention,diego,218,0.4308300395256917
249,abstention,rv,141,0.27865612648221344
249,abstention,why,147,0.29051383399209485
249,voter,rv,494,1
250,abstention,diego,250,0.49407114624505927
250,abstention,rv,132,0.2608695652173913
250,abstention,why,124,0.2450592885375494
250,voter,rv,494,1
251,abstention,diego,234,0.4624505928853755
251,abstention,rv,146,0.2885375494071146
251,abstention,why,126,0.2490118577075099
251,voter,rv,494,1
252,abstention,diego,251,0.49604743083003955
252,abstention,rv,145,0.2865612648221344
252,abstention,why,110,0.21739130434782608
252,voter,rv,494,1
253,abstention,diego,215,0.424901185770751
253,abstention,rv,151,0.2984189723320158
253,abstention,why,140,0.2766798418972332
253,voter,rv,494,1
254,abstention,diego,242,0.4782608695652174
254,abstention,rv,126,0.2490118577075099
254,abstention,why,138,0.2727272727272727
254,voter,rv,494,1
255,abstention,diego,231,0.45652173913043476
255,abstention,rv,137,0.2707509881422925
255,abstention,why,138,0.2727272727272727
255,voter,rv,494,1
256,abstention,diego,238,0.47035573122529645
256,abstention,rv,141,0.27865612648221344
256,abstention,why,127,0.2509881422924901
256,voter,rv,494,1
257,abstention,diego,240,0.4743083003952569
257,abstention,rv,128,0.25296442687747034
257,abstention,why,138,0.2727272727272727
257,voter,rv,494,1
258,abstention,diego,223,0.4407114624505929
258,abstention,rv,136,0.26877470355731226
258,abstention,why,147,0.29051383399209485
258,voter,rv,494,1
259,abstention,diego,233,0.46047430830039526
259,abstention,rv,152,0.30039525691699603
259,abstention,why,121,0.2391304347826087
259,voter,rv,494,1
260,abstention,diego,246,0.48616600790513836
260,abstention,rv,137,0.2707509881422925
260,abstention,why,123,0.24308300395256918
260,voter,rv,494,1
261,abstention,diego,240,0.4743083003952569
261,abstention,rv,139,0.274703557312253
261,abstention,why,127,0.2509881422924901
261,voter,rv,494,1
262,abstention,diego,245,0.4841897233201581
262,abstention,rv,130,0.25691699604743085
262,abstention,why,131,0.25889328063241107
262,voter,rv,494,1
263,abstention,diego,231,0.45652173913043476
263,abstention,rv,147,0.29051383399209485
263,abstention,why,128,0.25296442687747034
263,voter,rv,494,1
264,abstention,diego,229,0.4525691699604743
264,abstention,rv,134,0.2648221343873518
264,abstention,why,143,0.2826086956521739
264,voter,rv,494,1
265,abstention,diego,236,0.466403162055336
265,abstention,rv,134,0.2648221343873518
265,abstention,why,136,0.26877470355731226
265,voter,rv,494,1
266,abstention,diego,230,0.45454545454545453
266,abstention,rv,142,0.28063241106719367
266,abstention,why,134,0.2648221343873518
266,voter,rv,494,1
267,abstention,diego,230,0.45454545454545453
267,abstention,rv,145,0.2865612648221344
267,abstention,why,131,0.25889328063241107
267,voter,rv,494,1
268,abstention,diego,226,0.44664031620553357
268,abstention,rv,145,0.2865612648221344
268,abstention,why,135,0.26679841897233203
268,voter,rv,494,1
269,abstention,diego,233,0.46047430830039526
269,abstention,rv,149,0.29446640316205536
269,abstention,why,124,0.2450592885375494
269,voter,rv,494,1
270,abstention,diego,225,0.44466403162055335
270,abstention,rv,144,0.2845849802371542
270,abstention,why,137,0.2707509881422925
270,voter,rv,494,1
271,abstention,diego,244,0.48221343873517786
271,abstention,rv,134,0.2648221343873518
271,abstention,why,128,0.25296442687747034
271,voter,rv,494,1
272,abstention,diego,227,0.44861660079051385
272,abstention,rv,148,0.2924901185770751
272,abstention,why,131,0.25889328063241107
272,voter,rv,494,1
273,abstention,diego,245,0.4841897233201581
273,abstention,rv,129,0.2549407114624506
273,abstention,why,132,0.2608695652173913
273,voter,rv,494,1
274,abstention,diego,249,0.49209486166007904
274,abstention,rv,146,0.2885375494071146
274,abstention,why,111,0.21936758893280633
274,voter,rv,494,1
275,abstention,diego,236,0.466403162055336
275,abstention,rv,141,0.27865612648221344
275,abstention,why,129,0.2549407114624506
275,voter,rv,494,1
276,abstention,diego,225,0.44466403162055335
276,abstention,rv,144,0.2845849802371542
276,abstention,why,137,0.2707509881422925
276,voter,rv,494,1
277,abstention,diego,235,0.4644268774703557
277,abstention,rv,146,0.2885375494071146
277,abstention,why,125,0.24703557312252963
277,voter,rv,494,1
278,abstention,diego,224,0.4426877470355731
278,abstention,rv,146,0.2885375494071146
278,abstention,why,136,0.26877470355731226
278,voter,rv,494,1
279,abstention,diego,228,0.4505928853754941
279,abstention,rv,150,0.2964426877470356
279,abstention,why,128,0.25296442687747034
279,voter,rv,494,1
280,abstention,diego,235,0.4644268774703557
280,abstention,rv,134,0.2648221343873518
280,abstention,why,137,0.2707509881422925
280,voter,rv,494,1
281,abstention,diego,221,0.4367588932806324
281,abstention,rv,146,0.2885375494071146
281,abstention,why,139,0.274703557312253
281,voter,rv,494,1
282,abstention,diego,226,0.44664031620553357
282,abstention,rv,130,0.25691699604743085
282,abstention,why,150,0.2964426877470356
282,voter,rv,494,1
283,abstention,diego,241,0.4762845849802372
283,abstention,rv,127,0.2509881422924901
283,abstention,why,138,0.2727272727272727
283,voter,rv,494,1
284,abstention,diego,244,0.48221343873517786
284,abstention,rv,131,0.25889328063241107
284,abstention,why,131,0.25889328063241107
284,voter,rv,494,1
285,abstention,diego,242,0.4782608695652174
285,abstention,rv,128,0.25296442687747034
285,abstention,why,136,0.26877470355731226
285,voter,rv,494,1
286,abstention,diego,231,0.45652173913043476
286,abstention,rv,154,0.30434782608695654
286,abstention,why,121,0.2391304347826087
286,voter,rv,494,1
287,abstention,diego,232,0.45849802371541504
287,abstention,rv,142,0.28063241106719367
287,abstention,why,132,0.2608695652173913
287,voter,rv,494,1
288,abstention,diego,224,0.4426877470355731
288,abstention,rv,137,0.2707509881422925
288,abstention,why,145,0.2865612648221344
288,voter,rv,494,1
289,abstention,diego,237,0.4683794466403162
289,abstention,rv,138,0.2727272727272727
289,abstention,why,131,0.25889328063241107
289,voter,rv,494,1
290,abstention,diego,227,0.44861660079051385
290,abstention,rv,142,0.28063241106719367
290,abstention,why,137,0.2707509881422925
290,voter,rv,494,1
291,abstention,diego,255,0.5039525691699605
291,abstention,rv,126,0.2490118577075099
291,abstention,why,125,0.24703557312252963
291,voter,rv,494,1
292,abstention,diego,235,0.4644268774703557
292,abstention,rv,141,0.27865612648221344
292,abstention,why,130,0.25691699604743085
292,voter,rv,494,1
293,abstention,diego,222,0.43873517786561267
293,abstention,rv,140,0.2766798418972332
293,abstention,why,144,0.2845849802371542
293,voter,rv,494,1
294,abstention,diego,233,0.46047430830039526
294,abstention,rv,143,0.2826086956521739
294,abstention,why,130,0.25691699604743085
294,voter,rv,494,1
295,abstention,diego,249,0.49209486166007904
295,abstention,rv,131,0.25889328063241107
295,abstention,why,126,0.2490118577075099
295,voter,rv,494,1
296,abstention,diego,230,0.45454545454545453
296,abstention,rv,126,0.2490118577075099
296,abstention,why,150,0.2964426877470356
296,voter,rv,494,1
297,abstention,diego,224,0.4426877470355731
297,abstention,rv,143,0.2826086956521739
297,abstention,why,139,0.274703557312253
297,voter,rv,494,1
298,abstention,diego,231,0.45652173913043476
298,abstention,rv,146,0.2885375494071146
298,abstention,why,129,0.2549407114624506
298,voter,rv,494,1
299,abstention,diego,218,0.4308300395256917
299,abstention,rv,150,0.2964426877470356
299,abstention,why,138,0.2727272727272727
299,voter,rv,494,1
300,abstention,diego,217,0.4288537549407115
300,abstention,rv,139,0.274703557312253
300,abstention,why,150,0.2964426877470356
300,voter,rv,494,1
301,abstention,diego,230,0.45454545454545453
301,abstention,rv,148,0.2924901185770751
301,abstention,why,128,0.25296442687747034
301,voter,rv,494,1
302,abstention,diego,236,0.466403162055336
302,abstention,rv,135,0.26679841897233203
302,abstention,why,135,0.26679841897233203
302,voter,rv,494,1
303,abstention,diego,233,0.46047430830039526
303,abstention,rv,129,0.2549407114624506
303,abstention,why,144,0.2845849802371542
303,voter,rv,494,1
304,abstention,diego,245,0.4841897233201581
304,abstention,rv,131,0.25889328063241107
304,abstention,why,130,0.25691699604743085
304,voter,rv,494,1
305,abstention,diego,216,0.4268774703557312
305,abstention,rv,164,0.3241106719367589
305,abstention,why,126,0.2490118577075099
305,voter,rv,494,1
306,abstention,diego,228,0.4505928853754941
306,abstention,rv,142,0.28063241106719367
306,abstention,why,136,0.26877470355731226
306,voter,rv,494,1
307,abstention,diego,233,0.46047430830039526
307,abstention,rv,137,0.2707509881422925
307,abstention,why,136,0.26877470355731226
307,voter,rv,494,1
308,abstention,diego,247,0.4881422924901186
308,abstention,rv,129,0.2549407114624506
308,abstention,why,130,0.25691699604743085
308,voter,rv,494,1
309,abstention,diego,217,0.4288537549407115
309,abstention,rv,141,0.27865612648221344
309,abstention,why,148,0.2924901185770751
309,voter,rv,494,1
310,abstention,diego,236,0.466403162055336
310,abstention,rv,136,0.26877470355731226
310,abstention,why,134,0.2648221343873518
310,voter,rv,494,1
311,abstention,diego,236,0.466403162055336
311,abstention,rv,138,0.2727272727272727
311,abstention,why,132,0.2608695652173913
311,voter,rv,494,1
312,abstention,diego,238,0.47035573122529645
312,abstention,rv,126,0.2490118577075099
312,abstention,why,142,0.28063241106719367
312,voter,rv,494,1
313,abstention,diego,223,0.4407114624505929
313,abstention,rv,132,0.2608695652173913
313,abstention,why,151,0.2984189723320158
313,voter,rv,494,1
314,abstention,diego,219,0.43280632411067194
314,abstention,rv,143,0.2826086956521739
314,abstention,why,144,0.2845849802371542
314,voter,rv,494,1
315,abstention,diego,235,0.4644268774703557
315,abstention,rv,153,0.30237154150197626
315,abstention,why,118,0.233201581027668
315,voter,rv,494,1
316,abstention,diego,233,0.46047430830039526
316,abstention,rv,115,0.22727272727272727
316,abstention,why,158,0.31225296442687744
316,voter,rv,494,1
317,abstention,diego,240,0.4743083003952569
317,abstention,rv,143,0.2826086956521739
317,abstention,why,123,0.24308300395256918
317,voter,rv,494,1
318,abstention,diego,237,0.4683794466403162
318,abstention,rv,126,0.2490118577075099
318,abstention,why,143,0.2826086956521739
318,voter,rv,494,1
319,abstention,diego,249,0.49209486166007904
319,abstention,rv,117,0.23122529644268774
319,abstention,why,140,0.2766798418972332
319,voter,rv,494,1
320,abstention,diego,228,0.4505928853754941
320,abstention,rv,138,0.2727272727272727
320,abstention,why,140,0.2766798418972332
320,voter,rv,494,1
321,abstention,diego,247,0.4881422924901186
321,abstention,rv,136,0.26877470355731226
321,abstention,why,123,0.24308300395256918
321,voter,rv,494,1
322,abstention,diego,239,0.4723320158102767
322,abstention,rv,118,0.233201581027668
322,abstention,why,149,0.29446640316205536
322,voter,rv,494,1
323,abstention,diego,245,0.4841897233201581
323,abstention,rv,128,0.25296442687747034
323,abstention,why,133,0.2628458498023715
323,voter,rv,494,1
324,abstention,diego,226,0.44664031620553357
324,abstention,rv,146,0.2885375494071146
324,abstention,why,134,0.2648221343873518
324,voter,rv,494,1
325,abstention,diego,231,0.45652173913043476
325,abstention,rv,159,0.3142292490118577
325,abstention,why,116,0.22924901185770752
325,voter,rv,494,1
326,abstention,diego,231,0.45652173913043476
326,abstention,rv,133,0.2628458498023715
326,abstention,why,142,0.28063241106719367
326,voter,rv,494,1
327,abstention,diego,245,0.4841897233201581
327,abstention,rv,123,0.24308300395256918
327,abstention,why,138,0.2727272727272727
327,voter,rv,494,1
328,abstention,diego,222,0.43873517786561267
328,abstention,rv,144,0.2845849802371542
328,abstention,why,140,0.2766798418972332
328,voter,rv,494,1
329,abstention,diego,235,0.4644268774703557
329,abstention,rv,126,0.2490118577075099
329,abstention,why,145,0.2865612648221344
329,voter,rv,494,1
330,abstention,diego,249,0.49209486166007904
330,abstention,rv,131,0.25889328063241107
330,abstention,why,126,0.2490118577075099
330,voter,rv,494,1
331,abstention,diego,228,0.4505928853754941
331,abstention,rv,139,0.274703557312253
331,abstention,why,139,0.274703557312253
331,voter,rv,494,1
332,abstention,diego,222,0.43873517786561267
332,abstention,rv,139,0.274703557312253
332,abstention,why,145,0.2865612648221344
332,voter,rv,494,1
333,abstention,diego,225,0.44466403162055335
333,abstention,rv,132,0.2608695652173913
333,abstention,why,149,0.29446640316205536
333,voter,rv,494,1
334,abstention,diego,238,0.47035573122529645
334,abstention,rv,130,0.25691699604743085
334,abstention,why,138,0.2727272727272727
334,voter,rv,494,1
335,abstention,diego,235,0.4644268774703557
335,abstention,rv,159,0.3142292490118577
335,abstention,why,112,0.22134387351778656
335,voter,rv,494,1
336,abstention,diego,242,0.4782608695652174
336,abstention,rv,130,0.25691699604743085
336,abstention,why,134,0.2648221343873518
336,voter,rv,494,1
337,abstention,diego,238,0.47035573122529645
337,abstention,rv,134,0.2648221343873518
337,abstention,why,134,0.2648221343873518
337,voter,rv,494,1
338,abstention,diego,223,0.4407114624505929
338,abstention,rv,153,0.30237154150197626
338,abstention,why,130,0.25691699604743085
338,voter,rv,494,1
339,abstention,diego,237,0.4683794466403162
339,abstention,rv,137,0.2707509881422925
339,abstention,why,132,0.2608695652173913
339,voter,rv,494,1
340,abstention,diego,232,0.45849802371541504
340,abstention,rv,150,0.2964426877470356
340,abstention,why,124,0.2450592885375494
340,voter,rv,494,1
341,abstention,diego,241,0.4762845849802372
341,abstention,rv,126,0.2490118577075099
341,abstention,why,139,0.274703557312253
341,voter,rv,494,1
342,abstention,diego,238,0.47035573122529645
342,abstention,rv,125,0.24703557312252963
342,abstention,why,143,0.2826086956521739
342,voter,rv,494,1
343,abstention,diego,240,0.4743083003952569
343,abstention,rv,125,0.24703557312252963
343,abstention,why,141,0.27865612648221344
343,voter,rv,494,1
344,abstention,diego,226,0.44664031620553357
344,abstention,rv,157,0.3102766798418972
344,abstention,why,123,0.24308300395256918
344,voter,rv,494,1
345,abstention,diego,231,0.45652173913043476
345,abstention,rv,131,0.25889328063241107
345,abstention,why,144,0.2845849802371542
345,voter,rv,494,1
346,abstention,diego,234,0.4624505928853755
346,abstention,rv,137,0.2707509881422925
346,abstention,why,135,0.26679841897233203
346,voter,rv,494,1
347,abstention,diego,239,0.4723320158102767
347,abstention,rv,129,0.2549407114624506
347,abstention,why,138,0.2727272727272727
347,voter,rv,494,1
348,abstention,diego,229,0.4525691699604743
348,abstention,rv,134,0.2648221343873518
348,abstention,why,143,0.2826086956521739
348,voter,rv,494,1
349,abstention,diego,197,0.3893280632411067
349,abstention,rv,161,0.3181818181818182
349,abstention,why,148,0.2924901185770751
349,voter,rv,494,1
350,abstention,diego,238,0.47035573122529645
350,abstention,rv,139,0.274703557312253
350,abstention,why,129,0.2549407114624506
350,voter,rv,494,1
351,abstention,diego,229,0.4525691699604743
351,abstention,rv,137,0.2707509881422925
351,abstention,why,140,0.2766798418972332
351,voter,rv,494,1
352,abstention,diego,251,0.49604743083003955
352,abstention,rv,122,0.24110671936758893
352,abstention,why,133,0.2628458498023715
352,voter,rv,494,1
353,abstention,diego,218,0.4308300395256917
353,abstention,rv,140,0.2766798418972332
353,abstention,why,148,0.2924901185770751
353,voter,rv,494,1
354,abstention,diego,214,0.42292490118577075
354,abstention,rv,146,0.2885375494071146
354,abstention,why,146,0.2885375494071146
354,voter,rv,494,1
355,abstention,diego,242,0.4782608695652174
355,abstention,rv,140,0.2766798418972332
355,abstention,why,124,0.2450592885375494
355,voter,rv,494,1
356,abstention,diego,228,0.4505928853754941
356,abstention,rv,141,0.27865612648221344
356,abstention,why,137,0.2707509881422925
356,voter,rv,494,1
357,abstention,diego,233,0.46047430830039526
357,abstention,rv,134,0.2648221343873518
357,abstention,why,139,0.274703557312253
357,voter,rv,494,1
358,abstention,diego,220,0.43478260869565216
358,abstention,rv,146,0.2885375494071146
358,abstention,why,140,0.2766798418972332
358,voter,rv,494,1
359,abstention,diego,217,0.4288537549407115
359,abstention,rv,159,0.3142292490118577
359,abstention,why,130,0.25691699604743085
359,voter,rv,494,1
360,abstention,diego,216,0.4268774703557312
360,abstention,rv,149,0.29446640316205536
360,abstention,why,141,0.27865612648221344
360,voter,rv,494,1
361,abstention,diego,232,0.45849802371541504
361,abstention,rv,150,0.2964426877470356
361,abstention,why,124,0.2450592885375494
361,voter,rv,494,1
362,abstention,diego,231,0.45652173913043476
362,abstention,rv,148,0.2924901185770751
362,abstention,why,127,0.2509881422924901
362,voter,rv,494,1
363,abstention,diego,239,0.4723320158102767
363,abstention,rv,123,0.24308300395256918
363,abstention,why,144,0.2845849802371542
363,voter,rv,494,1
364,abstention,diego,219,0.43280632411067194
364,abstention,rv,136,0.26877470355731226
364,abstention,why,151,0.2984189723320158
364,voter,rv,494,1
365,abstention,diego,231,0.45652173913043476
365,abstention,rv,139,0.274703557312253
365,abstention,why,136,0.26877470355731226
365,voter,rv,494,1
366,abstention,diego,234,0.4624505928853755
366,abstention,rv,130,0.25691699604743085
366,abstention,why,142,0.28063241106719367
366,voter,rv,494,1
367,abstention,diego,220,0.43478260869565216
367,abstention,rv,142,0.28063241106719367
367,abstention,why,144,0.2845849802371542
367,voter,rv,494,1
368,abstention,diego,242,0.4782608695652174
368,abstention,rv,130,0.25691699604743085
368,abstention,why,134,0.2648221343873518
368,voter,rv,494,1
369,abstention,diego,231,0.45652173913043476
369,abstention,rv,128,0.25296442687747034
369,abstention,why,147,0.29051383399209485
369,voter,rv,494,1
370,abstention,diego,224,0.4426877470355731
370,abstention,rv,136,0.26877470355731226
370,abstention,why,146,0.2885375494071146
370,voter,rv,494,1
371,abstention,diego,233,0.46047430830039526
371,abstention,rv,159,0.3142292490118577
371,abstention,why,114,0.22529644268774704
371,voter,rv,494,1
372,abstention,diego,217,0.4288537549407115
372,abstention,rv,162,0.3201581027667984
372,abstention,why,127,0.2509881422924901
372,voter,rv,494,1
373,abstention,diego,227,0.44861660079051385
373,abstention,rv,130,0.25691699604743085
373,abstention,why,149,0.29446640316205536
373,voter,rv,494,1
374,abstention,diego,227,0.44861660079051385
374,abstention,rv,137,0.2707509881422925
374,abstention,why,142,0.28063241106719367
374,voter,rv,494,1
375,abstention,diego,231,0.45652173913043476
375,abstention,rv,128,0.25296442687747034
375,abstention,why,147,0.29051383399209485
375,voter,rv,494,1
376,abstention,diego,249,0.49209486166007904
376,abstention,rv,124,0.2450592885375494
376,abstention,why,133,0.2628458498023715
376,voter,rv,494,1
377,abstention,diego,251,0.49604743083003955
377,abstention,rv,129,0.2549407114624506
377,abstention,why,126,0.2490118577075099
377,voter,rv,494,1
378,abstention,diego,238,0.47035573122529645
378,abstention,rv,128,0.25296442687747034
378,abstention,why,140,0.2766798418972332
378,voter,rv,494,1
379,abstention,diego,219,0.43280632411067194
379,abstention,rv,146,0.2885375494071146
379,abstention,why,141,0.27865612648221344
379,voter,rv,494,1
380,abstention,diego,242,0.4782608695652174
380,abstention,rv,137,0.2707509881422925
380,abstention,why,127,0.2509881422924901
380,voter,rv,494,1
381,abstention,diego,243,0.48023715415019763
381,abstention,rv,133,0.2628458498023715
381,abstention,why,130,0.25691699604743085
381,voter,rv,494,1
382,abstention,diego,253,0.5
382,abstention,rv,122,0.24110671936758893
382,abstention,why,131,0.25889328063241107
382,voter,rv,494,1
383,abstention,diego,234,0.4624505928853755
383,abstention,rv,143,0.2826086956521739
383,abstention,why,129,0.2549407114624506
383,voter,rv,494,1
384,abstention,diego,216,0.4268774703557312
384,abstention,rv,155,0.30632411067193677
384,abstention,why,135,0.26679841897233203
384,voter,rv,494,1
385,abstention,diego,228,0.4505928853754941
385,abstention,rv,137,0.2707509881422925
385,abstention,why,141,0.27865612648221344
385,voter,rv,494,1
386,abstention,diego,261,0.5158102766798419
386,abstention,rv,134,0.2648221343873518
386,abstention,why,111,0.21936758893280633
386,voter,rv,494,1
387,abstention,diego,237,0.4683794466403162
387,abstention,rv,134,0.2648221343873518
387,abstention,why,135,0.26679841897233203
387,voter,rv,494,1
388,abstention,diego,245,0.4841897233201581
388,abstention,rv,135,0.26679841897233203
388,abstention,why,126,0.2490118577075099
388,voter,rv,494,1
389,abstention,diego,228,0.4505928853754941
389,abstention,rv,140,0.2766798418972332
389,abstention,why,138,0.2727272727272727
389,voter,rv,494,1
390,abstention,diego,216,0.4268774703557312
390,abstention,rv,154,0.30434782608695654
390,abstention,why,136,0.26877470355731226
390,voter,rv,494,1
391,abstention,diego,249,0.49209486166007904
391,abstention,rv,131,0.25889328063241107
391,abstention,why,126,0.2490118577075099
391,voter,rv,494,1
392,abstention,diego,227,0.44861660079051385
392,abstention,rv,149,0.29446640316205536
