bootstrap_id,target_sample_type,target_electoral_group,n,prop_bootstrap
156,voter,GREENS_EFA_RENEW,88,0.088
156,voter,GUE_NGL,32,0.032
156,voter,NI,23,0.023
156,voter,PFE_ESN,78,0.078
156,voter,SD,98,0.098
157,abstention,ABSTENTION,506,0.506
157,voter,ECR,53,0.053
157,voter,EPP,122,0.122
157,voter,GREENS_EFA_RENEW,88,0.088
157,voter,GUE_NGL,32,0.032
157,voter,NI,23,0.023
157,voter,PFE_ESN,78,0.078
157,voter,SD,98,0.098
158,abstention,ABSTENTION,506,0.506
158,voter,ECR,53,0.053
158,voter,EPP,122,0.122
158,voter,GREENS_EFA_RENEW,88,0.088
158,voter,GUE_NGL,32,0.032
158,voter,NI,23,0.023
158,voter,PFE_ESN,78,0.078
158,voter,SD,98,0.098
159,abstention,ABSTENTION,506,0.506
159,voter,ECR,53,0.053
159,voter,EPP,122,0.122
159,voter,GREENS_EFA_RENEW,88,0.088
159,voter,GUE_NGL,32,0.032
159,voter,NI,23,0.023
159,voter,PFE_ESN,78,0.078
159,voter,SD,98,0.098
160,abstention,ABSTENTION,506,0.506
160,voter,ECR,53,0.053
160,voter,EPP,122,0.122
160,voter,GREENS_EFA_RENEW,88,0.088
160,voter,GUE_NGL,32,0.032
160,voter,NI,23,0.023
160,voter,PFE_ESN,78,0.078
160,voter,SD,98,0.098
161,abstention,ABSTENTION,506,0.506
161,voter,ECR,53,0.053
161,voter,EPP,122,0.122
161,voter,GREENS_EFA_RENEW,88,0.088
161,voter,GUE_NGL,32,0.032
161,voter,NI,23,0.023
161,voter,PFE_ESN,78,0.078
161,voter,SD,98,0.098
162,abstention,ABSTENTION,506,0.506
162,voter,ECR,53,0.053
162,voter,EPP,122,0.122
162,voter,GREENS_EFA_RENEW,88,0.088
162,voter,GUE_NGL,32,0.032
162,voter,NI,23,0.023
162,voter,PFE_ESN,78,0.078
162,voter,SD,98,0.098
163,abstention,ABSTENTION,506,0.506
163,voter,ECR,53,0.053
163,voter,EPP,122,0.122
163,voter,GREENS_EFA_RENEW,88,0.088
163,voter,GUE_NGL,32,0.032
163,voter,NI,23,0.023
163,voter,PFE_ESN,78,0.078
163,voter,SD,98,0.098
164,abstention,ABSTENTION,506,0.506
164,voter,ECR,53,0.053
164,voter,EPP,122,0.122
164,voter,GREENS_EFA_RENEW,88,0.088
164,voter,GUE_NGL,32,0.032
164,voter,NI,23,0.023
164,voter,PFE_ESN,78,0.078
164,voter,SD,98,0.098
165,abstention,ABSTENTION,506,0.506
165,voter,ECR,53,0.053
165,voter,EPP,122,0.122
165,voter,GREENS_EFA_RENEW,88,0.088
165,voter,GUE_NGL,32,0.032
165,voter,NI,23,0.023
165,voter,PFE_ESN,78,0.078
165,voter,SD,98,0.098
166,abstention,ABSTENTION,506,0.506
166,voter,ECR,53,0.053
166,voter,EPP,122,0.122
166,voter,GREENS_EFA_RENEW,88,0.088
166,voter,GUE_NGL,32,0.032
166,voter,NI,23,0.023
