consensus_factor,id,determinants,mean_selection_frequency,mean_abs_loading
1,EFA1,det_02_credit_score; det_04_added_value; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_32_own_significance,0.49,0.24012435578971097
2,EFA2,det_02_credit_score; det_03_risk_profile; det_13_technical_fit; det_14_environmental_concerns; det_21_rights_and_duties; det_23_support; det_26_novelty; det_29_trends,0.45,0.2204997703398324
3,EFA3,det_03_risk_profile; det_06_climate_protection; det_07_legal; det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_21_rights_and_duties,0.46125,0.2394990535979796
4,EFA4,det_01_profits; det_04_added_value; det_05_frugality; det_09_safety; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_26_novelty,0.5725,0.30818187677817493
5,EFA5,det_05_frugality; det_06_climate_protection; det_12_own_competence; det_14_environmental_concerns; det_22_peer_pressure; det_25_agreement; det_27_fun; det_32_own_significance,0.44625,0.23219057999699022
6,EFA6,det_11_knowledge; det_24_socialising; det_25_agreement; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,0.68625,0.3367049706260156
