"cluster","n_patterns","pct_total_patterns","pct_rest_patterns"
"1",1,1.04166666666667,100
"2",1,1.04166666666667,98.9583333333333
"3",1,1.04166666666667,97.9166666666667
"4",1,1.04166666666667,96.875
"5",1,1.04166666666667,95.8333333333333
"6",1,1.04166666666667,94.7916666666667
"Restantes",90,93.75,0
