"cluster","Early.Adopter","Uninterested","Homo.Economicus","Fearful","Stubborn","Influencer","Careful"
"cluster_1",0,0,0,0,0,0,0
"cluster_2",12.5,60,20,42.8571428571429,33.3333333333333,14.2857142857143,42.8571428571429
"cluster_3",33.3333333333333,0,0,0,0,16.6666666666667,0
"cluster_4",16.6666666666667,0,0,0,0,20,0
"cluster_5",28.5714285714286,33.3333333333333,20,25,33.3333333333333,33.3333333333333,25
"cluster_6",16.6666666666667,20,33.3333333333333,14.2857142857143,20,20,14.2857142857143
