"D","n_patterns_covered","freq_covered","pct_covered"
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,3,8,0.001
5,12,29,0.003625
6,108,20585,2.573125
7,227,21974,2.74675
8,1053,164780,20.5975
9,1377,175141,21.892625
10,4478,629305,78.663125
11,4858,637279,79.659875
12,10557,764553,95.569125
13,10721,765799,95.724875
14,15791,793770,99.22125
15,15826,793833,99.229125
16,18126,799084,99.8855
17,18133,799151,99.893875
18,18604,799924,99.9905
19,18607,799927,99.990875
20,18673,799999,99.999875
