"D","n_patterns_covered","freq_covered","pct_covered"
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,2,52,0.0065
8,10,70,0.00875
9,25,93,0.011625
10,63,144,0.018
11,111,291,0.036375
12,301,732,0.0915
13,416,1202,0.15025
14,885,2648,0.331
15,1105,4531,0.566375
16,3437,18003,2.250375
17,3764,23996,2.9995
18,10688,437206,54.65075
19,10972,449689,56.211125
20,16990,777375,97.171875
