efa_prototype,expert_profile,n_left,n_right,n_common,overlap_left_pct,overlap_right_pct,jaccard_pct,common_determinants
EFA1,Influencer,9,5,4,44.44444444444444,80,40,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EFA2,Careful,8,12,4,50,33.333333333333336,25,det_06_climate_protection; det_10_cost_efficiency; det_14_environmental_concerns; det_16_commitment
EFA3,Stubborn,8,3,3,37.5,100,37.5,det_11_knowledge; det_15_self_satisfaction; det_17_adherence
EFA4,Activist,10,6,5,50,83.33333333333333,45.45454545454545,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
EFA5,Uninterested,8,6,3,37.5,50,27.272727272727273,det_07_legal; det_22_peer_pressure; det_30_authority
EFA6,Careful,15,12,8,53.333333333333336,66.66666666666667,42.10526315789474,det_02_credit_score; det_03_risk_profile; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence
