"D","n_patterns_covered","freq_covered","pct_covered"
0,1,56,0.007
1,4,433,0.054125
2,8,7307,0.913375
3,11,26261,3.282625
4,15,166053,20.756625
5,21,444503,55.562875
6,30,526764,65.8455
7,41,550983,68.872875
8,47,580652,72.5815
9,48,800000,100
10,48,800000,100
11,48,800000,100
12,48,800000,100
13,48,800000,100
14,48,800000,100
15,48,800000,100
16,48,800000,100
17,48,800000,100
18,48,800000,100
19,48,800000,100
20,48,800000,100
