"D","n_patterns_covered","freq_covered","pct_covered"
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,4,8,0.001
7,17,115,0.014375
8,66,718,0.08975
9,585,163676,20.4595
10,893,169208,21.151
11,3585,424985,53.123125
12,3994,436051,54.506375
13,9289,686279,85.784875
14,9486,689957,86.244625
15,14499,789914,98.73925
16,14549,789976,98.747
17,17219,798257,99.782125
18,17225,798277,99.784625
19,17955,799792,99.974
20,17957,799795,99.974375
