"cluster","n_active_dets","active_determinants"
"cluster_1",0,""
"cluster_2",3,"COMPETENCE; AUTONOMY; PHYSICALNESS"
"cluster_3",2,"STIMULATION; POPULARITY"
"cluster_4",1,"POPULARITY"
"cluster_5",1,"COMPETENCE"
"cluster_6",3,"AUTONOMY; PHYSICALNESS; POPULARITY"
"cluster_7",3,"SECURITY; COMPETENCE; AUTONOMY"
"cluster_8",3,"STIMULATION; POPULARITY; MEANING"
