analysis_sample,matrix,h,p,method,left_id,right_id,n_left,n_right,n_common,overlap_left_pct,overlap_right_pct,jaccard_pct,common_determinants
LATAM,Z_ABS,8,7,KMEANS,KM4,Early.Adopter,9,6,2,22.22222222222222,33.333333333333336,15.384615384615385,det_14_environmental_concerns; det_29_trends
LATAM,Z_ABS,8,7,KMEANS,KM5,Careful,8,12,5,62.5,41.666666666666664,33.333333333333336,det_06_climate_protection; det_09_safety; det_14_environmental_concerns; det_16_commitment; det_17_adherence
LATAM,Z_ABS,8,7,KMEANS,KM6,Fearful,9,9,5,55.55555555555556,55.55555555555556,38.46153846153846,det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
LATAM,Z_ABS,8,7,KMEANS,KM7,Influencer,10,5,3,30,60,25,det_22_peer_pressure; det_24_socialising; det_28_recognition
LATAM,Z_ABS,8,7,EFA,EFA1,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
LATAM,Z_ABS,8,7,EFA,EFA2,Early.Adopter,8,6,2,25,33.333333333333336,16.666666666666668,det_14_environmental_concerns; det_26_novelty
LATAM,Z_ABS,8,7,EFA,EFA3,Stubborn,8,3,3,37.5,100,37.5,det_11_knowledge; det_15_self_satisfaction; det_17_adherence
LATAM,Z_ABS,8,7,EFA,EFA4,Fearful,8,9,4,50,44.44444444444444,30.76923076923077,det_02_credit_score; det_03_risk_profile; det_07_legal; det_09_safety
LATAM,Z_ABS,8,7,EFA,EFA5,Homo.Economicus,8,9,7,87.5,77.77777777777777,70,det_01_profits; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
LATAM,Z_ABS,8,7,EFA,EFA6,Careful,13,12,7,53.84615384615385,58.333333333333336,38.888888888888886,det_02_credit_score; det_03_risk_profile; det_09_safety; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence
LATAM,Z_ABS,8,7,EFA,EFA7,Uninterested,8,6,2,25,33.333333333333336,16.666666666666668,det_20_coziness; det_30_authority
LATAM,Z_ABS,8,8,KMEANS,KM1,Careful,12,12,7,58.333333333333336,58.333333333333336,41.1764705882353,det_08_trust; det_09_safety; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence; det_19_wellbeing
LATAM,Z_ABS,8,8,KMEANS,KM2,Fearful,8,9,4,50,44.44444444444444,30.76923076923077,det_02_credit_score; det_03_risk_profile; det_07_legal; det_09_safety
LATAM,Z_ABS,8,8,KMEANS,KM3,Homo.Economicus,8,9,5,62.5,55.55555555555556,41.666666666666664,det_04_added_value; det_07_legal; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction
LATAM,Z_ABS,8,8,KMEANS,KM4,Early.Adopter,9,6,2,22.22222222222222,33.333333333333336,15.384615384615385,det_14_environmental_concerns; det_29_trends
LATAM,Z_ABS,8,8,KMEANS,KM5,Careful,8,12,5,62.5,41.666666666666664,33.333333333333336,det_06_climate_protection; det_09_safety; det_14_environmental_concerns; det_16_commitment; det_17_adherence
LATAM,Z_ABS,8,8,KMEANS,KM6,Fearful,9,9,5,55.55555555555556,55.55555555555556,38.46153846153846,det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
LATAM,Z_ABS,8,8,KMEANS,KM7,Influencer,10,5,3,30,60,25,det_22_peer_pressure; det_24_socialising; det_28_recognition
LATAM,Z_ABS,8,8,KMEANS,KM8,Influencer,10,5,4,40,80,36.36363636363637,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
LATAM,Z_ABS,8,8,EFA,EFA1,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
LATAM,Z_ABS,8,8,EFA,EFA2,Early.Adopter,8,6,2,25,33.333333333333336,16.666666666666668,det_14_environmental_concerns; det_26_novelty
LATAM,Z_ABS,8,8,EFA,EFA3,Stubborn,8,3,3,37.5,100,37.5,det_11_knowledge; det_15_self_satisfaction; det_17_adherence
LATAM,Z_ABS,8,8,EFA,EFA4,Fearful,8,9,4,50,44.44444444444444,30.76923076923077,det_02_credit_score; det_03_risk_profile; det_07_legal; det_09_safety
LATAM,Z_ABS,8,8,EFA,EFA5,Homo.Economicus,8,9,7,87.5,77.77777777777777,70,det_01_profits; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
LATAM,Z_ABS,8,8,EFA,EFA6,Careful,13,12,7,53.84615384615385,58.333333333333336,38.888888888888886,det_02_credit_score; det_03_risk_profile; det_09_safety; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence
LATAM,Z_ABS,8,8,EFA,EFA7,Uninterested,8,6,2,25,33.333333333333336,16.666666666666668,det_20_coziness; det_30_authority
LATAM,Z_ABS,8,8,EFA,EFA8,Activist,9,6,4,44.44444444444444,66.66666666666667,36.36363636363637,det_08_trust; det_15_self_satisfaction; det_16_commitment; det_17_adherence
DIEGO,RAW,2,4,KMEANS,KM1,Influencer,9,5,4,44.44444444444444,80,40,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,4,KMEANS,KM2,Influencer,12,5,4,33.333333333333336,80,30.76923076923077,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,4,KMEANS,KM3,Influencer,8,5,3,37.5,60,30,det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,4,KMEANS,KM4,Activist,10,6,5,50,83.33333333333333,45.45454545454545,det_08_trust; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
DIEGO,RAW,2,4,EFA,EFA1,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,4,EFA,EFA2,Fearful,8,9,3,37.5,33.333333333333336,21.428571428571427,det_02_credit_score; det_10_cost_efficiency; det_19_wellbeing
DIEGO,RAW,2,4,EFA,EFA3,Uninterested,8,6,3,37.5,50,27.272727272727273,det_19_wellbeing; det_20_coziness; det_22_peer_pressure
DIEGO,RAW,2,4,EFA,EFA4,Uninterested,10,6,3,30,50,23.076923076923077,det_07_legal; det_19_wellbeing; det_22_peer_pressure
DIEGO,RAW,2,5,KMEANS,KM1,Influencer,9,5,4,44.44444444444444,80,40,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,5,KMEANS,KM2,Influencer,12,5,4,33.333333333333336,80,30.76923076923077,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,5,KMEANS,KM3,Influencer,8,5,3,37.5,60,30,det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,5,KMEANS,KM4,Activist,10,6,5,50,83.33333333333333,45.45454545454545,det_08_trust; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
DIEGO,RAW,2,5,KMEANS,KM5,Influencer,9,5,3,33.333333333333336,60,27.272727272727273,det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,5,EFA,EFA1,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,5,EFA,EFA2,Fearful,8,9,3,37.5,33.333333333333336,21.428571428571427,det_02_credit_score; det_10_cost_efficiency; det_19_wellbeing
DIEGO,RAW,2,5,EFA,EFA3,Uninterested,8,6,3,37.5,50,27.272727272727273,det_19_wellbeing; det_20_coziness; det_22_peer_pressure
DIEGO,RAW,2,5,EFA,EFA4,Uninterested,10,6,3,30,50,23.076923076923077,det_07_legal; det_19_wellbeing; det_22_peer_pressure
DIEGO,RAW,2,5,EFA,EFA5,Influencer,8,5,3,37.5,60,30,det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,6,KMEANS,KM1,Influencer,9,5,4,44.44444444444444,80,40,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,6,KMEANS,KM2,Influencer,12,5,4,33.333333333333336,80,30.76923076923077,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,6,KMEANS,KM3,Influencer,8,5,3,37.5,60,30,det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,6,KMEANS,KM4,Activist,10,6,5,50,83.33333333333333,45.45454545454545,det_08_trust; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
DIEGO,RAW,2,6,KMEANS,KM5,Influencer,9,5,3,33.333333333333336,60,27.272727272727273,det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,6,KMEANS,KM6,Influencer,8,5,2,25,40,18.181818181818183,det_28_recognition; det_31_approval
DIEGO,RAW,2,6,EFA,EFA1,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,6,EFA,EFA2,Fearful,8,9,3,37.5,33.333333333333336,21.428571428571427,det_02_credit_score; det_10_cost_efficiency; det_19_wellbeing
DIEGO,RAW,2,6,EFA,EFA3,Uninterested,8,6,3,37.5,50,27.272727272727273,det_19_wellbeing; det_20_coziness; det_22_peer_pressure
DIEGO,RAW,2,6,EFA,EFA4,Uninterested,10,6,3,30,50,23.076923076923077,det_07_legal; det_19_wellbeing; det_22_peer_pressure
DIEGO,RAW,2,6,EFA,EFA5,Influencer,8,5,3,37.5,60,30,det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,6,EFA,EFA6,Fearful,8,9,3,37.5,33.333333333333336,21.428571428571427,det_02_credit_score; det_10_cost_efficiency; det_19_wellbeing
DIEGO,RAW,2,7,KMEANS,KM1,Influencer,9,5,4,44.44444444444444,80,40,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,7,KMEANS,KM2,Influencer,12,5,4,33.333333333333336,80,30.76923076923077,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,7,KMEANS,KM3,Influencer,8,5,3,37.5,60,30,det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,7,KMEANS,KM4,Activist,10,6,5,50,83.33333333333333,45.45454545454545,det_08_trust; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
DIEGO,RAW,2,7,KMEANS,KM5,Influencer,9,5,3,33.333333333333336,60,27.272727272727273,det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,7,KMEANS,KM6,Influencer,8,5,2,25,40,18.181818181818183,det_28_recognition; det_31_approval
DIEGO,RAW,2,7,KMEANS,KM7,Homo.Economicus,11,9,5,45.45454545454545,55.55555555555556,33.333333333333336,det_04_added_value; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_15_self_satisfaction
DIEGO,RAW,2,7,EFA,EFA1,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,7,EFA,EFA2,Fearful,8,9,3,37.5,33.333333333333336,21.428571428571427,det_02_credit_score; det_10_cost_efficiency; det_19_wellbeing
DIEGO,RAW,2,7,EFA,EFA3,Uninterested,8,6,3,37.5,50,27.272727272727273,det_19_wellbeing; det_20_coziness; det_22_peer_pressure
DIEGO,RAW,2,7,EFA,EFA4,Uninterested,10,6,3,30,50,23.076923076923077,det_07_legal; det_19_wellbeing; det_22_peer_pressure
DIEGO,RAW,2,7,EFA,EFA5,Influencer,8,5,3,37.5,60,30,det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,7,EFA,EFA6,Fearful,8,9,3,37.5,33.333333333333336,21.428571428571427,det_02_credit_score; det_10_cost_efficiency; det_19_wellbeing
DIEGO,RAW,2,7,EFA,EFA7,Influencer,9,5,4,44.44444444444444,80,40,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,8,KMEANS,KM1,Influencer,9,5,4,44.44444444444444,80,40,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,8,KMEANS,KM2,Influencer,12,5,4,33.333333333333336,80,30.76923076923077,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,8,KMEANS,KM3,Influencer,8,5,3,37.5,60,30,det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,8,KMEANS,KM4,Activist,10,6,5,50,83.33333333333333,45.45454545454545,det_08_trust; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
DIEGO,RAW,2,8,KMEANS,KM5,Influencer,9,5,3,33.333333333333336,60,27.272727272727273,det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,8,KMEANS,KM6,Influencer,8,5,2,25,40,18.181818181818183,det_28_recognition; det_31_approval
DIEGO,RAW,2,8,KMEANS,KM7,Homo.Economicus,11,9,5,45.45454545454545,55.55555555555556,33.333333333333336,det_04_added_value; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_15_self_satisfaction
DIEGO,RAW,2,8,KMEANS,KM8,Activist,11,6,5,45.45454545454545,83.33333333333333,41.666666666666664,det_08_trust; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
DIEGO,RAW,2,8,EFA,EFA1,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,8,EFA,EFA2,Fearful,8,9,3,37.5,33.333333333333336,21.428571428571427,det_02_credit_score; det_10_cost_efficiency; det_19_wellbeing
DIEGO,RAW,2,8,EFA,EFA3,Uninterested,8,6,3,37.5,50,27.272727272727273,det_19_wellbeing; det_20_coziness; det_22_peer_pressure
DIEGO,RAW,2,8,EFA,EFA4,Uninterested,10,6,3,30,50,23.076923076923077,det_07_legal; det_19_wellbeing; det_22_peer_pressure
DIEGO,RAW,2,8,EFA,EFA5,Influencer,8,5,3,37.5,60,30,det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,8,EFA,EFA6,Fearful,8,9,3,37.5,33.333333333333336,21.428571428571427,det_02_credit_score; det_10_cost_efficiency; det_19_wellbeing
DIEGO,RAW,2,8,EFA,EFA7,Influencer,9,5,4,44.44444444444444,80,40,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,2,8,EFA,EFA8,Activist,8,6,5,62.5,83.33333333333333,55.55555555555556,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment
DIEGO,RAW,3,4,KMEANS,KM1,Influencer,9,5,4,44.44444444444444,80,40,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,3,4,KMEANS,KM2,Influencer,13,5,4,30.76923076923077,80,28.571428571428573,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,3,4,KMEANS,KM3,Influencer,8,5,3,37.5,60,30,det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,3,4,KMEANS,KM4,Activist,10,6,5,50,83.33333333333333,45.45454545454545,det_08_trust; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
DIEGO,RAW,3,4,EFA,EFA1,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,3,4,EFA,EFA2,Fearful,8,9,3,37.5,33.333333333333336,21.428571428571427,det_02_credit_score; det_10_cost_efficiency; det_19_wellbeing
DIEGO,RAW,3,4,EFA,EFA3,Uninterested,8,6,3,37.5,50,27.272727272727273,det_19_wellbeing; det_20_coziness; det_22_peer_pressure
DIEGO,RAW,3,4,EFA,EFA4,Uninterested,10,6,3,30,50,23.076923076923077,det_07_legal; det_19_wellbeing; det_22_peer_pressure
DIEGO,RAW,3,5,KMEANS,KM1,Influencer,9,5,4,44.44444444444444,80,40,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,3,5,KMEANS,KM2,Influencer,13,5,4,30.76923076923077,80,28.571428571428573,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,3,5,KMEANS,KM3,Influencer,8,5,3,37.5,60,30,det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,3,5,KMEANS,KM4,Activist,10,6,5,50,83.33333333333333,45.45454545454545,det_08_trust; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
DIEGO,RAW,3,5,KMEANS,KM5,Influencer,9,5,3,33.333333333333336,60,27.272727272727273,det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,3,5,EFA,EFA1,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,3,5,EFA,EFA2,Fearful,8,9,3,37.5,33.333333333333336,21.428571428571427,det_02_credit_score; det_10_cost_efficiency; det_19_wellbeing
DIEGO,RAW,3,5,EFA,EFA3,Uninterested,8,6,3,37.5,50,27.272727272727273,det_19_wellbeing; det_20_coziness; det_22_peer_pressure
DIEGO,RAW,3,5,EFA,EFA4,Uninterested,10,6,3,30,50,23.076923076923077,det_07_legal; det_19_wellbeing; det_22_peer_pressure
DIEGO,RAW,3,5,EFA,EFA5,Influencer,8,5,3,37.5,60,30,det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,3,6,KMEANS,KM1,Influencer,9,5,4,44.44444444444444,80,40,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,3,6,KMEANS,KM2,Influencer,13,5,4,30.76923076923077,80,28.571428571428573,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,3,6,KMEANS,KM3,Influencer,8,5,3,37.5,60,30,det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,3,6,KMEANS,KM4,Activist,10,6,5,50,83.33333333333333,45.45454545454545,det_08_trust; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
DIEGO,RAW,3,6,KMEANS,KM5,Influencer,9,5,3,33.333333333333336,60,27.272727272727273,det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,3,6,KMEANS,KM6,Influencer,9,5,2,22.22222222222222,40,16.666666666666668,det_28_recognition; det_31_approval
DIEGO,RAW,3,6,EFA,EFA1,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,3,6,EFA,EFA2,Fearful,8,9,3,37.5,33.333333333333336,21.428571428571427,det_02_credit_score; det_10_cost_efficiency; det_19_wellbeing
DIEGO,RAW,3,6,EFA,EFA3,Uninterested,8,6,3,37.5,50,27.272727272727273,det_19_wellbeing; det_20_coziness; det_22_peer_pressure
DIEGO,RAW,3,6,EFA,EFA4,Uninterested,10,6,3,30,50,23.076923076923077,det_07_legal; det_19_wellbeing; det_22_peer_pressure
DIEGO,RAW,3,6,EFA,EFA5,Influencer,8,5,3,37.5,60,30,det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,3,6,EFA,EFA6,Fearful,8,9,3,37.5,33.333333333333336,21.428571428571427,det_02_credit_score; det_10_cost_efficiency; det_19_wellbeing
DIEGO,RAW,3,7,KMEANS,KM1,Influencer,9,5,4,44.44444444444444,80,40,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,3,7,KMEANS,KM2,Influencer,13,5,4,30.76923076923077,80,28.571428571428573,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,3,7,KMEANS,KM3,Influencer,8,5,3,37.5,60,30,det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,3,7,KMEANS,KM4,Activist,10,6,5,50,83.33333333333333,45.45454545454545,det_08_trust; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
DIEGO,RAW,3,7,KMEANS,KM5,Influencer,9,5,3,33.333333333333336,60,27.272727272727273,det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,3,7,KMEANS,KM6,Influencer,9,5,2,22.22222222222222,40,16.666666666666668,det_28_recognition; det_31_approval
DIEGO,RAW,3,7,KMEANS,KM7,Influencer,8,5,3,37.5,60,30,det_22_peer_pressure; det_28_recognition; det_31_approval
DIEGO,RAW,3,7,EFA,EFA1,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,3,7,EFA,EFA2,Fearful,8,9,3,37.5,33.333333333333336,21.428571428571427,det_02_credit_score; det_10_cost_efficiency; det_19_wellbeing
DIEGO,RAW,3,7,EFA,EFA3,Uninterested,8,6,3,37.5,50,27.272727272727273,det_19_wellbeing; det_20_coziness; det_22_peer_pressure
DIEGO,RAW,3,7,EFA,EFA4,Uninterested,10,6,3,30,50,23.076923076923077,det_07_legal; det_19_wellbeing; det_22_peer_pressure
DIEGO,RAW,3,7,EFA,EFA5,Influencer,8,5,3,37.5,60,30,det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,3,7,EFA,EFA6,Fearful,8,9,3,37.5,33.333333333333336,21.428571428571427,det_02_credit_score; det_10_cost_efficiency; det_19_wellbeing
DIEGO,RAW,3,7,EFA,EFA7,Activist,8,6,5,62.5,83.33333333333333,55.55555555555556,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment
DIEGO,RAW,3,8,KMEANS,KM1,Influencer,9,5,4,44.44444444444444,80,40,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,3,8,KMEANS,KM2,Influencer,13,5,4,30.76923076923077,80,28.571428571428573,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,3,8,KMEANS,KM3,Influencer,8,5,3,37.5,60,30,det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,3,8,KMEANS,KM4,Activist,10,6,5,50,83.33333333333333,45.45454545454545,det_08_trust; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
DIEGO,RAW,3,8,KMEANS,KM5,Influencer,9,5,3,33.333333333333336,60,27.272727272727273,det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,3,8,KMEANS,KM6,Influencer,9,5,2,22.22222222222222,40,16.666666666666668,det_28_recognition; det_31_approval
DIEGO,RAW,3,8,KMEANS,KM7,Influencer,8,5,3,37.5,60,30,det_22_peer_pressure; det_28_recognition; det_31_approval
DIEGO,RAW,3,8,KMEANS,KM8,Homo.Economicus,12,9,7,58.333333333333336,77.77777777777777,50,det_04_added_value; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
DIEGO,RAW,3,8,EFA,EFA1,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,3,8,EFA,EFA2,Fearful,8,9,3,37.5,33.333333333333336,21.428571428571427,det_02_credit_score; det_10_cost_efficiency; det_19_wellbeing
DIEGO,RAW,3,8,EFA,EFA3,Uninterested,8,6,3,37.5,50,27.272727272727273,det_19_wellbeing; det_20_coziness; det_22_peer_pressure
DIEGO,RAW,3,8,EFA,EFA4,Uninterested,10,6,3,30,50,23.076923076923077,det_07_legal; det_19_wellbeing; det_22_peer_pressure
DIEGO,RAW,3,8,EFA,EFA5,Influencer,8,5,3,37.5,60,30,det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,3,8,EFA,EFA6,Fearful,8,9,3,37.5,33.333333333333336,21.428571428571427,det_02_credit_score; det_10_cost_efficiency; det_19_wellbeing
DIEGO,RAW,3,8,EFA,EFA7,Activist,8,6,5,62.5,83.33333333333333,55.55555555555556,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment
DIEGO,RAW,3,8,EFA,EFA8,Influencer,10,5,4,40,80,36.36363636363637,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,4,4,KMEANS,KM1,Influencer,9,5,4,44.44444444444444,80,40,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,4,4,KMEANS,KM2,Influencer,14,5,4,28.571428571428573,80,26.666666666666668,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,4,4,KMEANS,KM3,Influencer,8,5,3,37.5,60,30,det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,4,4,KMEANS,KM4,Activist,10,6,5,50,83.33333333333333,45.45454545454545,det_08_trust; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
DIEGO,RAW,4,4,EFA,EFA1,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,4,4,EFA,EFA2,Fearful,8,9,3,37.5,33.333333333333336,21.428571428571427,det_02_credit_score; det_10_cost_efficiency; det_19_wellbeing
DIEGO,RAW,4,4,EFA,EFA3,Uninterested,8,6,3,37.5,50,27.272727272727273,det_19_wellbeing; det_20_coziness; det_22_peer_pressure
DIEGO,RAW,4,4,EFA,EFA4,Uninterested,10,6,3,30,50,23.076923076923077,det_07_legal; det_19_wellbeing; det_22_peer_pressure
DIEGO,RAW,4,5,KMEANS,KM1,Influencer,9,5,4,44.44444444444444,80,40,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,4,5,KMEANS,KM2,Influencer,14,5,4,28.571428571428573,80,26.666666666666668,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,4,5,KMEANS,KM3,Influencer,8,5,3,37.5,60,30,det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,4,5,KMEANS,KM4,Activist,10,6,5,50,83.33333333333333,45.45454545454545,det_08_trust; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
DIEGO,RAW,4,5,KMEANS,KM5,Influencer,9,5,2,22.22222222222222,40,16.666666666666668,det_28_recognition; det_31_approval
DIEGO,RAW,4,5,EFA,EFA1,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,4,5,EFA,EFA2,Fearful,8,9,3,37.5,33.333333333333336,21.428571428571427,det_02_credit_score; det_10_cost_efficiency; det_19_wellbeing
DIEGO,RAW,4,5,EFA,EFA3,Uninterested,8,6,3,37.5,50,27.272727272727273,det_19_wellbeing; det_20_coziness; det_22_peer_pressure
DIEGO,RAW,4,5,EFA,EFA4,Uninterested,10,6,3,30,50,23.076923076923077,det_07_legal; det_19_wellbeing; det_22_peer_pressure
DIEGO,RAW,4,5,EFA,EFA5,Activist,8,6,5,62.5,83.33333333333333,55.55555555555556,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment
DIEGO,RAW,4,6,KMEANS,KM1,Influencer,9,5,4,44.44444444444444,80,40,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,4,6,KMEANS,KM2,Influencer,14,5,4,28.571428571428573,80,26.666666666666668,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,RAW,4,6,KMEANS,KM3,Influencer,8,5,3,37.5,60,30,det_24_socialising; det_28_recognition; det_31_approval
