"cluster","best_match","pct_match","active_determinants","n_active_dets"
"cluster_1","Careful",100,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS",5
"cluster_2","Fearful",44.4444444444444,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS; RELATEDNESS; STIMULATION; POPULARITY; MEANING",9
"cluster_3","Stubborn",100,"COMPETENCE; AUTONOMY",2
"cluster_4","Homo.Economicus",66.6666666666667,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; RELATEDNESS; POPULARITY",6
"cluster_5","Uninterested",20,"RELATEDNESS",1
"cluster_6","Activist",50,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; STIMULATION; MEANING",6
"cluster_7","Influencer",42.8571428571429,"FINANCIAL; SECURITY; RELATEDNESS; STIMULATION; POPULARITY; MEANING",6
