"scenario","type","reference","K","D","n_clusters","n_matched","pct_matched","mean_jaccard_exclusive"
"100-9-top3","pos","kmeans",8,0,8,8,100,39.1964285714286
"100-9-top3","pos","kmeans",8,2,8,8,100,36.3938492063492
"100-9-top3","pos","kmeans",8,4,2,2,100,51.4285714285714
"100-9-top3","pos","kmeans",8,6,1,1,100,60
"100-9-top3","pos","kmeans",8,8,1,1,100,60
"100-9-top3","pos","kmeans",8,10,1,1,100,60
"10-9-top3","ext","sins",1,0,1,1,100,0
"10-9-top3","ext","sins",1,2,1,1,100,0
"10-9-top3","ext","sins",1,4,1,1,100,0
"10-9-top3","ext","sins",1,6,1,1,100,0
"10-9-top3","ext","sins",1,8,1,1,100,0
"10-9-top3","ext","sins",1,10,1,1,100,0
"10-9-top3","ext","sins",2,0,2,2,100,30
"10-9-top3","ext","sins",2,2,2,2,100,30
"10-9-top3","ext","sins",2,4,1,1,100,0
"10-9-top3","ext","sins",2,6,1,1,100,0
"10-9-top3","ext","sins",2,8,1,1,100,0
"10-9-top3","ext","sins",2,10,1,1,100,0
"10-9-top3","ext","sins",3,0,3,3,100,31.1111111111111
"10-9-top3","ext","sins",3,2,3,3,100,36.6666666666667
"10-9-top3","ext","sins",3,4,1,1,100,0
"10-9-top3","ext","sins",3,6,1,1,100,0
"10-9-top3","ext","sins",3,8,1,1,100,0
"10-9-top3","ext","sins",3,10,1,1,100,0
"10-9-top3","ext","sins",4,0,4,4,100,28.3333333333333
"10-9-top3","ext","sins",4,2,4,4,100,40
"10-9-top3","ext","sins",4,4,1,1,100,0
"10-9-top3","ext","sins",4,6,1,1,100,0
"10-9-top3","ext","sins",4,8,1,1,100,0
"10-9-top3","ext","sins",4,10,1,1,100,0
"10-9-top3","ext","sins",5,0,5,5,100,29.3333333333333
"10-9-top3","ext","sins",5,2,5,5,100,38.6666666666667
"10-9-top3","ext","sins",5,4,1,1,100,0
"10-9-top3","ext","sins",5,6,1,1,100,0
"10-9-top3","ext","sins",5,8,1,1,100,0
"10-9-top3","ext","sins",5,10,1,1,100,0
"10-9-top3","ext","sins",6,0,6,6,100,28.6111111111111
"10-9-top3","ext","sins",6,2,6,6,100,37.7777777777778
"10-9-top3","ext","sins",6,4,1,1,100,0
"10-9-top3","ext","sins",6,6,1,1,100,0
"10-9-top3","ext","sins",6,8,1,1,100,0
"10-9-top3","ext","sins",6,10,1,1,100,0
"10-9-top3","ext","sins",7,0,7,7,100,33.0952380952381
"10-9-top3","ext","sins",7,2,7,7,100,38.5034013605442
"10-9-top3","ext","sins",7,4,1,1,100,0
"10-9-top3","ext","sins",7,6,1,1,100,0
"10-9-top3","ext","sins",7,8,1,1,100,0
"10-9-top3","ext","sins",7,10,1,1,100,0
"10-9-top3","ext","sins",8,0,8,7,87.5,35.4761904761905
"10-9-top3","ext","sins",8,2,8,7,87.5,45.8843537414966
"10-9-top3","ext","sins",8,4,1,1,100,0
"10-9-top3","ext","sins",8,6,1,1,100,0
"10-9-top3","ext","sins",8,8,1,1,100,0
"10-9-top3","ext","sins",8,10,1,1,100,0
"10-9-top3","pos","sins",1,0,1,1,100,60
"10-9-top3","pos","sins",1,2,1,1,100,60
"10-9-top3","pos","sins",1,4,1,1,100,60
"10-9-top3","pos","sins",1,6,1,1,100,60
"10-9-top3","pos","sins",1,8,1,1,100,60
"10-9-top3","pos","sins",1,10,1,1,100,60
"10-9-top3","pos","sins",2,0,2,2,100,60
"10-9-top3","pos","sins",2,2,2,2,100,80
"10-9-top3","pos","sins",2,4,2,2,100,55
"10-9-top3","pos","sins",2,6,1,1,100,60
"10-9-top3","pos","sins",2,8,1,1,100,60
"10-9-top3","pos","sins",2,10,1,1,100,60
"10-9-top3","pos","sins",3,0,3,3,100,56.6666666666667
"10-9-top3","pos","sins",3,2,3,3,100,64.4444444444444
"10-9-top3","pos","sins",3,4,3,3,100,53.3333333333333
"10-9-top3","pos","sins",3,6,1,1,100,60
"10-9-top3","pos","sins",3,8,1,1,100,60
"10-9-top3","pos","sins",3,10,1,1,100,60
"10-9-top3","pos","sins",4,0,4,4,100,53.2142857142857
"10-9-top3","pos","sins",4,2,4,4,100,55.4761904761905
"10-9-top3","pos","sins",4,4,3,3,100,53.3333333333333
"10-9-top3","pos","sins",4,6,1,1,100,60
"10-9-top3","pos","sins",4,8,1,1,100,60
