"D","assigned_pct","unassigned_pct"
0,0.0321302345507122,99.9678697654493
1,0.176716290028917,99.8232837099711
2,3.60929634786334,96.3907036521367
3,5.19438791903181,94.8056120809682
4,30.6950840741137,69.3049159258863
5,32.4408268180358,67.5591731819642
6,72.528649459141,27.4713505408589
7,71.6236478526293,28.3763521473707
8,85.878761914962,14.121238085038
9,85.9483774231552,14.0516225768448
10,96.0479811502624,3.9520188497376
11,96.9369176394988,3.06308236050123
12,98.8754417907251,1.12455820927493
13,99.5823069508407,0.417693049159259
14,100,0
15,100,0
16,100,0
17,100,0
18,100,0
19,100,0
20,100,0
