left_id,right_id,matching_similarity_pct
KM1,Stubborn,37.5
KM2,Influencer,55.55555555555556
KM3,Homo.Economicus,50
KM4,Careful,50
KM5,Fearful,23.529411764705884
KM6,Activist,46.15384615384615
