"cluster","Early.Adopter","Uninterested","Homo.Economicus","Fearful","Stubborn","Influencer","Careful","Activist"
"cluster_1",40,33.3333333333333,40,40,66.6666666666667,16.6666666666667,60,50
"cluster_2",40,33.3333333333333,75,40,66.6666666666667,16.6666666666667,60,100
"cluster_3",40,14.2857142857143,75,40,66.6666666666667,16.6666666666667,60,50
"cluster_4",16.6666666666667,33.3333333333333,40,40,25,0,60,50
"cluster_5",16.6666666666667,14.2857142857143,40,40,25,0,60,20
"cluster_6",50,16.6666666666667,50,20,100,20,40,66.6666666666667
"cluster_7",40,14.2857142857143,16.6666666666667,16.6666666666667,25,16.6666666666667,33.3333333333333,20
