consensus_factor,id,determinants,mean_selection_frequency,mean_abs_loading
1,EFA1,det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_21_rights_and_duties,0.64375,0.2686122435219561
2,EFA2,det_02_credit_score; det_07_legal; det_08_trust; det_09_safety; det_13_technical_fit; det_17_adherence; det_20_coziness; det_21_rights_and_duties,0.58125,0.2383283265254608
3,EFA3,det_02_credit_score; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_25_agreement; det_26_novelty; det_27_fun; det_32_own_significance,0.6625,0.2795745765621549
4,EFA4,det_22_peer_pressure; det_23_support; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,0.8925,0.42979903511098033
5,EFA5,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_17_adherence; det_21_rights_and_duties; det_27_fun,0.74375,0.3135137442795887
6,EFA6,det_04_added_value; det_06_climate_protection; det_07_legal; det_08_trust; det_14_environmental_concerns; det_17_adherence; det_23_support; det_32_own_significance,0.80875,0.34091470404298485
