"cluster","n_patterns","pct_total_patterns","pct_rest_patterns"
"1",2390,12.798543429367,100
"2",1826,9.77830138160009,87.201456570633
"3",430,2.30266680946771,77.4231551890329
"Restantes",14028,75.1204883795652,0
