bootstrap_id,political_profile,n,prop
280,Left,53,0.13838120104438642
280,Moderate,131,0.34203655352480417
280,Right,199,0.5195822454308094
281,Left,53,0.13838120104438642
281,Moderate,131,0.34203655352480417
281,Right,199,0.5195822454308094
282,Left,53,0.13838120104438642
282,Moderate,131,0.34203655352480417
282,Right,199,0.5195822454308094
283,Left,53,0.13838120104438642
283,Moderate,131,0.34203655352480417
283,Right,199,0.5195822454308094
284,Left,53,0.13838120104438642
284,Moderate,131,0.34203655352480417
284,Right,199,0.5195822454308094
285,Left,53,0.13838120104438642
285,Moderate,131,0.34203655352480417
285,Right,199,0.5195822454308094
286,Left,53,0.13838120104438642
286,Moderate,131,0.34203655352480417
286,Right,199,0.5195822454308094
287,Left,53,0.13838120104438642
287,Moderate,131,0.34203655352480417
287,Right,199,0.5195822454308094
288,Left,53,0.13838120104438642
288,Moderate,131,0.34203655352480417
288,Right,199,0.5195822454308094
289,Left,53,0.13838120104438642
289,Moderate,131,0.34203655352480417
289,Right,199,0.5195822454308094
290,Left,53,0.13838120104438642
290,Moderate,131,0.34203655352480417
290,Right,199,0.5195822454308094
291,Left,53,0.13838120104438642
291,Moderate,131,0.34203655352480417
291,Right,199,0.5195822454308094
292,Left,53,0.13838120104438642
292,Moderate,131,0.34203655352480417
292,Right,199,0.5195822454308094
293,Left,53,0.13838120104438642
293,Moderate,131,0.34203655352480417
293,Right,199,0.5195822454308094
294,Left,53,0.13838120104438642
294,Moderate,131,0.34203655352480417
294,Right,199,0.5195822454308094
295,Left,53,0.13838120104438642
295,Moderate,131,0.34203655352480417
295,Right,199,0.5195822454308094
296,Left,53,0.13838120104438642
296,Moderate,131,0.34203655352480417
296,Right,199,0.5195822454308094
297,Left,53,0.13838120104438642
297,Moderate,131,0.34203655352480417
297,Right,199,0.5195822454308094
298,Left,53,0.13838120104438642
298,Moderate,131,0.34203655352480417
298,Right,199,0.5195822454308094
299,Left,53,0.13838120104438642
299,Moderate,131,0.34203655352480417
299,Right,199,0.5195822454308094
300,Left,53,0.13838120104438642
300,Moderate,131,0.34203655352480417
300,Right,199,0.5195822454308094
301,Left,53,0.13838120104438642
301,Moderate,131,0.34203655352480417
301,Right,199,0.5195822454308094
302,Left,53,0.13838120104438642
302,Moderate,131,0.34203655352480417
302,Right,199,0.5195822454308094
303,Left,53,0.13838120104438642
303,Moderate,131,0.34203655352480417
303,Right,199,0.5195822454308094
304,Left,53,0.13838120104438642
304,Moderate,131,0.34203655352480417
304,Right,199,0.5195822454308094
305,Left,53,0.13838120104438642
305,Moderate,131,0.34203655352480417
305,Right,199,0.5195822454308094
306,Left,53,0.13838120104438642
306,Moderate,131,0.34203655352480417
306,Right,199,0.5195822454308094
307,Left,53,0.13838120104438642
307,Moderate,131,0.34203655352480417
307,Right,199,0.5195822454308094
308,Left,53,0.13838120104438642
308,Moderate,131,0.34203655352480417
308,Right,199,0.5195822454308094
309,Left,53,0.13838120104438642
309,Moderate,131,0.34203655352480417
309,Right,199,0.5195822454308094
310,Left,53,0.13838120104438642
310,Moderate,131,0.34203655352480417
310,Right,199,0.5195822454308094
311,Left,53,0.13838120104438642
311,Moderate,131,0.34203655352480417
311,Right,199,0.5195822454308094
312,Left,53,0.13838120104438642
312,Moderate,131,0.34203655352480417
312,Right,199,0.5195822454308094
313,Left,53,0.13838120104438642
313,Moderate,131,0.34203655352480417
313,Right,199,0.5195822454308094
314,Left,53,0.13838120104438642
314,Moderate,131,0.34203655352480417
314,Right,199,0.5195822454308094
315,Left,53,0.13838120104438642
315,Moderate,131,0.34203655352480417
315,Right,199,0.5195822454308094
316,Left,53,0.13838120104438642
316,Moderate,131,0.34203655352480417
316,Right,199,0.5195822454308094
317,Left,53,0.13838120104438642
317,Moderate,131,0.34203655352480417
317,Right,199,0.5195822454308094
318,Left,53,0.13838120104438642
318,Moderate,131,0.34203655352480417
318,Right,199,0.5195822454308094
319,Left,53,0.13838120104438642
319,Moderate,131,0.34203655352480417
319,Right,199,0.5195822454308094
320,Left,53,0.13838120104438642
320,Moderate,131,0.34203655352480417
320,Right,199,0.5195822454308094
321,Left,53,0.13838120104438642
321,Moderate,131,0.34203655352480417
321,Right,199,0.5195822454308094
322,Left,53,0.13838120104438642
322,Moderate,131,0.34203655352480417
322,Right,199,0.5195822454308094
323,Left,53,0.13838120104438642
323,Moderate,131,0.34203655352480417
323,Right,199,0.5195822454308094
324,Left,53,0.13838120104438642
324,Moderate,131,0.34203655352480417
324,Right,199,0.5195822454308094
325,Left,53,0.13838120104438642
325,Moderate,131,0.34203655352480417
325,Right,199,0.5195822454308094
326,Left,53,0.13838120104438642
326,Moderate,131,0.34203655352480417
326,Right,199,0.5195822454308094
327,Left,53,0.13838120104438642
327,Moderate,131,0.34203655352480417
327,Right,199,0.5195822454308094
328,Left,53,0.13838120104438642
328,Moderate,131,0.34203655352480417
328,Right,199,0.5195822454308094
329,Left,53,0.13838120104438642
329,Moderate,131,0.34203655352480417
329,Right,199,0.5195822454308094
330,Left,53,0.13838120104438642
330,Moderate,131,0.34203655352480417
330,Right,199,0.5195822454308094
331,Left,53,0.13838120104438642
331,Moderate,131,0.34203655352480417
331,Right,199,0.5195822454308094
332,Left,53,0.13838120104438642
332,Moderate,131,0.34203655352480417
332,Right,199,0.5195822454308094
333,Left,53,0.13838120104438642
333,Moderate,131,0.34203655352480417
333,Right,199,0.5195822454308094
334,Left,53,0.13838120104438642
334,Moderate,131,0.34203655352480417
334,Right,199,0.5195822454308094
335,Left,53,0.13838120104438642
335,Moderate,131,0.34203655352480417
335,Right,199,0.5195822454308094
336,Left,53,0.13838120104438642
336,Moderate,131,0.34203655352480417
336,Right,199,0.5195822454308094
337,Left,53,0.13838120104438642
337,Moderate,131,0.34203655352480417
337,Right,199,0.5195822454308094
338,Left,53,0.13838120104438642
338,Moderate,131,0.34203655352480417
338,Right,199,0.5195822454308094
339,Left,53,0.13838120104438642
339,Moderate,131,0.34203655352480417
339,Right,199,0.5195822454308094
340,Left,53,0.13838120104438642
340,Moderate,131,0.34203655352480417
340,Right,199,0.5195822454308094
341,Left,53,0.13838120104438642
341,Moderate,131,0.34203655352480417
341,Right,199,0.5195822454308094
342,Left,53,0.13838120104438642
342,Moderate,131,0.34203655352480417
342,Right,199,0.5195822454308094
343,Left,53,0.13838120104438642
343,Moderate,131,0.34203655352480417
343,Right,199,0.5195822454308094
344,Left,53,0.13838120104438642
344,Moderate,131,0.34203655352480417
344,Right,199,0.5195822454308094
345,Left,53,0.13838120104438642
345,Moderate,131,0.34203655352480417
345,Right,199,0.5195822454308094
346,Left,53,0.13838120104438642
346,Moderate,131,0.34203655352480417
346,Right,199,0.5195822454308094
347,Left,53,0.13838120104438642
347,Moderate,131,0.34203655352480417
347,Right,199,0.5195822454308094
348,Left,53,0.13838120104438642
348,Moderate,131,0.34203655352480417
348,Right,199,0.5195822454308094
349,Left,53,0.13838120104438642
349,Moderate,131,0.34203655352480417
349,Right,199,0.5195822454308094
350,Left,53,0.13838120104438642
350,Moderate,131,0.34203655352480417
350,Right,199,0.5195822454308094
351,Left,53,0.13838120104438642
351,Moderate,131,0.34203655352480417
351,Right,199,0.5195822454308094
352,Left,53,0.13838120104438642
352,Moderate,131,0.34203655352480417
352,Right,199,0.5195822454308094
353,Left,53,0.13838120104438642
353,Moderate,131,0.34203655352480417
353,Right,199,0.5195822454308094
354,Left,53,0.13838120104438642
354,Moderate,131,0.34203655352480417
354,Right,199,0.5195822454308094
355,Left,53,0.13838120104438642
355,Moderate,131,0.34203655352480417
355,Right,199,0.5195822454308094
356,Left,53,0.13838120104438642
356,Moderate,131,0.34203655352480417
356,Right,199,0.5195822454308094
357,Left,53,0.13838120104438642
357,Moderate,131,0.34203655352480417
357,Right,199,0.5195822454308094
358,Left,53,0.13838120104438642
358,Moderate,131,0.34203655352480417
358,Right,199,0.5195822454308094
359,Left,53,0.13838120104438642
359,Moderate,131,0.34203655352480417
359,Right,199,0.5195822454308094
360,Left,53,0.13838120104438642
360,Moderate,131,0.34203655352480417
360,Right,199,0.5195822454308094
361,Left,53,0.13838120104438642
361,Moderate,131,0.34203655352480417
361,Right,199,0.5195822454308094
362,Left,53,0.13838120104438642
362,Moderate,131,0.34203655352480417
362,Right,199,0.5195822454308094
363,Left,53,0.13838120104438642
363,Moderate,131,0.34203655352480417
363,Right,199,0.5195822454308094
364,Left,53,0.13838120104438642
364,Moderate,131,0.34203655352480417
364,Right,199,0.5195822454308094
365,Left,53,0.13838120104438642
365,Moderate,131,0.34203655352480417
365,Right,199,0.5195822454308094
366,Left,53,0.13838120104438642
366,Moderate,131,0.34203655352480417
366,Right,199,0.5195822454308094
367,Left,53,0.13838120104438642
367,Moderate,131,0.34203655352480417
367,Right,199,0.5195822454308094
368,Left,53,0.13838120104438642
368,Moderate,131,0.34203655352480417
368,Right,199,0.5195822454308094
369,Left,53,0.13838120104438642
369,Moderate,131,0.34203655352480417
369,Right,199,0.5195822454308094
370,Left,53,0.13838120104438642
370,Moderate,131,0.34203655352480417
370,Right,199,0.5195822454308094
371,Left,53,0.13838120104438642
371,Moderate,131,0.34203655352480417
371,Right,199,0.5195822454308094
372,Left,53,0.13838120104438642
372,Moderate,131,0.34203655352480417
372,Right,199,0.5195822454308094
373,Left,53,0.13838120104438642
373,Moderate,131,0.34203655352480417
373,Right,199,0.5195822454308094
374,Left,53,0.13838120104438642
374,Moderate,131,0.34203655352480417
374,Right,199,0.5195822454308094
375,Left,53,0.13838120104438642
375,Moderate,131,0.34203655352480417
375,Right,199,0.5195822454308094
376,Left,53,0.13838120104438642
376,Moderate,131,0.34203655352480417
376,Right,199,0.5195822454308094
377,Left,53,0.13838120104438642
377,Moderate,131,0.34203655352480417
377,Right,199,0.5195822454308094
378,Left,53,0.13838120104438642
378,Moderate,131,0.34203655352480417
378,Right,199,0.5195822454308094
379,Left,53,0.13838120104438642
379,Moderate,131,0.34203655352480417
379,Right,199,0.5195822454308094
380,Left,53,0.13838120104438642
380,Moderate,131,0.34203655352480417
380,Right,199,0.5195822454308094
381,Left,53,0.13838120104438642
381,Moderate,131,0.34203655352480417
381,Right,199,0.5195822454308094
382,Left,53,0.13838120104438642
382,Moderate,131,0.34203655352480417
382,Right,199,0.5195822454308094
383,Left,53,0.13838120104438642
383,Moderate,131,0.34203655352480417
383,Right,199,0.5195822454308094
384,Left,53,0.13838120104438642
384,Moderate,131,0.34203655352480417
384,Right,199,0.5195822454308094
385,Left,53,0.13838120104438642
385,Moderate,131,0.34203655352480417
385,Right,199,0.5195822454308094
386,Left,53,0.13838120104438642
386,Moderate,131,0.34203655352480417
386,Right,199,0.5195822454308094
387,Left,53,0.13838120104438642
387,Moderate,131,0.34203655352480417
387,Right,199,0.5195822454308094
388,Left,53,0.13838120104438642
388,Moderate,131,0.34203655352480417
388,Right,199,0.5195822454308094
389,Left,53,0.13838120104438642
389,Moderate,131,0.34203655352480417
389,Right,199,0.5195822454308094
390,Left,53,0.13838120104438642
390,Moderate,131,0.34203655352480417
390,Right,199,0.5195822454308094
391,Left,53,0.13838120104438642
391,Moderate,131,0.34203655352480417
391,Right,199,0.5195822454308094
392,Left,53,0.13838120104438642
392,Moderate,131,0.34203655352480417
392,Right,199,0.5195822454308094
393,Left,53,0.13838120104438642
393,Moderate,131,0.34203655352480417
393,Right,199,0.5195822454308094
394,Left,53,0.13838120104438642
394,Moderate,131,0.34203655352480417
394,Right,199,0.5195822454308094
395,Left,53,0.13838120104438642
395,Moderate,131,0.34203655352480417
395,Right,199,0.5195822454308094
396,Left,53,0.13838120104438642
396,Moderate,131,0.34203655352480417
396,Right,199,0.5195822454308094
397,Left,53,0.13838120104438642
397,Moderate,131,0.34203655352480417
397,Right,199,0.5195822454308094
398,Left,53,0.13838120104438642
398,Moderate,131,0.34203655352480417
398,Right,199,0.5195822454308094
399,Left,53,0.13838120104438642
399,Moderate,131,0.34203655352480417
399,Right,199,0.5195822454308094
400,Left,53,0.13838120104438642
400,Moderate,131,0.34203655352480417
400,Right,199,0.5195822454308094
401,Left,53,0.13838120104438642
401,Moderate,131,0.34203655352480417
401,Right,199,0.5195822454308094
402,Left,53,0.13838120104438642
402,Moderate,131,0.34203655352480417
402,Right,199,0.5195822454308094
403,Left,53,0.13838120104438642
403,Moderate,131,0.34203655352480417
403,Right,199,0.5195822454308094
404,Left,53,0.13838120104438642
404,Moderate,131,0.34203655352480417
404,Right,199,0.5195822454308094
405,Left,53,0.13838120104438642
405,Moderate,131,0.34203655352480417
405,Right,199,0.5195822454308094
406,Left,53,0.13838120104438642
406,Moderate,131,0.34203655352480417
406,Right,199,0.5195822454308094
407,Left,53,0.13838120104438642
407,Moderate,131,0.34203655352480417
407,Right,199,0.5195822454308094
408,Left,53,0.13838120104438642
408,Moderate,131,0.34203655352480417
408,Right,199,0.5195822454308094
409,Left,53,0.13838120104438642
409,Moderate,131,0.34203655352480417
409,Right,199,0.5195822454308094
410,Left,53,0.13838120104438642
410,Moderate,131,0.34203655352480417
410,Right,199,0.5195822454308094
411,Left,53,0.13838120104438642
411,Moderate,131,0.34203655352480417
411,Right,199,0.5195822454308094
412,Left,53,0.13838120104438642
412,Moderate,131,0.34203655352480417
412,Right,199,0.5195822454308094
413,Left,53,0.13838120104438642
413,Moderate,131,0.34203655352480417
413,Right,199,0.5195822454308094
414,Left,53,0.13838120104438642
414,Moderate,131,0.34203655352480417
414,Right,199,0.5195822454308094
415,Left,53,0.13838120104438642
415,Moderate,131,0.34203655352480417
415,Right,199,0.5195822454308094
416,Left,53,0.13838120104438642
416,Moderate,131,0.34203655352480417
416,Right,199,0.5195822454308094
417,Left,53,0.13838120104438642
417,Moderate,131,0.34203655352480417
417,Right,199,0.5195822454308094
418,Left,53,0.13838120104438642
418,Moderate,131,0.34203655352480417
418,Right,199,0.5195822454308094
419,Left,53,0.13838120104438642
419,Moderate,131,0.34203655352480417
419,Right,199,0.5195822454308094
420,Left,53,0.13838120104438642
420,Moderate,131,0.34203655352480417
420,Right,199,0.5195822454308094
421,Left,53,0.13838120104438642
421,Moderate,131,0.34203655352480417
421,Right,199,0.5195822454308094
422,Left,53,0.13838120104438642
422,Moderate,131,0.34203655352480417
422,Right,199,0.5195822454308094
423,Left,53,0.13838120104438642
423,Moderate,131,0.34203655352480417
423,Right,199,0.5195822454308094
424,Left,53,0.13838120104438642
424,Moderate,131,0.34203655352480417
424,Right,199,0.5195822454308094
425,Left,53,0.13838120104438642
425,Moderate,131,0.34203655352480417
425,Right,199,0.5195822454308094
426,Left,53,0.13838120104438642
426,Moderate,131,0.34203655352480417
426,Right,199,0.5195822454308094
427,Left,53,0.13838120104438642
427,Moderate,131,0.34203655352480417
427,Right,199,0.5195822454308094
428,Left,53,0.13838120104438642
428,Moderate,131,0.34203655352480417
428,Right,199,0.5195822454308094
429,Left,53,0.13838120104438642
429,Moderate,131,0.34203655352480417
429,Right,199,0.5195822454308094
430,Left,53,0.13838120104438642
430,Moderate,131,0.34203655352480417
430,Right,199,0.5195822454308094
431,Left,53,0.13838120104438642
431,Moderate,131,0.34203655352480417
431,Right,199,0.5195822454308094
432,Left,53,0.13838120104438642
432,Moderate,131,0.34203655352480417
432,Right,199,0.5195822454308094
433,Left,53,0.13838120104438642
433,Moderate,131,0.34203655352480417
433,Right,199,0.5195822454308094
434,Left,53,0.13838120104438642
434,Moderate,131,0.34203655352480417
434,Right,199,0.5195822454308094
435,Left,53,0.13838120104438642
435,Moderate,131,0.34203655352480417
435,Right,199,0.5195822454308094
436,Left,53,0.13838120104438642
436,Moderate,131,0.34203655352480417
436,Right,199,0.5195822454308094
437,Left,53,0.13838120104438642
437,Moderate,131,0.34203655352480417
437,Right,199,0.5195822454308094
438,Left,53,0.13838120104438642
438,Moderate,131,0.34203655352480417
438,Right,199,0.5195822454308094
439,Left,53,0.13838120104438642
439,Moderate,131,0.34203655352480417
439,Right,199,0.5195822454308094
440,Left,53,0.13838120104438642
440,Moderate,131,0.34203655352480417
440,Right,199,0.5195822454308094
441,Left,53,0.13838120104438642
441,Moderate,131,0.34203655352480417
441,Right,199,0.5195822454308094
442,Left,53,0.13838120104438642
442,Moderate,131,0.34203655352480417
442,Right,199,0.5195822454308094
443,Left,53,0.13838120104438642
443,Moderate,131,0.34203655352480417
443,Right,199,0.5195822454308094
444,Left,53,0.13838120104438642
444,Moderate,131,0.34203655352480417
444,Right,199,0.5195822454308094
445,Left,53,0.13838120104438642
445,Moderate,131,0.34203655352480417
445,Right,199,0.5195822454308094
446,Left,53,0.13838120104438642
446,Moderate,131,0.34203655352480417
446,Right,199,0.5195822454308094
447,Left,53,0.13838120104438642
447,Moderate,131,0.34203655352480417
447,Right,199,0.5195822454308094
448,Left,53,0.13838120104438642
448,Moderate,131,0.34203655352480417
448,Right,199,0.5195822454308094
449,Left,53,0.13838120104438642
449,Moderate,131,0.34203655352480417
449,Right,199,0.5195822454308094
450,Left,53,0.13838120104438642
450,Moderate,131,0.34203655352480417
450,Right,199,0.5195822454308094
451,Left,53,0.13838120104438642
451,Moderate,131,0.34203655352480417
451,Right,199,0.5195822454308094
452,Left,53,0.13838120104438642
452,Moderate,131,0.34203655352480417
452,Right,199,0.5195822454308094
453,Left,53,0.13838120104438642
453,Moderate,131,0.34203655352480417
453,Right,199,0.5195822454308094
454,Left,53,0.13838120104438642
454,Moderate,131,0.34203655352480417
454,Right,199,0.5195822454308094
455,Left,53,0.13838120104438642
455,Moderate,131,0.34203655352480417
455,Right,199,0.5195822454308094
456,Left,53,0.13838120104438642
456,Moderate,131,0.34203655352480417
456,Right,199,0.5195822454308094
457,Left,53,0.13838120104438642
457,Moderate,131,0.34203655352480417
457,Right,199,0.5195822454308094
458,Left,53,0.13838120104438642
458,Moderate,131,0.34203655352480417
458,Right,199,0.5195822454308094
459,Left,53,0.13838120104438642
459,Moderate,131,0.34203655352480417
459,Right,199,0.5195822454308094
460,Left,53,0.13838120104438642
460,Moderate,131,0.34203655352480417
460,Right,199,0.5195822454308094
461,Left,53,0.13838120104438642
461,Moderate,131,0.34203655352480417
461,Right,199,0.5195822454308094
462,Left,53,0.13838120104438642
462,Moderate,131,0.34203655352480417
462,Right,199,0.5195822454308094
463,Left,53,0.13838120104438642
463,Moderate,131,0.34203655352480417
463,Right,199,0.5195822454308094
464,Left,53,0.13838120104438642
464,Moderate,131,0.34203655352480417
464,Right,199,0.5195822454308094
465,Left,53,0.13838120104438642
465,Moderate,131,0.34203655352480417
465,Right,199,0.5195822454308094
466,Left,53,0.13838120104438642
466,Moderate,131,0.34203655352480417
466,Right,199,0.5195822454308094
467,Left,53,0.13838120104438642
467,Moderate,131,0.34203655352480417
467,Right,199,0.5195822454308094
468,Left,53,0.13838120104438642
468,Moderate,131,0.34203655352480417
468,Right,199,0.5195822454308094
469,Left,53,0.13838120104438642
469,Moderate,131,0.34203655352480417
469,Right,199,0.5195822454308094
470,Left,53,0.13838120104438642
470,Moderate,131,0.34203655352480417
470,Right,199,0.5195822454308094
471,Left,53,0.13838120104438642
471,Moderate,131,0.34203655352480417
471,Right,199,0.5195822454308094
472,Left,53,0.13838120104438642
472,Moderate,131,0.34203655352480417
472,Right,199,0.5195822454308094
473,Left,53,0.13838120104438642
473,Moderate,131,0.34203655352480417
473,Right,199,0.5195822454308094
474,Left,53,0.13838120104438642
474,Moderate,131,0.34203655352480417
474,Right,199,0.5195822454308094
475,Left,53,0.13838120104438642
475,Moderate,131,0.34203655352480417
475,Right,199,0.5195822454308094
476,Left,53,0.13838120104438642
476,Moderate,131,0.34203655352480417
476,Right,199,0.5195822454308094
477,Left,53,0.13838120104438642
477,Moderate,131,0.34203655352480417
477,Right,199,0.5195822454308094
478,Left,53,0.13838120104438642
478,Moderate,131,0.34203655352480417
478,Right,199,0.5195822454308094
479,Left,53,0.13838120104438642
479,Moderate,131,0.34203655352480417
479,Right,199,0.5195822454308094
480,Left,53,0.13838120104438642
480,Moderate,131,0.34203655352480417
480,Right,199,0.5195822454308094
481,Left,53,0.13838120104438642
481,Moderate,131,0.34203655352480417
481,Right,199,0.5195822454308094
482,Left,53,0.13838120104438642
482,Moderate,131,0.34203655352480417
482,Right,199,0.5195822454308094
483,Left,53,0.13838120104438642
483,Moderate,131,0.34203655352480417
483,Right,199,0.5195822454308094
484,Left,53,0.13838120104438642
484,Moderate,131,0.34203655352480417
484,Right,199,0.5195822454308094
485,Left,53,0.13838120104438642
485,Moderate,131,0.34203655352480417
485,Right,199,0.5195822454308094
486,Left,53,0.13838120104438642
486,Moderate,131,0.34203655352480417
486,Right,199,0.5195822454308094
487,Left,53,0.13838120104438642
487,Moderate,131,0.34203655352480417
487,Right,199,0.5195822454308094
488,Left,53,0.13838120104438642
488,Moderate,131,0.34203655352480417
488,Right,199,0.5195822454308094
489,Left,53,0.13838120104438642
489,Moderate,131,0.34203655352480417
489,Right,199,0.5195822454308094
490,Left,53,0.13838120104438642
490,Moderate,131,0.34203655352480417
490,Right,199,0.5195822454308094
491,Left,53,0.13838120104438642
491,Moderate,131,0.34203655352480417
491,Right,199,0.5195822454308094
492,Left,53,0.13838120104438642
492,Moderate,131,0.34203655352480417
492,Right,199,0.5195822454308094
493,Left,53,0.13838120104438642
493,Moderate,131,0.34203655352480417
493,Right,199,0.5195822454308094
494,Left,53,0.13838120104438642
494,Moderate,131,0.34203655352480417
494,Right,199,0.5195822454308094
495,Left,53,0.13838120104438642
495,Moderate,131,0.34203655352480417
495,Right,199,0.5195822454308094
496,Left,53,0.13838120104438642
496,Moderate,131,0.34203655352480417
496,Right,199,0.5195822454308094
497,Left,53,0.13838120104438642
497,Moderate,131,0.34203655352480417
497,Right,199,0.5195822454308094
498,Left,53,0.13838120104438642
498,Moderate,131,0.34203655352480417
498,Right,199,0.5195822454308094
499,Left,53,0.13838120104438642
499,Moderate,131,0.34203655352480417
499,Right,199,0.5195822454308094
500,Left,53,0.13838120104438642
500,Moderate,131,0.34203655352480417
500,Right,199,0.5195822454308094
501,Left,53,0.13838120104438642
501,Moderate,131,0.34203655352480417
501,Right,199,0.5195822454308094
502,Left,53,0.13838120104438642
502,Moderate,131,0.34203655352480417
502,Right,199,0.5195822454308094
503,Left,53,0.13838120104438642
503,Moderate,131,0.34203655352480417
503,Right,199,0.5195822454308094
504,Left,53,0.13838120104438642
504,Moderate,131,0.34203655352480417
504,Right,199,0.5195822454308094
505,Left,53,0.13838120104438642
505,Moderate,131,0.34203655352480417
505,Right,199,0.5195822454308094
506,Left,53,0.13838120104438642
506,Moderate,131,0.34203655352480417
506,Right,199,0.5195822454308094
507,Left,53,0.13838120104438642
507,Moderate,131,0.34203655352480417
507,Right,199,0.5195822454308094
508,Left,53,0.13838120104438642
508,Moderate,131,0.34203655352480417
508,Right,199,0.5195822454308094
509,Left,53,0.13838120104438642
509,Moderate,131,0.34203655352480417
509,Right,199,0.5195822454308094
510,Left,53,0.13838120104438642
510,Moderate,131,0.34203655352480417
510,Right,199,0.5195822454308094
511,Left,53,0.13838120104438642
511,Moderate,131,0.34203655352480417
511,Right,199,0.5195822454308094
512,Left,53,0.13838120104438642
512,Moderate,131,0.34203655352480417
512,Right,199,0.5195822454308094
513,Left,53,0.13838120104438642
513,Moderate,131,0.34203655352480417
513,Right,199,0.5195822454308094
514,Left,53,0.13838120104438642
514,Moderate,131,0.34203655352480417
514,Right,199,0.5195822454308094
515,Left,53,0.13838120104438642
515,Moderate,131,0.34203655352480417
515,Right,199,0.5195822454308094
516,Left,53,0.13838120104438642
516,Moderate,131,0.34203655352480417
516,Right,199,0.5195822454308094
517,Left,53,0.13838120104438642
517,Moderate,131,0.34203655352480417
517,Right,199,0.5195822454308094
518,Left,53,0.13838120104438642
518,Moderate,131,0.34203655352480417
518,Right,199,0.5195822454308094
519,Left,53,0.13838120104438642
519,Moderate,131,0.34203655352480417
519,Right,199,0.5195822454308094
520,Left,53,0.13838120104438642
520,Moderate,131,0.34203655352480417
520,Right,199,0.5195822454308094
521,Left,53,0.13838120104438642
521,Moderate,131,0.34203655352480417
521,Right,199,0.5195822454308094
522,Left,53,0.13838120104438642
522,Moderate,131,0.34203655352480417
522,Right,199,0.5195822454308094
523,Left,53,0.13838120104438642
523,Moderate,131,0.34203655352480417
523,Right,199,0.5195822454308094
524,Left,53,0.13838120104438642
524,Moderate,131,0.34203655352480417
524,Right,199,0.5195822454308094
525,Left,53,0.13838120104438642
525,Moderate,131,0.34203655352480417
525,Right,199,0.5195822454308094
526,Left,53,0.13838120104438642
526,Moderate,131,0.34203655352480417
526,Right,199,0.5195822454308094
527,Left,53,0.13838120104438642
527,Moderate,131,0.34203655352480417
527,Right,199,0.5195822454308094
528,Left,53,0.13838120104438642
528,Moderate,131,0.34203655352480417
528,Right,199,0.5195822454308094
529,Left,53,0.13838120104438642
529,Moderate,131,0.34203655352480417
529,Right,199,0.5195822454308094
530,Left,53,0.13838120104438642
530,Moderate,131,0.34203655352480417
530,Right,199,0.5195822454308094
531,Left,53,0.13838120104438642
531,Moderate,131,0.34203655352480417
531,Right,199,0.5195822454308094
532,Left,53,0.13838120104438642
532,Moderate,131,0.34203655352480417
532,Right,199,0.5195822454308094
533,Left,53,0.13838120104438642
533,Moderate,131,0.34203655352480417
533,Right,199,0.5195822454308094
534,Left,53,0.13838120104438642
534,Moderate,131,0.34203655352480417
534,Right,199,0.5195822454308094
535,Left,53,0.13838120104438642
535,Moderate,131,0.34203655352480417
535,Right,199,0.5195822454308094
536,Left,53,0.13838120104438642
536,Moderate,131,0.34203655352480417
536,Right,199,0.5195822454308094
537,Left,53,0.13838120104438642
537,Moderate,131,0.34203655352480417
537,Right,199,0.5195822454308094
538,Left,53,0.13838120104438642
538,Moderate,131,0.34203655352480417
538,Right,199,0.5195822454308094
539,Left,53,0.13838120104438642
539,Moderate,131,0.34203655352480417
539,Right,199,0.5195822454308094
540,Left,53,0.13838120104438642
540,Moderate,131,0.34203655352480417
540,Right,199,0.5195822454308094
541,Left,53,0.13838120104438642
541,Moderate,131,0.34203655352480417
541,Right,199,0.5195822454308094
542,Left,53,0.13838120104438642
542,Moderate,131,0.34203655352480417
542,Right,199,0.5195822454308094
543,Left,53,0.13838120104438642
543,Moderate,131,0.34203655352480417
543,Right,199,0.5195822454308094
544,Left,53,0.13838120104438642
544,Moderate,131,0.34203655352480417
544,Right,199,0.5195822454308094
545,Left,53,0.13838120104438642
545,Moderate,131,0.34203655352480417
545,Right,199,0.5195822454308094
546,Left,53,0.13838120104438642
546,Moderate,131,0.34203655352480417
546,Right,199,0.5195822454308094
547,Left,53,0.13838120104438642
547,Moderate,131,0.34203655352480417
547,Right,199,0.5195822454308094
548,Left,53,0.13838120104438642
548,Moderate,131,0.34203655352480417
548,Right,199,0.5195822454308094
549,Left,53,0.13838120104438642
549,Moderate,131,0.34203655352480417
549,Right,199,0.5195822454308094
550,Left,53,0.13838120104438642
550,Moderate,131,0.34203655352480417
550,Right,199,0.5195822454308094
551,Left,53,0.13838120104438642
551,Moderate,131,0.34203655352480417
551,Right,199,0.5195822454308094
552,Left,53,0.13838120104438642
552,Moderate,131,0.34203655352480417
552,Right,199,0.5195822454308094
553,Left,53,0.13838120104438642
553,Moderate,131,0.34203655352480417
553,Right,199,0.5195822454308094
554,Left,53,0.13838120104438642
554,Moderate,131,0.34203655352480417
554,Right,199,0.5195822454308094
555,Left,53,0.13838120104438642
555,Moderate,131,0.34203655352480417
555,Right,199,0.5195822454308094
556,Left,53,0.13838120104438642
556,Moderate,131,0.34203655352480417
556,Right,199,0.5195822454308094
557,Left,53,0.13838120104438642
557,Moderate,131,0.34203655352480417
557,Right,199,0.5195822454308094
558,Left,53,0.13838120104438642
558,Moderate,131,0.34203655352480417
558,Right,199,0.5195822454308094
559,Left,53,0.13838120104438642
