analysis_sample,matrix_name,n_factors,n_runs,n_ok,n_warning,n_error,mean_n_rows_used,mean_n_unique_participants,mean_RMSR,sd_RMSR,mean_TLI,sd_TLI,mean_RMSEA,sd_RMSEA,mean_BIC,sd_BIC,mean_abs_factor_correlation,sd_abs_factor_correlation,mean_factor_distance,sd_factor_distance
COMPLETE,matrix_32_pos_0_1,5,100,100,0,0,1608,1013.29,0.02122008244297097,7.103104411436829e-4,0.8529185160035517,0.01144359689663741,0.04574316419122261,0.0017169132271313216,-1042.4262796617518,87.05608899162692,0.21467803392370216,NA,0.7853219660762978,NA
COMPLETE,matrix_32_pos_0_1,6,100,100,0,0,1608,1013.29,0.018356498779355333,7.121480939702987e-4,0.8809438333893921,0.011288603135258621,0.04112757070218737,0.001900222508537139,-1166.4173954079895,79.41764880254422,0.22463478990605384,NA,0.7753652100939462,NA
COMPLETE,matrix_32_pos_0_1,7,100,100,0,0,1608,1013.29,0.016322955496100286,6.42811841694956e-4,0.8955743612602289,0.010789773140085404,0.03849954407149233,0.001942753914419745,-1169.865275532273,69.76886823294603,0.206314260246802,NA,0.793685739753198,NA
COMPLETE,matrix_32_pos_0_1,8,100,100,0,0,1608,1013.29,0.014582002148191718,5.932591001190508e-4,0.9081440190587254,0.010374768092038696,0.036089665755168865,0.0019590842988263923,-1147.4828149432187,60.8833345914472,0.19628691907106305,NA,0.8037130809289369,NA
COMPLETE,matrix_32_raw_0_1,2,100,100,0,0,1608,1013.29,0.04674410700843055,0.0013166404470536881,0.6365193335780738,0.015069408773504184,0.07408727298686493,0.0015830615545953184,1060.007873374258,163.08615197502448,0.05022453720546488,NA,0.9497754627945351,NA
COMPLETE,matrix_32_raw_0_1,3,100,100,0,0,1608,1013.29,0.03194677376282818,0.0010185412135644881,0.7594587126232784,0.013692788433721443,0.060242658408805785,0.001702590624714004,-218.34195043970863,132.839752242698,0.10224998344528781,NA,0.8977500165547122,NA
COMPLETE,matrix_32_raw_0_1,4,100,100,0,0,1608,1013.29,0.026645198411551423,9.067529293708373e-4,0.8026219365099396,0.013520522688968981,0.05454610891351196,0.0017813233006574714,-595.7168531206576,117.00951515479366,0.13138971225822088,NA,0.8686102877417792,NA
COMPLETE,matrix_32_raw_0_1,5,100,100,0,0,1608,1013.29,0.021530467994659633,7.797174212175551e-4,0.8502874233996282,0.011582124043422359,0.047485855268292666,0.0017473430030996765,-951.9754515767504,92.37541405207779,0.15079278070796742,NA,0.8492072192920326,NA
COMPLETE,matrix_32_raw_0_1,6,100,100,0,0,1608,1013.29,0.018063333058335514,6.674616078605036e-4,0.8860276020953455,0.010325318305439405,0.04141012197700478,0.0018207155623362716,-1154.605009402317,77.21150971664225,0.17419032693086986,NA,0.8258096730691301,NA
COMPLETE,matrix_32_raw_0_1,7,100,100,0,0,1608,1013.29,0.015966142112762073,5.867528466216023e-4,0.9021970459304225,0.009886382689306226,0.038341420175955404,0.0019013707797825162,-1175.6640610968711,68.31387186239444,0.16739635060221839,NA,0.8326036493977816,NA
COMPLETE,matrix_32_raw_0_1,8,100,100,0,0,1608,1013.29,0.01415237249461305,5.458476477945596e-4,0.9152372789358971,0.009277021448904901,0.03567649973095528,0.001893571875385742,-1160.3685637700778,58.10220673785511,0.16252383493549874,NA,0.8374761650645013,NA
COMPLETE,matrix_32_z_abs,2,100,100,0,0,1608,1013.29,0.027360241910224285,7.607456288107663e-4,0.8081334365156646,0.012955790803063826,0.0424452949685446,0.0015405593522009578,-1507.4324752852228,91.06174499426079,0.5522476796970313,NA,0.44775232030296874,NA
COMPLETE,matrix_32_z_abs,3,100,100,0,0,1608,1013.29,0.022554441394445634,7.24946323530584e-4,0.856907176473557,0.012800973077577904,0.03662982513944736,0.0016962583580103592,-1700.6677603880837,80.31616259488297,0.4022558574726851,NA,0.5977441425273149,NA
COMPLETE,matrix_32_z_abs,4,100,100,0,0,1608,1013.29,0.020428078154724638,6.474730676476003e-4,0.8730223877371269,0.012178294432316052,0.03449278821796524,0.0017298693508419917,-1669.6252036517096,71.43512438899555,0.37191182429991515,NA,0.6280881757000848,NA
COMPLETE,matrix_32_z_abs,5,100,100,0,0,1608,1013.29,0.018581541332562408,6.612845490370322e-4,0.8858755459458707,0.012495684516914208,0.03268079944982071,0.0018565441202574166,-1612.096171806753,67.18100278479618,0.32309769354430784,NA,0.6769023064556922,NA
COMPLETE,matrix_32_z_abs,6,100,100,0,0,1608,1013.29,0.016937460361248134,6.348851729477402e-4,0.897187022190856,0.012392975597452234,0.03100185142693706,0.0019314628761499676,-1540.9973996345198,61.29470196992776,0.2902538731969574,NA,0.7097461268030426,NA
COMPLETE,matrix_32_z_abs,7,100,100,0,0,1608,1013.29,0.015445141180014286,5.872845733765828e-4,0.9073002282990876,0.01213581993077767,0.029421724958541947,0.0019823465717053773,-1460.289340850805,55.215921442380484,0.2676899752805015,NA,0.7323100247194985,NA
COMPLETE,matrix_32_z_abs,8,100,100,0,0,1608,1013.29,0.014064001324894137,5.646061547609184e-4,0.917294573122469,0.012032920097532622,0.027769578361497516,0.002056826171324607,-1376.2821436490913,49.745385649506076,0.2451547036076451,NA,0.7548452963923549,NA
