analysis_sample,matrix_name,n_factors,n_runs,n_ok,n_warning,n_error,mean_n_rows_used,mean_n_unique_participants,mean_RMSR,sd_RMSR,mean_TLI,sd_TLI,mean_RMSEA,sd_RMSEA,mean_BIC,sd_BIC,mean_abs_factor_correlation,sd_abs_factor_correlation,mean_factor_distance,sd_factor_distance
COMPLETE,matrix_32_ext_0_1,2,100,100,0,0,1608,1013.29,0.02795483927905103,7.883809703945122e-4,0.8342823848611134,0.010149652420070267,0.04549663438172932,0.0013558487217230181,-1320.965297887639,85.89818514462448,0.42715751913328,NA,0.5728424808667201,NA
COMPLETE,matrix_32_ext_0_1,3,100,100,0,0,1608,1013.29,0.022737219637045038,7.056976461625462e-4,0.8746791711891925,0.009465653559165755,0.039543259348782604,0.0014199457242579073,-1557.4072581517648,72.82443332903375,0.36373525741141216,NA,0.6362647425885878,NA
COMPLETE,matrix_32_ext_0_1,4,100,100,0,0,1608,1013.29,0.019608243756699055,5.952740461064349e-4,0.896505917523452,0.008384209147658622,0.03592419272059954,0.0014428003570626092,-1609.5500421404772,62.45643676601717,0.2952989923953863,NA,0.7047010076046137,NA
COMPLETE,matrix_32_ext_0_1,5,100,100,0,0,1608,1013.29,0.01746136013484309,5.419594006912967e-4,0.9115844105919979,0.00793780052024518,0.033189547741362124,0.0014720620381427762,-1594.1563999586783,54.299473803082506,0.29296926697590714,NA,0.7070307330240929,NA
COMPLETE,matrix_32_ext_0_1,6,100,100,0,0,1608,1013.29,0.015839295484876757,5.022178843663448e-4,0.9212573886396334,0.007817322015843122,0.03130592834116273,0.0015417367059755074,-1531.9662145807222,49.07496081429918,0.26779157979824175,NA,0.7322084202017582,NA
COMPLETE,matrix_32_ext_0_1,7,100,100,0,0,1608,1013.29,0.014373107235731047,4.6763583737723975e-4,0.9303509507789897,0.007390194699451673,0.02943222830101626,0.0015902524158007251,-1460.6514734392504,43.83964780766209,0.249829470374063,NA,0.750170529625937,NA
COMPLETE,matrix_32_ext_0_1,8,100,100,0,0,1608,1013.29,0.013059504112866974,4.3970369523826724e-4,0.9380427038957886,0.007256575752274647,0.027746818353949175,0.001713549870262399,-1377.378849389792,40.591246696357196,0.23601984862732325,NA,0.7639801513726767,NA
COMPLETE,matrix_32_pos_0_1,2,100,100,0,0,1608,1013.29,0.04148594695320392,0.001096973747143474,0.6788652730156166,0.014480552237445566,0.06767447520596047,0.0014469303921774551,426.7573140111497,136.37600093957394,0.24184702112852216,NA,0.7581529788714778,NA
COMPLETE,matrix_32_pos_0_1,3,100,100,0,0,1608,1013.29,0.02918456594294979,8.760543324124859e-4,0.782433879071667,0.01286381809176918,0.055678957577263315,0.0015884118857616453,-561.4081760697925,114.60932053504416,0.18860858535612143,NA,0.8113914146438785,NA
COMPLETE,matrix_32_pos_0_1,4,100,100,0,0,1608,1013.29,0.02509352998431851,7.47022549722229e-4,0.8191537367095779,0.01205118401200791,0.050746883748654964,0.0016694581508220193,-836.5225989586689,101.93615507377989,0.2230655010673089,NA,0.7769344989326911,NA
