"scenario","type","reference","K","D","D_order","archetypes_used","n_patterns_covered","freq_covered","pct_covered"
"100-9","pos","kmeans",6,0,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn",0,0,0
"100-9","pos","kmeans",6,2,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn",0,0,0
"100-9","pos","kmeans",6,4,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn",31,5263153,65.7894125
"100-9","pos","kmeans",6,6,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn",60,5804833,72.5604125
"100-9","pos","kmeans",6,8,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn",62,8000000,100
"100-9","pos","kmeans",6,10,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn",62,8000000,100
"100-9","pos","kmeans",7,0,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested",0,0,0
"100-9","pos","kmeans",7,2,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested",0,0,0
"100-9","pos","kmeans",7,4,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested",31,5263153,65.7894125
"100-9","pos","kmeans",7,6,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested",60,5804833,72.5604125
"100-9","pos","kmeans",7,8,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested",62,8000000,100
"100-9","pos","kmeans",7,10,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested",62,8000000,100
"100-9","pos","kmeans",8,0,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested | X8",0,0,0
"100-9","pos","kmeans",8,2,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested | X8",0,0,0
"100-9","pos","kmeans",8,4,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested | X8",31,5263153,65.7894125
"100-9","pos","kmeans",8,6,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested | X8",60,5804833,72.5604125
"100-9","pos","kmeans",8,8,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested | X8",62,8000000,100
"100-9","pos","kmeans",8,10,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested | X8",62,8000000,100
"100-9","pos","sins",1,0,4,"Homo.Economicus",0,0,0
"100-9","pos","sins",1,2,4,"Homo.Economicus",3,418,0.005225
"100-9","pos","sins",1,4,4,"Homo.Economicus",23,4440572,55.50715
"100-9","pos","sins",1,6,4,"Homo.Economicus",53,5507357,68.8419625
"100-9","pos","sins",1,8,4,"Homo.Economicus",62,8000000,100
"100-9","pos","sins",1,10,4,"Homo.Economicus",62,8000000,100
"100-9","pos","sins",2,0,4,"Homo.Economicus | Uninterested",0,0,0
"100-9","pos","sins",2,2,4,"Homo.Economicus | Uninterested",3,418,0.005225
"100-9","pos","sins",2,4,4,"Homo.Economicus | Uninterested",25,4443256,55.5407
"100-9","pos","sins",2,6,4,"Homo.Economicus | Uninterested",54,5507358,68.841975
"100-9","pos","sins",2,8,4,"Homo.Economicus | Uninterested",62,8000000,100
"100-9","pos","sins",2,10,4,"Homo.Economicus | Uninterested",62,8000000,100
"100-9","pos","sins",3,0,4,"Homo.Economicus | Uninterested | Influencer",0,0,0
"100-9","pos","sins",3,2,4,"Homo.Economicus | Uninterested | Influencer",3,418,0.005225
"100-9","pos","sins",3,4,4,"Homo.Economicus | Uninterested | Influencer",26,4443257,55.5407125
"100-9","pos","sins",3,6,4,"Homo.Economicus | Uninterested | Influencer",58,5536059,69.2007375
"100-9","pos","sins",3,8,4,"Homo.Economicus | Uninterested | Influencer",62,8000000,100
"100-9","pos","sins",3,10,4,"Homo.Economicus | Uninterested | Influencer",62,8000000,100
"100-9","pos","sins",4,0,4,"Homo.Economicus | Uninterested | Influencer | Careful",0,0,0
"100-9","pos","sins",4,2,4,"Homo.Economicus | Uninterested | Influencer | Careful",3,418,0.005225
"100-9","pos","sins",4,4,4,"Homo.Economicus | Uninterested | Influencer | Careful",26,4443257,55.5407125
"100-9","pos","sins",4,6,4,"Homo.Economicus | Uninterested | Influencer | Careful",59,5591193,69.8899125
"100-9","pos","sins",4,8,4,"Homo.Economicus | Uninterested | Influencer | Careful",62,8000000,100
"100-9","pos","sins",4,10,4,"Homo.Economicus | Uninterested | Influencer | Careful",62,8000000,100
"100-9","pos","sins",5,0,4,"Homo.Economicus | Uninterested | Influencer | Careful | Early.Adopter",0,0,0
"100-9","pos","sins",5,2,4,"Homo.Economicus | Uninterested | Influencer | Careful | Early.Adopter",3,418,0.005225
"100-9","pos","sins",5,4,4,"Homo.Economicus | Uninterested | Influencer | Careful | Early.Adopter",26,4443257,55.5407125
"100-9","pos","sins",5,6,4,"Homo.Economicus | Uninterested | Influencer | Careful | Early.Adopter",59,5591193,69.8899125
"100-9","pos","sins",5,8,4,"Homo.Economicus | Uninterested | Influencer | Careful | Early.Adopter",62,8000000,100
"100-9","pos","sins",5,10,4,"Homo.Economicus | Uninterested | Influencer | Careful | Early.Adopter",62,8000000,100
"100-9","pos","sins",6,0,4,"Homo.Economicus | Uninterested | Influencer | Careful | Early.Adopter | Fearful",0,0,0
"100-9","pos","sins",6,2,4,"Homo.Economicus | Uninterested | Influencer | Careful | Early.Adopter | Fearful",3,418,0.005225
"100-9","pos","sins",6,4,4,"Homo.Economicus | Uninterested | Influencer | Careful | Early.Adopter | Fearful",26,4443257,55.5407125
"100-9","pos","sins",6,6,4,"Homo.Economicus | Uninterested | Influencer | Careful | Early.Adopter | Fearful",59,5591193,69.8899125
"100-9","pos","sins",6,8,4,"Homo.Economicus | Uninterested | Influencer | Careful | Early.Adopter | Fearful",62,8000000,100
"100-9","pos","sins",6,10,4,"Homo.Economicus | Uninterested | Influencer | Careful | Early.Adopter | Fearful",62,8000000,100
"100-9","pos","sins",7,0,4,"Homo.Economicus | Uninterested | Influencer | Careful | Early.Adopter | Fearful | Stubborn",0,0,0
"100-9","pos","sins",7,2,4,"Homo.Economicus | Uninterested | Influencer | Careful | Early.Adopter | Fearful | Stubborn",3,418,0.005225
"100-9","pos","sins",7,4,4,"Homo.Economicus | Uninterested | Influencer | Careful | Early.Adopter | Fearful | Stubborn",26,4443257,55.5407125
"100-9","pos","sins",7,6,4,"Homo.Economicus | Uninterested | Influencer | Careful | Early.Adopter | Fearful | Stubborn",59,5591193,69.8899125
"100-9","pos","sins",7,8,4,"Homo.Economicus | Uninterested | Influencer | Careful | Early.Adopter | Fearful | Stubborn",62,8000000,100
"100-9","pos","sins",7,10,4,"Homo.Economicus | Uninterested | Influencer | Careful | Early.Adopter | Fearful | Stubborn",62,8000000,100
"100-9","ext","experts",1,0,4,"Stubborn",0,0,0
"100-9","ext","experts",1,2,4,"Stubborn",4,2833832,35.4229
"100-9","ext","experts",1,4,4,"Stubborn",78,6555569,81.9446125
"100-9","ext","experts",1,6,4,"Stubborn",173,7185836,89.82295
"100-9","ext","experts",1,8,4,"Stubborn",211,7605238,95.065475
"100-9","ext","experts",1,10,4,"Stubborn",213,8000000,100
"100-9","ext","experts",2,0,4,"Stubborn | Activist",0,0,0
"100-9","ext","experts",2,2,4,"Stubborn | Activist",4,2833832,35.4229
"100-9","ext","experts",2,4,4,"Stubborn | Activist",78,6555569,81.9446125
"100-9","ext","experts",2,6,4,"Stubborn | Activist",173,7185836,89.82295
"100-9","ext","experts",2,8,4,"Stubborn | Activist",211,7605238,95.065475
"100-9","ext","experts",2,10,4,"Stubborn | Activist",213,8000000,100
"100-9","ext","experts",3,0,4,"Stubborn | Activist | Early.Adopter",0,0,0
"100-9","ext","experts",3,2,4,"Stubborn | Activist | Early.Adopter",4,2833832,35.4229
"100-9","ext","experts",3,4,4,"Stubborn | Activist | Early.Adopter",78,6555569,81.9446125
"100-9","ext","experts",3,6,4,"Stubborn | Activist | Early.Adopter",173,7185836,89.82295
"100-9","ext","experts",3,8,4,"Stubborn | Activist | Early.Adopter",211,7605238,95.065475
"100-9","ext","experts",3,10,4,"Stubborn | Activist | Early.Adopter",213,8000000,100
"100-9","ext","experts",4,0,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus",0,0,0
"100-9","ext","experts",4,2,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus",4,2833832,35.4229
"100-9","ext","experts",4,4,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus",78,6555569,81.9446125
"100-9","ext","experts",4,6,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus",173,7185836,89.82295
"100-9","ext","experts",4,8,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus",211,7605238,95.065475
"100-9","ext","experts",4,10,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus",213,8000000,100
"100-9","ext","experts",5,0,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus | Fearful",0,0,0
"100-9","ext","experts",5,2,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus | Fearful",4,2833832,35.4229
"100-9","ext","experts",5,4,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus | Fearful",79,6555571,81.9446375
"100-9","ext","experts",5,6,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus | Fearful",173,7185836,89.82295
"100-9","ext","experts",5,8,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus | Fearful",211,7605238,95.065475
"100-9","ext","experts",5,10,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus | Fearful",213,8000000,100
"100-9","ext","experts",6,0,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus | Fearful | Influencer",0,0,0
"100-9","ext","experts",6,2,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus | Fearful | Influencer",4,2833832,35.4229
"100-9","ext","experts",6,4,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus | Fearful | Influencer",79,6555571,81.9446375
"100-9","ext","experts",6,6,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus | Fearful | Influencer",174,7185862,89.823275
"100-9","ext","experts",6,8,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus | Fearful | Influencer",211,7605238,95.065475
"100-9","ext","experts",6,10,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus | Fearful | Influencer",213,8000000,100
"100-9","ext","experts",7,0,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus | Fearful | Influencer | Uninterested",0,0,0
"100-9","ext","experts",7,2,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus | Fearful | Influencer | Uninterested",4,2833832,35.4229
"100-9","ext","experts",7,4,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus | Fearful | Influencer | Uninterested",82,6555725,81.9465625
"100-9","ext","experts",7,6,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus | Fearful | Influencer | Uninterested",181,7192549,89.9068625
"100-9","ext","experts",7,8,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus | Fearful | Influencer | Uninterested",213,8000000,100
"100-9","ext","experts",7,10,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus | Fearful | Influencer | Uninterested",213,8000000,100
"100-9","ext","experts",8,0,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus | Fearful | Influencer | Uninterested | Careful",0,0,0
"100-9","ext","experts",8,2,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus | Fearful | Influencer | Uninterested | Careful",4,2833832,35.4229
"100-9","ext","experts",8,4,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus | Fearful | Influencer | Uninterested | Careful",82,6555725,81.9465625
"100-9","ext","experts",8,6,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus | Fearful | Influencer | Uninterested | Careful",181,7192549,89.9068625
"100-9","ext","experts",8,8,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus | Fearful | Influencer | Uninterested | Careful",213,8000000,100
"100-9","ext","experts",8,10,4,"Stubborn | Activist | Early.Adopter | Homo.Economicus | Fearful | Influencer | Uninterested | Careful",213,8000000,100
"100-9","ext","kmeans",1,0,4,"Careful",0,0,0
"100-9","ext","kmeans",1,2,4,"Careful",0,0,0
"100-9","ext","kmeans",1,4,4,"Careful",43,2446350,30.579375
"100-9","ext","kmeans",1,6,4,"Careful",160,6472503,80.9062875
"100-9","ext","kmeans",1,8,4,"Careful",211,7998967,99.9870875
"100-9","ext","kmeans",1,10,4,"Careful",213,8000000,100
"100-9","ext","kmeans",2,0,4,"Careful | Early.Adopter",0,0,0
"100-9","ext","kmeans",2,2,4,"Careful | Early.Adopter",0,0,0
"100-9","ext","kmeans",2,4,4,"Careful | Early.Adopter",43,2446350,30.579375
"100-9","ext","kmeans",2,6,4,"Careful | Early.Adopter",178,7572082,94.651025
"100-9","ext","kmeans",2,8,4,"Careful | Early.Adopter",213,8000000,100
"100-9","ext","kmeans",2,10,4,"Careful | Early.Adopter",213,8000000,100
"100-9","ext","kmeans",3,0,4,"Careful | Early.Adopter | Fearful",0,0,0
"100-9","ext","kmeans",3,2,4,"Careful | Early.Adopter | Fearful",0,0,0
"100-9","ext","kmeans",3,4,4,"Careful | Early.Adopter | Fearful",43,2446350,30.579375
"100-9","ext","kmeans",3,6,4,"Careful | Early.Adopter | Fearful",178,7572082,94.651025
"100-9","ext","kmeans",3,8,4,"Careful | Early.Adopter | Fearful",213,8000000,100
"100-9","ext","kmeans",3,10,4,"Careful | Early.Adopter | Fearful",213,8000000,100
"100-9","ext","kmeans",4,0,4,"Careful | Early.Adopter | Fearful | Homo.Economicus",0,0,0
"100-9","ext","kmeans",4,2,4,"Careful | Early.Adopter | Fearful | Homo.Economicus",0,0,0
"100-9","ext","kmeans",4,4,4,"Careful | Early.Adopter | Fearful | Homo.Economicus",43,2446350,30.579375
"100-9","ext","kmeans",4,6,4,"Careful | Early.Adopter | Fearful | Homo.Economicus",178,7572082,94.651025
"100-9","ext","kmeans",4,8,4,"Careful | Early.Adopter | Fearful | Homo.Economicus",213,8000000,100
"100-9","ext","kmeans",4,10,4,"Careful | Early.Adopter | Fearful | Homo.Economicus",213,8000000,100
"100-9","ext","kmeans",5,0,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer",0,0,0
"100-9","ext","kmeans",5,2,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer",0,0,0
"100-9","ext","kmeans",5,4,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer",43,2446350,30.579375
"100-9","ext","kmeans",5,6,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer",189,7595442,94.943025
"100-9","ext","kmeans",5,8,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer",213,8000000,100
"100-9","ext","kmeans",5,10,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer",213,8000000,100
"100-9","ext","kmeans",6,0,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn",0,0,0
"100-9","ext","kmeans",6,2,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn",0,0,0
"100-9","ext","kmeans",6,4,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn",43,2446350,30.579375
"100-9","ext","kmeans",6,6,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn",189,7595442,94.943025
"100-9","ext","kmeans",6,8,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn",213,8000000,100
"100-9","ext","kmeans",6,10,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn",213,8000000,100
"100-9","ext","kmeans",7,0,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested",0,0,0
"100-9","ext","kmeans",7,2,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested",0,0,0
"100-9","ext","kmeans",7,4,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested",43,2446350,30.579375
"100-9","ext","kmeans",7,6,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested",202,7605153,95.0644125
"100-9","ext","kmeans",7,8,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested",213,8000000,100
"100-9","ext","kmeans",7,10,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested",213,8000000,100
"100-9","ext","kmeans",8,0,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested | X8",0,0,0
"100-9","ext","kmeans",8,2,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested | X8",0,0,0
"100-9","ext","kmeans",8,4,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested | X8",43,2446350,30.579375
"100-9","ext","kmeans",8,6,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested | X8",202,7605153,95.0644125
"100-9","ext","kmeans",8,8,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested | X8",213,8000000,100
"100-9","ext","kmeans",8,10,4,"Careful | Early.Adopter | Fearful | Homo.Economicus | Influencer | Stubborn | Uninterested | X8",213,8000000,100
"100-9","ext","sins",1,0,4,"Homo.Economicus",0,0,0
"100-9","ext","sins",1,2,4,"Homo.Economicus",2,3,3.75e-05
"100-9","ext","sins",1,4,4,"Homo.Economicus",43,3840073,48.0009125
"100-9","ext","sins",1,6,4,"Homo.Economicus",149,7277522,90.969025
"100-9","ext","sins",1,8,4,"Homo.Economicus",209,7999862,99.998275
"100-9","ext","sins",1,10,4,"Homo.Economicus",213,8000000,100
"100-9","ext","sins",2,0,4,"Homo.Economicus | Uninterested",0,0,0
"100-9","ext","sins",2,2,4,"Homo.Economicus | Uninterested",2,3,3.75e-05
"100-9","ext","sins",2,4,4,"Homo.Economicus | Uninterested",50,4934643,61.6830375
"100-9","ext","sins",2,6,4,"Homo.Economicus | Uninterested",178,7298962,91.237025
"100-9","ext","sins",2,8,4,"Homo.Economicus | Uninterested",213,8000000,100
"100-9","ext","sins",2,10,4,"Homo.Economicus | Uninterested",213,8000000,100
"100-9","ext","sins",3,0,4,"Homo.Economicus | Uninterested | Influencer",0,0,0
"100-9","ext","sins",3,2,4,"Homo.Economicus | Uninterested | Influencer",2,3,3.75e-05
"100-9","ext","sins",3,4,4,"Homo.Economicus | Uninterested | Influencer",64,5062875,63.2859375
"100-9","ext","sins",3,6,4,"Homo.Economicus | Uninterested | Influencer",197,7305231,91.3153875
"100-9","ext","sins",3,8,4,"Homo.Economicus | Uninterested | Influencer",213,8000000,100
"100-9","ext","sins",3,10,4,"Homo.Economicus | Uninterested | Influencer",213,8000000,100
"100-9","ext","sins",4,0,4,"Homo.Economicus | Uninterested | Influencer | Careful",0,0,0
"100-9","ext","sins",4,2,4,"Homo.Economicus | Uninterested | Influencer | Careful",2,3,3.75e-05
"100-9","ext","sins",4,4,4,"Homo.Economicus | Uninterested | Influencer | Careful",64,5062875,63.2859375
"100-9","ext","sins",4,6,4,"Homo.Economicus | Uninterested | Influencer | Careful",198,7309492,91.36865
"100-9","ext","sins",4,8,4,"Homo.Economicus | Uninterested | Influencer | Careful",213,8000000,100
