"cluster","best_match","pct_match"
1,"Careful",86.6666666666667
2,"Careful",53.3333333333333
3,"Influencer",83.3333333333333
4,"Careful",46.6666666666667
5,"Influencer",46.6666666666667
6,"Influencer",53.3333333333333
7,"Careful",66.6666666666667
8,"Careful",53.3333333333333
