"cluster","expert_row","vol_cluster","cluster_dets_all","vol_expert","expert_dets_all","vol_common","common_dets","pct_cluster_covered","pct_expert_covered"
2,"Early.Adopter",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, FRUGALITY, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, AUTARKY, WELLBEING, COZINESS",14,"SAFETY, COST.EFFICIENCY, KNOWLEDGE, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, PEER.PRESSURE, SOCIALISING, NOVELTY, FUN, TRENDS, AUTHORITY, OWN.SIGNIFICANCE",5,"SAFETY, COST.EFFICIENCY, KNOWLEDGE, SELF.SATISFACTION, ADHERENCE",33.3333333333333,35.7142857142857
2,"Fearful",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, FRUGALITY, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, AUTARKY, WELLBEING, COZINESS",14,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE, WELLBEING, SOCIALISING, OWN.SIGNIFICANCE",10,"CREDIT.SCORE, RISK.PROFILE, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, WELLBEING",66.6666666666667,71.4285714285714
2,"Careful",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, FRUGALITY, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, AUTARKY, WELLBEING, COZINESS",15,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING",12,"CREDIT.SCORE, RISK.PROFILE, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, AUTARKY, WELLBEING",80,80
2,"Stubborn",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, FRUGALITY, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, AUTARKY, WELLBEING, COZINESS",14,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, WELLBEING, OWN.SIGNIFICANCE",10,"CREDIT.SCORE, RISK.PROFILE, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, WELLBEING",66.6666666666667,71.4285714285714
2,"Influencer",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, FRUGALITY, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, AUTARKY, WELLBEING, COZINESS",13,"CREDIT.SCORE, ADDED.VALUE, LEGAL, COST.EFFICIENCY, KNOWLEDGE, PEER.PRESSURE, SUPPORT, SOCIALISING, AGREEMENT, FUN, TRENDS, AUTHORITY, OWN.SIGNIFICANCE",3,"CREDIT.SCORE, COST.EFFICIENCY, KNOWLEDGE",20,23.0769230769231
2,"Uninterested",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, FRUGALITY, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, AUTARKY, WELLBEING, COZINESS",13,"LEGAL, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, WELLBEING, PEER.PRESSURE, SUPPORT, SOCIALISING, TRENDS, AUTHORITY, OWN.SIGNIFICANCE",6,"COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, WELLBEING",40,46.1538461538462
2,"Homo.Economicus",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, FRUGALITY, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, AUTARKY, WELLBEING, COZINESS",14,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, SOCIALISING, FUN, TRENDS, OWN.SIGNIFICANCE",10,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE",66.6666666666667,71.4285714285714
2,"8",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, FRUGALITY, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, AUTARKY, WELLBEING, COZINESS",14,"LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, PEER.PRESSURE, SOCIALISING, TRENDS, OWN.SIGNIFICANCE",7,"TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE",46.6666666666667,50
3,"",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, CLIMATE.PROTECTION, TRUST, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, APPROVAL",0,"",0,"",0,0
3,"Early.Adopter",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, CLIMATE.PROTECTION, TRUST, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, APPROVAL",14,"SAFETY, COST.EFFICIENCY, KNOWLEDGE, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, PEER.PRESSURE, SOCIALISING, NOVELTY, FUN, TRENDS, AUTHORITY, OWN.SIGNIFICANCE",6,"COST.EFFICIENCY, KNOWLEDGE, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE",40,42.8571428571429
3,"Fearful",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, CLIMATE.PROTECTION, TRUST, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, APPROVAL",14,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE, WELLBEING, SOCIALISING, OWN.SIGNIFICANCE",10,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, TRUST, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE",66.6666666666667,71.4285714285714
3,"Careful",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, CLIMATE.PROTECTION, TRUST, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, APPROVAL",15,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING",13,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, TRUST, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY",86.6666666666667,86.6666666666667
3,"Stubborn",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, CLIMATE.PROTECTION, TRUST, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, APPROVAL",14,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, WELLBEING, OWN.SIGNIFICANCE",11,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE",73.3333333333333,78.5714285714286
3,"Influencer",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, CLIMATE.PROTECTION, TRUST, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, APPROVAL",13,"CREDIT.SCORE, ADDED.VALUE, LEGAL, COST.EFFICIENCY, KNOWLEDGE, PEER.PRESSURE, SUPPORT, SOCIALISING, AGREEMENT, FUN, TRENDS, AUTHORITY, OWN.SIGNIFICANCE",4,"CREDIT.SCORE, ADDED.VALUE, COST.EFFICIENCY, KNOWLEDGE",26.6666666666667,30.7692307692308
3,"Uninterested",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, CLIMATE.PROTECTION, TRUST, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, APPROVAL",13,"LEGAL, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, WELLBEING, PEER.PRESSURE, SUPPORT, SOCIALISING, TRENDS, AUTHORITY, OWN.SIGNIFICANCE",5,"COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE",33.3333333333333,38.4615384615385
3,"Homo.Economicus",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, CLIMATE.PROTECTION, TRUST, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, APPROVAL",14,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, SOCIALISING, FUN, TRENDS, OWN.SIGNIFICANCE",8,"CREDIT.SCORE, RISK.PROFILE, TRUST, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE",53.3333333333333,57.1428571428571
3,"8",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, CLIMATE.PROTECTION, TRUST, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, APPROVAL",14,"LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, PEER.PRESSURE, SOCIALISING, TRENDS, OWN.SIGNIFICANCE",8,"TRUST, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE",53.3333333333333,57.1428571428571
4,"",15,"PROFITS, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, COZINESS, RIGHTS.AND.DUTIES, NOVELTY",0,"",0,"",0,0
4,"Early.Adopter",15,"PROFITS, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, COZINESS, RIGHTS.AND.DUTIES, NOVELTY",14,"SAFETY, COST.EFFICIENCY, KNOWLEDGE, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, PEER.PRESSURE, SOCIALISING, NOVELTY, FUN, TRENDS, AUTHORITY, OWN.SIGNIFICANCE",7,"SAFETY, COST.EFFICIENCY, KNOWLEDGE, SELF.SATISFACTION, COMMITMENT, ADHERENCE, NOVELTY",46.6666666666667,50
4,"Fearful",15,"PROFITS, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, COZINESS, RIGHTS.AND.DUTIES, NOVELTY",14,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE, WELLBEING, SOCIALISING, OWN.SIGNIFICANCE",8,"RISK.PROFILE, SAFETY, COST.EFFICIENCY, KNOWLEDGE, SELF.SATISFACTION, COMMITMENT, ADHERENCE, WELLBEING",53.3333333333333,57.1428571428571
4,"Careful",15,"PROFITS, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, COZINESS, RIGHTS.AND.DUTIES, NOVELTY",15,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING",10,"RISK.PROFILE, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING",66.6666666666667,66.6666666666667
4,"Stubborn",15,"PROFITS, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, COZINESS, RIGHTS.AND.DUTIES, NOVELTY",14,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, WELLBEING, OWN.SIGNIFICANCE",9,"RISK.PROFILE, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, COMMITMENT, ADHERENCE, WELLBEING",60,64.2857142857143
4,"Influencer",15,"PROFITS, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, COZINESS, RIGHTS.AND.DUTIES, NOVELTY",13,"CREDIT.SCORE, ADDED.VALUE, LEGAL, COST.EFFICIENCY, KNOWLEDGE, PEER.PRESSURE, SUPPORT, SOCIALISING, AGREEMENT, FUN, TRENDS, AUTHORITY, OWN.SIGNIFICANCE",3,"LEGAL, COST.EFFICIENCY, KNOWLEDGE",20,23.0769230769231
4,"Uninterested",15,"PROFITS, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, COZINESS, RIGHTS.AND.DUTIES, NOVELTY",13,"LEGAL, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, WELLBEING, PEER.PRESSURE, SUPPORT, SOCIALISING, TRENDS, AUTHORITY, OWN.SIGNIFICANCE",6,"LEGAL, COST.EFFICIENCY, KNOWLEDGE, SELF.SATISFACTION, ADHERENCE, WELLBEING",40,46.1538461538462
4,"Homo.Economicus",15,"PROFITS, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, COZINESS, RIGHTS.AND.DUTIES, NOVELTY",14,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, SOCIALISING, FUN, TRENDS, OWN.SIGNIFICANCE",7,"PROFITS, RISK.PROFILE, SAFETY, COST.EFFICIENCY, KNOWLEDGE, SELF.SATISFACTION, ADHERENCE",46.6666666666667,50
4,"8",15,"PROFITS, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, COZINESS, RIGHTS.AND.DUTIES, NOVELTY",14,"LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, PEER.PRESSURE, SOCIALISING, TRENDS, OWN.SIGNIFICANCE",7,"LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, SELF.SATISFACTION, COMMITMENT, ADHERENCE",46.6666666666667,50
5,"",10,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE",0,"",0,"",0,0
5,"Early.Adopter",10,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE",14,"SAFETY, COST.EFFICIENCY, KNOWLEDGE, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, PEER.PRESSURE, SOCIALISING, NOVELTY, FUN, TRENDS, AUTHORITY, OWN.SIGNIFICANCE",5,"COST.EFFICIENCY, KNOWLEDGE, SELF.SATISFACTION, COMMITMENT, ADHERENCE",50,35.7142857142857
