"cluster","best_match","pct_match"
1,"Careful",86.6666666666667
2,"Careful",85.7142857142857
3,"Careful",60
4,"Careful",73.3333333333333
5,"Careful",73.3333333333333
6,"Careful",53.3333333333333
7,"Careful",60
8,"Careful",66.6666666666667
