"cluster","best_match","pct_match"
1,"Fearful",73.3333333333333
2,"Careful",46.6666666666667
3,"Influencer",66.6666666666667
4,"Homo.Economicus",33.3333333333333
5,"Homo.Economicus",40
6,"Early.Adopter",40
7,"Careful",53.3333333333333
8,"Careful",46.6666666666667
