"cluster","best_match","pct_match"
1,"Fearful",73.3333333333333
2,"Careful",64.2857142857143
3,"Fearful",53.3333333333333
4,"Careful",66.6666666666667
5,"Careful",60
6,"Careful",46.6666666666667
7,"Fearful",60
8,"Careful",66.6666666666667
