"cluster","best_match","pct_match"
1,"Careful",86.6666666666667
2,"Careful",60
3,"Careful",73.3333333333333
4,"Careful",53.3333333333333
5,"Careful",66.6666666666667
6,"X8",60
7,"Influencer",83.3333333333333
8,"Homo.Economicus",63.6363636363636
