"cluster","best_match","pct_match"
1,"Careful",86.6666666666667
2,"Careful",80
3,"Careful",86.6666666666667
4,"Careful",66.6666666666667
5,"Fearful",90
6,"Careful",60
7,"Careful",66.6666666666667
8,"Careful",73.3333333333333
