"cluster","best_match","pct_match"
1,"Careful",73.3333333333333
2,"Careful",64.2857142857143
3,"Fearful",46.6666666666667
4,"Careful",53.3333333333333
5,"Careful",53.3333333333333
6,"Careful",46.6666666666667
7,"Careful",46.6666666666667
8,"Careful",46.6666666666667
