"cluster","best_match","pct_match"
1,"Fearful",64.7058823529412
2,"Careful",61.1111111111111
3,NA,NA
4,"Uninterested",29.4117647058824
5,"Homo Economicus",50
6,"Early Adopter",22.2222222222222
7,"Influencer",26.3157894736842
8,"Stubborn",50
