"cluster","best_match","pct_match"
1,"Careful",73.3333333333333
2,"Careful",60
3,"Careful",66.6666666666667
4,"Careful",53.3333333333333
5,"Careful",70
6,"Fearful",46.6666666666667
7,"Fearful",53.3333333333333
8,"Careful",53.3333333333333
