"cluster","best_match","pct_match"
1,"Fearful",73.3333333333333
2,"Fearful",53.3333333333333
3,"Careful",60
4,"Careful",46.6666666666667
5,"Careful",66.6666666666667
6,"Fearful",53.3333333333333
7,"Influencer",66.6666666666667
8,"Homo.Economicus",63.6363636363636
