"cluster","best_match","pct_match","active_determinants","n_active_dets"
"cluster_1","Uninterested",0,"",0
"cluster_2","Fearful",60,"CREDIT SCORE; RISK PROFILE; LEGAL; TRUST; SAFETY; COST-EFFICIENCY; KNOWLEDGE; OWN COMPETENCE; TECHNICAL FIT; SELF-SATISFACTION; COMMITMENT; ADHERENCE; WELLBEING; RECOGNITION; OWN SIGNIFICANCE",15
"cluster_3","Homo Economicus",41.1764705882353,"PROFITS; CREDIT SCORE; ADDED VALUE; FRUGALITY; CLIMATE PROTECTION; TRUST; SAFETY; COST-EFFICIENCY; KNOWLEDGE; OWN COMPETENCE; TECHNICAL FIT; ENVIRONMENTAL CONCERNS; AUTARKY; COZINESS; RIGHTS AND DUTIES",15
"cluster_4","Careful",17.3913043478261,"ADDED VALUE; SAFETY; OWN COMPETENCE; SELF-SATISFACTION; COMMITMENT; AUTARKY; WELLBEING; COZINESS; SUPPORT; SOCIALISING; AGREEMENT; RECOGNITION; TRENDS; AUTHORITY; OWN SIGNIFICANCE",15
"cluster_5","Influencer",20,"PROFITS; CREDIT SCORE; RISK PROFILE; LEGAL; TRUST; KNOWLEDGE; OWN COMPETENCE; PEER-PRESSURE; SOCIALISING; AGREEMENT; NOVELTY; FUN; TRENDS; AUTHORITY; APPROVAL",15
"cluster_6","Early Adopter",31.25,"CLIMATE PROTECTION; TRUST; COST-EFFICIENCY; KNOWLEDGE; ENVIRONMENTAL CONCERNS; SELF-SATISFACTION; ADHERENCE; RIGHTS AND DUTIES; PEER-PRESSURE; SOCIALISING; FUN; RECOGNITION; TRENDS; AUTHORITY; OWN SIGNIFICANCE",15
"cluster_7","Activist",23.5294117647059,"PROFITS; RISK PROFILE; ADDED VALUE; SAFETY; KNOWLEDGE; TECHNICAL FIT; ENVIRONMENTAL CONCERNS; COMMITMENT; ADHERENCE; RIGHTS AND DUTIES; PEER-PRESSURE; SUPPORT; SOCIALISING; NOVELTY; RECOGNITION",15
